"","id","occult.prob","","","unicode","unicode"
"59","314","0.000581","222698.607639033","8180715.46461352","1.24.5.126","1.24.5.126"
"60","850","0.00058","223035.995773231","8180653.83643888","1.24.6.80","1.24.6.80"
"61","856","0.00058","222977.099781525","8180578.80927892","1.24.6.86","1.24.6.86"
"62","466","0.000579","222471.282830504","8180703.31604213","1.24.5.318","1.24.5.318"
"63","332","0.000578","222767.970857031","8180769.74373552","1.24.5.144","1.24.5.144"
"64","448","0.000578","222495.423579138","8180671.95966707","1.24.5.300","1.24.5.300"
"65","780","0.000577","222860.093465846","8180710.81075829","1.24.5.99","1.24.5.99"
"66","301","0.000574","222864.450739","8180730.19181252","1.24.5.108","1.24.5.108"
"67","535","0.000573","222536.51369708","8180837.93321309","1.24.5.386","1.24.5.386"
"68","789","0.000572","222961.27178735","8180646.66843709","1.24.6.106","1.24.6.106"
"69","857","0.00057","222969.43236727","8180568.38509065","1.24.6.87","1.24.6.87"
"70","514","0.000569","222454.908746839","8180759.56541647","1.24.5.365","1.24.5.365"
"71","809","0.000569","223073.82727101","8180593.61532812","1.24.6.27","1.24.6.27"
"72","498","0.000568","222401.063299578","8180734.29189839","1.24.5.350","1.24.5.350"
"73","564","0.000568","222646.747068745","8180947.98127797","1.24.5.422","1.24.5.422"
"74","821","0.000565","223109.608594988","8180537.08853381","1.24.6.5","1.24.6.5"
"75","248","0.000561","222113.102394621","8180539.19435335","1.24.4.36","1.24.4.36"
"76","257","0.000561","222029.91947343","8180502.6007285","1.24.4.44","1.24.4.44"
"77","428","0.000559","222423.047478466","8180612.12183411","1.24.5.279","1.24.5.279"
"78","827","0.000559","222989.944287266","8180535.85117988","1.24.6.56","1.24.6.56"
"79","412","0.000558","222539.48605614","8180588.09684317","1.24.5.251","1.24.5.251"
"80","254","0.000557","222082.304136941","8180532.53505058","1.24.4.41","1.24.4.41"
"81","726","0.000557","222854.445551695","8180756.47112959","1.24.5.566","1.24.5.566"
"82","866","0.000557","222996.160110197","8180641.39864697","1.24.6.98","1.24.6.98"
"83","279","0.000556","222128.54327455","8180519.00687043","1.24.4.73","1.24.4.73"
"84","674","0.000555","222456.913625172","8180825.11442455","1.24.5.518","1.24.5.518"
"85","788","0.000554","222954.900679826","8180638.98933504","1.24.6.105","1.24.6.105"
"86","500","0.000552","222405.930175526","8180746.91715699","1.24.5.351","1.24.5.351"
"87","665","0.000551","222361.187780662","8180811.61085689","1.24.5.510F","1.24.5.510F"
"88","666","0.000549","222330.472423755","8180829.15277978","1.24.5.510G","1.24.5.510G"
"89","313","0.000548","222700.035166298","8180708.06933789","1.24.5.125","1.24.5.125"
"90","774","0.000547","222875.62313977","8180684.31329232","1.24.5.93","1.24.5.93"
"91","306","0.000545","222777.188513371","8180732.64123033","1.24.5.113","1.24.5.113"
"92","761","0.000545","222789.117631579","8180682.9377412","1.24.5.73","1.24.5.73"
"93","790","0.000545","222968.985523266","8180654.31603053","1.24.6.107","1.24.6.107"
"94","818","0.000545","223072.056044918","8180610.65990969","1.24.6.43","1.24.6.43"
"95","499","0.000543","222400.79333048","8180743.32650585","1.24.5.350A","1.24.5.350A"
"96","318","0.000542","222685.351166023","8180753.25164371","1.24.5.130","1.24.5.130"
"97","831","0.000542","222956.027770435","8180510.10374956","1.24.6.59A","1.24.6.59A"
"98","272","0.00054","222116.52766535","8180494.81199122","1.24.4.67","1.24.4.67"
"99","606","0.00054","222804.247998155","8180629.09957498","1.24.5.46","1.24.5.46"
"100","513","0.000539","222462.040469924","8180765.17709676","1.24.5.364","1.24.5.364"
"101","664","0.000539","222366.408781538","8180805.82567423","1.24.5.510E","1.24.5.510E"
"102","858","0.000539","222962.132810949","8180562.85891387","1.24.6.88","1.24.6.88"
"103","255","0.000538","222072.715482571","8180527.60916215","1.24.4.42","1.24.4.42"
"104","553","0.000538","222549.350391212","8180812.22075023","1.24.5.403","1.24.5.403"
"105","340","0.000537","222596.704195801","8180745.17729841","1.24.5.152","1.24.5.152"
"106","766","0.000537","222793.704104209","8180704.77228958","1.24.5.85","1.24.5.85"
"107","536","0.000535","222545.001820518","8180836.28708761","1.24.5.387","1.24.5.387"
"108","337","0.000534","222640.747058015","8180744.81036995","1.24.5.149","1.24.5.149"
"109","826","0.000534","222999.606260798","8180544.65433512","1.24.6.55","1.24.6.55"
"110","298","0.000533","222831.743664784","8180740.93304745","1.24.5.105","1.24.5.105"
"111","661","0.000533","222381.291763051","8180786.96408752","1.24.5.510B","1.24.5.510B"
"112","838","0.000533","222975.441768343","8180550.76810344","1.24.6.64","1.24.6.64"
"113","270","0.000532","222112.467410713","8180513.70632461","1.24.4.65","1.24.4.65"
"114","321","0.000532","222718.861507812","8180734.13841073","1.24.5.133","1.24.5.133"
"115","799","0.000531","222921.750762717","8180611.95058889","1.24.6.121","1.24.6.121"
"116","825","0.000531","223004.531531802","8180554.24607355","1.24.6.54","1.24.6.54"
"117","264","0.00053","222331.857908012","8180570.26864791","1.24.4.6","1.24.4.6"
"118","663","0.00053","222372.379485701","8180798.58179636","1.24.5.510D","1.24.5.510D"
"119","344","0.000529","222582.115063972","8180776.37737033","1.24.5.156","1.24.5.156"
"120","573","0.000528","222840.669744466","8180560.28550087","1.24.5.42C","1.24.5.42C"
"121","312","0.000527","222706.652853508","8180699.6964622","1.24.5.124","1.24.5.124"
"122","631","0.000527","222549.616774436","8181056.13674996","1.24.5.484","1.24.5.484"
"123","724","0.000526","222868.162907752","8180765.04177032","1.24.5.564","1.24.5.564"
"124","794","0.000526","222927.971710018","8180575.3433657","1.24.6.116","1.24.6.116"
"125","219","0.000525","222371.578950188","8180539.380627","1.24.4.124","1.24.4.124"
"126","467","0.000525","222458.6087872","8180709.12509214","1.24.5.319","1.24.5.319"
"127","725","0.000525","222887.353052861","8180757.8488555","1.24.5.565","1.24.5.565"
"128","776","0.000524","222819.331430807","8180716.34826947","1.24.5.95","1.24.5.95"
"129","763","0.000522","222967.105228075","8180702.52838122","1.24.5.8","1.24.5.8"
"130","319","0.000521","222709.719594097","8180752.42496285","1.24.5.131","1.24.5.131"
"131","867","0.000521","222988.710309868","8180634.33579708","1.24.6.99","1.24.6.99"
"132","361","0.00052","222640.650992695","8180706.59282537","1.24.5.173","1.24.5.173"
"133","650","0.00052","222474.647619908","8181043.72421395","1.24.5.502","1.24.5.502"
"134","197","0.000519","222281.624008748","8180526.79112566","1.24.4.101","1.24.4.101"
"135","247","0.000519","222115.105373713","8180530.86081984","1.24.4.35","1.24.4.35"
"136","206","0.000518","222296.040419638","8180550.78641614","1.24.4.11","1.24.4.11"
"137","662","0.000518","222378.357859863","8180793.40209048","1.24.5.510C","1.24.5.510C"
"138","529","0.000517","222507.453913845","8180872.19524068","1.24.5.380","1.24.5.380"
"139","737","0.000517","222879.279877227","8180870.79171862","1.24.5.576","1.24.5.576"
"140","410","0.000516","222538.33571369","8180598.78446154","1.24.5.249","1.24.5.249"
"141","538","0.000516","222563.045058399","8180833.3739484","1.24.5.389","1.24.5.389"
"142","222","0.000515","222387.872787007","8180549.51064717","1.24.4.127","1.24.4.127"
"143","464","0.000515","222489.862444895","8180708.72263575","1.24.5.316","1.24.5.316"
"144","511","0.000514","222470.507905503","8180773.12690656","1.24.5.362","1.24.5.362"
"145","676","0.000514","222781.612324816","8180643.30965315","1.24.5.52","1.24.5.52"
"146","807","0.000514","223065.726191004","8180581.5877452","1.24.6.25","1.24.6.25"
"147","811","0.000514","223090.596157827","8180578.29442981","1.24.6.37","1.24.6.37"
"148","621","0.000513","222509.397555268","8180985.71981248","1.24.5.474","1.24.5.474"
"149","210","0.000512","222362.694667946","8180520.63772659","1.24.4.116","1.24.4.116"
"150","791","0.000512","222977.188164982","8180659.67217688","1.24.6.108","1.24.6.108"
"151","793","0.000511","222949.588634196","8180590.89292098","1.24.6.113","1.24.6.113"
"152","503","0.00051","222423.582984756","8180768.81784274","1.24.5.354","1.24.5.354"
"153","762","0.00051","222798.025271492","8180679.73778763","1.24.5.74","1.24.5.74"
"154","835","0.00051","222958.424159318","8180527.64693187","1.24.6.61","1.24.6.61"
"155","273","0.000509","222117.750653994","8180484.89046694","1.24.4.68","1.24.4.68"
"156","730","0.000509","222752.602116939","8180674.00914927","1.24.5.57","1.24.5.57"
"157","840","0.000509","222989.948245302","8180571.54494826","1.24.6.66","1.24.6.66"
"158","211","0.000508","222357.011705249","8180527.6150999","1.24.4.117","1.24.4.117"
"159","258","0.000508","222038.448983604","8180504.29508345","1.24.4.45","1.24.4.45"
"160","285","0.000508","222321.844701312","8180563.36636535","1.24.4.8","1.24.4.8"
"161","684","0.000508","222437.204681577","8180986.89654126","1.24.5.527","1.24.5.527"
"162","819","0.000507","223057.037747675","8180591.20426578","1.24.6.44","1.24.6.44"
"163","563","0.000505","222642.106653961","8180954.58011215","1.24.5.421","1.24.5.421"
"164","783","0.000504","222983.138931714","8180626.79319437","1.24.6.100","1.24.6.100"
"165","209","0.000503","222339.877856268","8180505.68554788","1.24.4.111B","1.24.4.111B"
"166","502","0.000503","222417.310550031","8180764.44743841","1.24.5.353","1.24.5.353"
"167","276","0.000502","222131.296322593","8180477.86590218","1.24.4.70","1.24.4.70"
"168","413","0.000501","222546.254353421","8180582.64488066","1.24.5.252","1.24.5.252"
"169","806","5e-04","223084.107237122","8180567.21656919","1.24.6.24","1.24.6.24"
"170","256","0.000499","222061.641717643","8180524.56989182","1.24.4.43","1.24.4.43"
"171","425","0.000499","222412.688274687","8180639.29674335","1.24.5.276","1.24.5.276"
"172","614","0.000497","222597.645040363","8181027.82314348","1.24.5.467","1.24.5.467"
"173","593","0.000495","222598.926097657","8180982.30933445","1.24.5.447","1.24.5.447"
"174","552","0.000494","222557.967894207","8180810.23522376","1.24.5.402","1.24.5.402"
"175","814","0.000494","223095.80949073","8180555.7451369","1.24.6.4","1.24.6.4"
"176","223","0.000493","222383.165225455","8180556.42637003","1.24.4.128","1.24.4.128"
"177","194","0.000492","222401.489226592","8180615.31300673","1.24.4.1","1.24.4.1"
"178","208","0.000489","222325.836096277","8180512.98401424","1.24.4.111","1.24.4.111"
"179","681","0.000489","222445.384757242","8180931.61491334","1.24.5.524","1.24.5.524"
"180","803","0.000489","223104.183373977","8180573.75246632","1.24.6.2","1.24.6.2"
"181","842","0.000489","223086.916300656","8180532.64960515","1.24.6.7","1.24.6.7"
"182","845","0.000489","223069.832882054","8180638.70113469","1.24.6.73","1.24.6.73"
"183","267","0.000488","222100.056897169","8180483.1613019","1.24.4.62","1.24.4.62"
"184","395","0.000485","222599.606996096","8180721.43013465","1.24.5.217","1.24.5.217"
"185","865","0.000485","223002.050169711","8180648.59098493","1.24.6.97","1.24.6.97"
"186","200","0.000483","222291.467310494","8180506.2580782","1.24.4.104","1.24.4.104"
"187","782","0.000482","223072.883478063","8180500.42910789","1.24.6.10","1.24.6.10"
"188","853","0.000482","223007.92763703","8180623.00948127","1.24.6.83","1.24.6.83"
"189","322","0.000481","222721.937315446","8180724.62824277","1.24.5.134","1.24.5.134"
"190","769","0.000481","222821.874264698","8180694.48449899","1.24.5.88","1.24.5.88"
"191","220","0.00048","222374.858176066","8180532.8462989","1.24.4.125","1.24.4.125"
"192","263","0.00048","222341.151989582","8180574.75433226","1.24.4.5","1.24.4.5"
"193","846","0.00048","223062.386970327","8180629.08264455","1.24.6.74","1.24.6.74"
"194","860","0.000479","223078.041476538","8180511.79110951","1.24.6.9","1.24.6.9"
"195","281","0.000478","222148.48210196","8180515.84830121","1.24.4.75","1.24.4.75"
"196","829","0.000475","222976.401179277","8180518.95237866","1.24.6.58","1.24.6.58"
"197","262","0.000473","222049.252091585","8180472.05770458","1.24.4.49","1.24.4.49"
"198","595","0.000473","222582.785344643","8180954.97796621","1.24.5.449","1.24.5.449"
"199","798","0.000473","222913.808893926","8180606.09503219","1.24.6.120","1.24.6.120"
"200","844","0.000473","223048.608305341","8180642.7199637","1.24.6.72","1.24.6.72"
"201","810","0.000472","223100.627789205","8180563.09756024","1.24.6.3","1.24.6.3"
"202","360","0.00047","222644.061637497","8180695.64299836","1.24.5.172","1.24.5.172"
"203","723","0.00047","222859.223874899","8180769.18812275","1.24.5.563","1.24.5.563"
"204","525","0.000469","222486.500349645","8180897.09917813","1.24.5.376","1.24.5.376"
"205","688","0.000469","222443.482626959","8181031.11224594","1.24.5.530","1.24.5.530"
"206","221","0.000466","222395.778728152","8180540.85432037","1.24.4.126","1.24.4.126"
"207","266","0.000466","222099.800101027","8180475.62698764","1.24.4.61","1.24.4.61"
"208","781","0.000466","223108.848226439","8180578.40324854","1.24.6.1","1.24.6.1"
"209","785","0.000466","222964.447968841","8180605.07128933","1.24.6.102","1.24.6.102"
"210","795","0.000466","222906.517467744","8180597.76849841","1.24.6.119","1.24.6.119"
"211","374","0.000465","222708.8901732","8180616.5533571","1.24.5.186","1.24.5.186"
"212","485","0.000465","222422.675154536","8180665.96900965","1.24.5.338","1.24.5.338"
"213","282","0.000464","222148.864185872","8180505.16850839","1.24.4.76","1.24.4.76"
"214","265","0.000463","222099.864249315","8180469.72680475","1.24.4.60","1.24.4.60"
"215","784","0.000463","222976.167776038","8180617.90605732","1.24.6.101","1.24.6.101"
"216","745","0.000462","222866.147099838","8180802.97525779","1.24.5.583","1.24.5.583"
"217","862","0.000462","222939.025984686","8180533.74648474","1.24.6.91","1.24.6.91"
"218","228","0.000461","222389.627544638","8180569.04999843","1.24.4.132","1.24.4.132"
"219","657","0.000461","222562.358439836","8181093.85004761","1.24.5.509","1.24.5.509"
"220","652","0.00046","222503.074963627","8181059.06266855","1.24.5.504","1.24.5.504"
"221","339","0.000459","222610.110515899","8180740.92784008","1.24.5.151","1.24.5.151"
"222","741","0.000458","222763.278286401","8180668.48435892","1.24.5.58","1.24.5.58"
"223","832","0.000458","223109.950412976","8180534.43200021","1.24.6.5A","1.24.6.5A"
"224","618","0.000457","222551.840634671","8181001.03998078","1.24.5.471","1.24.5.471"
"225","356","0.000456","222662.541186538","8180661.47757744","1.24.5.168","1.24.5.168"
"226","426","0.000456","222416.335421759","8180627.41538185","1.24.5.277","1.24.5.277"
"227","576","0.000455","222641.846742833","8180891.82417","1.24.5.430","1.24.5.430"
"228","830","0.000455","222960.449572032","8180504.53853489","1.24.6.59","1.24.6.59"
"229","232","0.000454","222417.857531543","8180563.92922042","1.24.4.136","1.24.4.136"
"230","505","0.000454","222449.695880558","8180793.50361803","1.24.5.356","1.24.5.356"
"231","861","0.000453","222948.920194173","8180548.52116221","1.24.6.90","1.24.6.90"
"232","199","0.000452","222291.553718748","8180517.32591614","1.24.4.103","1.24.4.103"
"233","547","0.000452","222592.218215121","8180798.59398343","1.24.5.398","1.24.5.398"
"234","732","0.000452","222820.911528469","8180843.41500998","1.24.5.571","1.24.5.571"
"235","770","0.000452","222829.538999567","8180692.45564698","1.24.5.89","1.24.5.89"
"236","786","0.000452","222942.923600158","8180628.54973654","1.24.6.103","1.24.6.103"
"237","851","0.000452","223025.703388179","8180641.93688287","1.24.6.81","1.24.6.81"
"238","349","0.000451","222633.456787994","8180771.7744867","1.24.5.161","1.24.5.161"
"239","637","0.000451","222490.729051554","8181000.94510696","1.24.5.490","1.24.5.490"
"240","689","0.000451","222443.584939008","8181044.27977686","1.24.5.531","1.24.5.531"
"241","438","0.00045","222497.024039279","8180630.39092646","1.24.5.291","1.24.5.291"
"242","608","0.00045","222494.211188532","8180946.9075871","1.24.5.461","1.24.5.461"
"243","660","0.00045","222384.070836982","8180779.10227547","1.24.5.510A","1.24.5.510A"
"244","804","0.00045","223066.618369488","8180531.24774868","1.24.6.20","1.24.6.20"
"245","859","0.00045","222955.886598393","8180556.44265993","1.24.6.89","1.24.6.89"
"246","406","0.000449","222588.833702809","8180584.62568865","1.24.5.245","1.24.5.245"
"247","600","0.000449","222514.816126271","8180926.43514332","1.24.5.454","1.24.5.454"
"248","673","0.000449","222448.249731799","8180819.39558433","1.24.5.517","1.24.5.517"
"249","739","0.000449","222894.57770561","8180852.71029842","1.24.5.578","1.24.5.578"
"250","852","0.000449","223016.75049929","8180631.16736143","1.24.6.82","1.24.6.82"
"251","697","0.000448","222515.230991502","8181115.1635293","1.24.5.539","1.24.5.539"
"252","346","0.000447","222605.679501138","8180770.50542951","1.24.5.158","1.24.5.158"
"253","735","0.000447","222854.573393264","8180866.22378161","1.24.5.574","1.24.5.574"
"254","429","0.000446","222419.186475848","8180606.7968768","1.24.5.279A","1.24.5.279A"
"255","489","0.000446","222434.679349749","8180696.32692879","1.24.5.341","1.24.5.341"
"256","655","0.000446","222542.429617021","8181079.88538059","1.24.5.507","1.24.5.507"
"257","771","0.000446","222836.949074349","8180687.7028097","1.24.5.90","1.24.5.90"
"258","242","0.000445","222182.764081015","8180564.14281995","1.24.4.25","1.24.4.25"
"259","494","0.000445","222420.247915606","8180718.4786958","1.24.5.346","1.24.5.346"
"260","841","0.000445","222999.730701062","8180581.87111856","1.24.6.67","1.24.6.67"
"261","382","0.000444","222649.457191227","8180601.00198585","1.24.5.193","1.24.5.193"
"262","469","0.000444","222470.866180223","8180727.2656771","1.24.5.321","1.24.5.321"
"263","683","0.000444","222436.938535667","8180971.42586142","1.24.5.526","1.24.5.526"
"264","309","0.000443","222748.121330051","8180750.78395714","1.24.5.121","1.24.5.121"
"265","470","0.000443","222475.262298091","8180737.60707798","1.24.5.322","1.24.5.322"
"266","808","0.000443","223069.526997557","8180587.53411075","1.24.6.26","1.24.6.26"
"267","848","0.000443","222990.619002278","8180602.99179137","1.24.6.79","1.24.6.79"
"268","372","0.000442","222661.498930174","8180646.51851197","1.24.5.184","1.24.5.184"
"269","530","0.000442","222512.542137814","8180859.77095637","1.24.5.381","1.24.5.381"
"270","555","0.000442","222588.354867051","8180991.04890484","1.24.5.413","1.24.5.413"
"271","366","0.000441","222697.966587291","8180641.60387927","1.24.5.178","1.24.5.178"
"272","393","0.000441","222622.146562263","8180721.13263522","1.24.5.215","1.24.5.215"
"273","604","0.000441","222462.208293511","8180938.22254727","1.24.5.458","1.24.5.458"
"274","611","0.000441","222536.328484681","8180957.21514189","1.24.5.464","1.24.5.464"
"275","692","0.000441","222470.02747385","8181070.45684887","1.24.5.534","1.24.5.534"
"276","701","0.000441","222569.878869659","8181126.2165307","1.24.5.542","1.24.5.542"
"277","796","0.000441","223071.280157796","8180487.61999188","1.24.6.11A","1.24.6.11A"
"278","815","0.000441","223053.916432568","8180599.27544974","1.24.6.40","1.24.6.40"
"279","373","0.00044","222671.947549668","8180650.81289489","1.24.5.185","1.24.5.185"
"280","504","0.00044","222432.976180688","8180778.65649671","1.24.5.355","1.24.5.355"
"281","591","0.00044","222608.893093374","8180965.02888755","1.24.5.445","1.24.5.445"
"282","642","0.00044","222459.279433434","8180962.40677939","1.24.5.495","1.24.5.495"
"283","778","0.00044","222838.272044037","8180714.52719217","1.24.5.97","1.24.5.97"
"284","288","0.000439","222312.695107426","8180557.36769163","1.24.4.9","1.24.4.9"
"285","508","0.000439","222474.661339407","8180792.46228774","1.24.5.359","1.24.5.359"
"286","630","0.000439","222557.903288624","8181062.3755601","1.24.5.483","1.24.5.483"
"287","805","0.000439","223059.951763327","8180521.19520121","1.24.6.21","1.24.6.21"
"288","854","0.000439","223000.025198279","8180615.07711291","1.24.6.84","1.24.6.84"
"289","515","0.000438","222448.725502543","8180754.99020312","1.24.5.366","1.24.5.366"
"290","520","0.000438","222483.167128323","8180835.20062553","1.24.5.371","1.24.5.371"
"291","719","0.000438","222749.421810053","8180663.93368326","1.24.5.56","1.24.5.56"
"292","779","0.000438","222846.747765017","8180712.75788684","1.24.5.98","1.24.5.98"
"293","792","0.000438","223059.308796383","8180472.9040134","1.24.6.11","1.24.6.11"
"294","847","0.000438","223052.232982232","8180615.55709922","1.24.6.75","1.24.6.75"
"295","234","0.000437","222405.220986056","8180578.71699215","1.24.4.138","1.24.4.138"
"296","398","0.000436","222562.627892673","8180728.79302005","1.24.5.221","1.24.5.221"
"297","646","0.000436","222460.703350967","8181009.63076891","1.24.5.499","1.24.5.499"
"298","452","0.000435","222516.223908695","8180706.39808624","1.24.5.304","1.24.5.304"
"299","714","0.000435","222752.123883475","8180799.38412212","1.24.5.555","1.24.5.555"
"300","768","0.000435","222808.95041075","8180697.86879645","1.24.5.87","1.24.5.87"
"301","274","0.000434","222117.995870285","8180476.12903646","1.24.4.69","1.24.4.69"
"302","433","0.000434","222477.840067007","8180644.75025355","1.24.5.286","1.24.5.286"
"303","486","0.000434","222419.078575172","8180681.15088291","1.24.5.339","1.24.5.339"
"304","599","0.000434","222530.291638439","8180931.41313105","1.24.5.453","1.24.5.453"
"305","347","0.000433","222613.771531878","8180768.57736313","1.24.5.159","1.24.5.159"
"306","396","0.000433","222591.151049174","8180723.07115024","1.24.5.218","1.24.5.218"
"307","407","0.000433","222565.975368837","8180594.44433067","1.24.5.246","1.24.5.246"
"308","755","0.000433","222746.871625831","8180621.41258053","1.24.5.64","1.24.5.64"
"309","802","0.000433","223074.824230651","8180538.76762766","1.24.6.19","1.24.6.19"
"310","400","0.000432","222519.140414518","8180653.05202855","1.24.5.225","1.24.5.225"
"311","490","0.000432","222453.280337457","8180689.50441663","1.24.5.342","1.24.5.342"
"312","325","0.000431","222680.732053013","8180768.35175254","1.24.5.137","1.24.5.137"
"313","721","0.000431","222836.729781608","8180781.93508973","1.24.5.561","1.24.5.561"
"314","722","0.000431","222846.227355462","8180776.40177863","1.24.5.562","1.24.5.562"
"315","820","0.000431","223017.25223146","8180520.02211621","1.24.6.49","1.24.6.49"
"316","424","0.00043","222419.20009483","8180641.58401041","1.24.5.275","1.24.5.275"
"317","326","0.000429","222680.929727283","8180779.17736866","1.24.5.138","1.24.5.138"
"318","517","0.000429","222435.45460585","8180740.37562996","1.24.5.368","1.24.5.368"
"319","521","0.000429","222487.020061516","8180849.56241969","1.24.5.372","1.24.5.372"
"320","545","0.000429","222608.756662699","8180805.50901446","1.24.5.396","1.24.5.396"
"321","834","0.000429","222946.662099426","8180515.27889572","1.24.6.60","1.24.6.60"
"322","353","0.000428","222687.359278539","8180689.21816811","1.24.5.165","1.24.5.165"
"323","562","0.000428","222639.364285796","8180962.58636904","1.24.5.420","1.24.5.420"
"324","634","0.000428","222515.233352364","8181038.24698594","1.24.5.487","1.24.5.487"
"325","707","0.000428","222669.483058314","8180958.70861071","1.24.5.548","1.24.5.548"
"326","863","0.000428","222976.708213365","8180598.17812771","1.24.6.93","1.24.6.93"
"327","304","0.000427","222802.851159012","8180756.37619117","1.24.5.111","1.24.5.111"
"328","496","0.000427","222409.154332442","8180714.31099724","1.24.5.348","1.24.5.348"
"329","534","0.000427","222531.03139152","8180817.63512556","1.24.5.385","1.24.5.385"
"330","651","0.000427","222489.424420044","8181051.43943532","1.24.5.503","1.24.5.503"
"331","711","0.000427","222651.697029886","8180827.6012295","1.24.5.552","1.24.5.552"
