"","id","occult.prob","","","unicode","unicode"
"105","590","0.003929","222617.666123502","8180949.76617648","1.24.5.444","1.24.5.444"
"106","598","0.003866","222544.214369716","8180935.72669928","1.24.5.452","1.24.5.452"
"107","562","0.003847","222639.364285796","8180962.58636904","1.24.5.420","1.24.5.420"
"108","778","0.003821","222838.272044037","8180714.52719217","1.24.5.97","1.24.5.97"
"109","680","0.003663","222449.094204038","8180913.30294093","1.24.5.523","1.24.5.523"
"110","589","0.003571","222621.168556448","8180939.660207","1.24.5.443","1.24.5.443"
"111","706","0.002944","222662.226141123","8180973.24999028","1.24.5.547","1.24.5.547"
"112","563","0.002829","222642.106653961","8180954.58011215","1.24.5.421","1.24.5.421"
"113","600","0.002789","222514.816126271","8180926.43514332","1.24.5.454","1.24.5.454"
"114","599","0.002762","222530.291638439","8180931.41313105","1.24.5.453","1.24.5.453"
"115","601","0.002532","222500.667505148","8180923.56815469","1.24.5.455","1.24.5.455"
"116","603","0.002531","222471.541449429","8180914.71964198","1.24.5.457","1.24.5.457"
"117","602","0.002377","222486.183907469","8180920.65588258","1.24.5.456","1.24.5.456"
"118","679","0.00205","222453.20674924","8180902.46180149","1.24.5.522","1.24.5.522"
"119","564","0.001415","222646.747068745","8180947.98127797","1.24.5.422","1.24.5.422"
"120","865","0.001401","223002.050169711","8180648.59098493","1.24.6.97","1.24.6.97"
"121","415","0.00118","222502.191272232","8180602.66207664","1.24.5.263","1.24.5.263"
"122","811","0.001167","223090.596157827","8180578.29442981","1.24.6.37","1.24.6.37"
"123","269","0.00111","222096.406769234","8180508.80128132","1.24.4.64","1.24.4.64"
"124","810","0.00104","223100.627789205","8180563.09756024","1.24.6.3","1.24.6.3"
"125","416","0.00101","222492.965796674","8180600.23699381","1.24.5.264","1.24.5.264"
"126","588","0.000999","222621.319130586","8180923.01891063","1.24.5.442","1.24.5.442"
"127","254","0.000972","222082.304136941","8180532.53505058","1.24.4.41","1.24.4.41"
"128","280","0.000964","222145.049903593","8180523.30305104","1.24.4.74","1.24.4.74"
"129","405","0.00092","222548.396907511","8180655.79304192","1.24.5.232","1.24.5.232"
"130","801","0.000884","223053.698562756","8180556.58505575","1.24.6.18","1.24.6.18"
"131","807","0.000858","223065.726191004","8180581.5877452","1.24.6.25","1.24.6.25"
"132","808","0.000853","223069.526997557","8180587.53411075","1.24.6.26","1.24.6.26"
"133","388","0.000843","222896.120285605","8180732.43508803","1.24.5.2","1.24.5.2"
"134","251","0.000833","222096.091510099","8180526.41277005","1.24.4.39","1.24.4.39"
"135","333","0.00079","222784.252503593","8180769.52189449","1.24.5.145","1.24.5.145"
"136","574","0.000753","222794.704309077","8180569.6883025","1.24.5.42D","1.24.5.42D"
"137","867","0.000693","222988.710309868","8180634.33579708","1.24.6.99","1.24.6.99"
"138","575","0.000687","222798.35105631","8180594.54821105","1.24.5.43","1.24.5.43"
"139","814","0.00066","223095.80949073","8180555.7451369","1.24.6.4","1.24.6.4"
"140","243","0.000648","222173.809176878","8180562.20276439","1.24.4.26","1.24.4.26"
"141","204","0.000621","222309.534031913","8180534.6731597","1.24.4.108","1.24.4.108"
"142","277","0.000602","222130.894832825","8180490.3858432","1.24.4.71","1.24.4.71"
"143","305","0.000588","222788.225410068","8180742.39670875","1.24.5.112","1.24.5.112"
"144","852","0.000583","223016.75049929","8180631.16736143","1.24.6.82","1.24.6.82"
"145","791","0.000579","222977.188164982","8180659.67217688","1.24.6.108","1.24.6.108"
"146","840","0.000577","222989.948245302","8180571.54494826","1.24.6.66","1.24.6.66"
"147","803","0.000565","223104.183373977","8180573.75246632","1.24.6.2","1.24.6.2"
"148","239","0.00054","222240.724761705","8180557.46231498","1.24.4.16","1.24.4.16"
"149","236","0.000534","222262.204865422","8180547.71486594","1.24.4.14","1.24.4.14"
"150","417","0.000525","222486.341236777","8180594.49784268","1.24.5.265","1.24.5.265"
"151","443","0.000515","222515.113718535","8180605.79571996","1.24.5.296","1.24.5.296"
"152","856","0.000505","222977.099781525","8180578.80927892","1.24.6.86","1.24.6.86"
"153","244","5e-04","222162.555881837","8180560.98945726","1.24.4.27","1.24.4.27"
"154","854","0.000494","223000.025198279","8180615.07711291","1.24.6.84","1.24.6.84"
"155","647","0.000483","222933.6913429","8180722.56227759","1.24.5.5","1.24.5.5"
"156","296","0.000482","222806.710370192","8180737.19465875","1.24.5.103","1.24.5.103"
"157","707","0.000482","222669.483058314","8180958.70861071","1.24.5.548","1.24.5.548"
"158","729","0.000471","222811.257040429","8180780.87635829","1.24.5.569","1.24.5.569"
"159","769","0.000464","222821.874264698","8180694.48449899","1.24.5.88","1.24.5.88"
"160","290","0.000462","222269.539851952","8180514.06638559","1.24.4.98","1.24.4.98"
"161","289","0.00046","222269.790273492","8180502.48464231","1.24.4.97","1.24.4.97"
"162","825","0.000459","223004.531531802","8180554.24607355","1.24.6.54","1.24.6.54"
"163","281","0.00045","222148.48210196","8180515.84830121","1.24.4.75","1.24.4.75"
"164","573","0.000447","222840.669744466","8180560.28550087","1.24.5.42C","1.24.5.42C"
"165","819","0.000447","223057.037747675","8180591.20426578","1.24.6.44","1.24.6.44"
"166","297","0.000445","222816.733623318","8180747.66131065","1.24.5.104","1.24.5.104"
"167","727","0.000441","222840.501427143","8180761.16341066","1.24.5.567","1.24.5.567"
"168","241","0.000434","222185.164787266","8180549.80930524","1.24.4.24","1.24.4.24"
"169","291","0.00043","222265.58502417","8180529.92465552","1.24.4.99","1.24.4.99"
"170","773","0.000425","222859.648011963","8180683.22250547","1.24.5.92","1.24.5.92"
"171","726","0.000421","222854.445551695","8180756.47112959","1.24.5.566","1.24.5.566"
"172","225","0.000419","222271.451311856","8180545.59691978","1.24.4.13","1.24.4.13"
"173","202","0.000416","222305.356327022","8180516.49567287","1.24.4.106","1.24.4.106"
"174","722","0.000415","222846.227355462","8180776.40177863","1.24.5.562","1.24.5.562"
"175","842","0.000415","223086.916300656","8180532.64960515","1.24.6.7","1.24.6.7"
"176","789","0.000414","222961.27178735","8180646.66843709","1.24.6.106","1.24.6.106"
"177","804","0.000413","223066.618369488","8180531.24774868","1.24.6.20","1.24.6.20"
"178","214","0.000399","222280.995967932","8180547.88003954","1.24.4.12","1.24.4.12"
"179","288","0.000395","222312.695107426","8180557.36769163","1.24.4.9","1.24.4.9"
"180","211","0.000393","222357.011705249","8180527.6150999","1.24.4.117","1.24.4.117"
"181","759","0.000393","222955.098852286","8180708.45367249","1.24.5.7","1.24.5.7"
"182","851","0.000389","223025.703388179","8180641.93688287","1.24.6.81","1.24.6.81"
"183","844","0.000388","223048.608305341","8180642.7199637","1.24.6.72","1.24.6.72"
"184","205","0.000386","222317.135543632","8180538.47934259","1.24.4.109","1.24.4.109"
"185","785","0.000386","222964.447968841","8180605.07128933","1.24.6.102","1.24.6.102"
"186","817","0.000386","223078.492924109","8180626.13210008","1.24.6.42","1.24.6.42"
"187","389","0.000385","222899.925149409","8180684.23965232","1.24.5.20","1.24.5.20"
"188","855","0.000383","222985.244411229","8180585.7703134","1.24.6.85","1.24.6.85"
"189","733","0.000382","222833.682085262","8180851.48740026","1.24.5.572","1.24.5.572"
"190","253","0.000381","222082.271189298","8180522.63612497","1.24.4.40","1.24.4.40"
"191","242","0.00038","222182.764081015","8180564.14281995","1.24.4.25","1.24.4.25"
"192","818","0.000379","223072.056044918","8180610.65990969","1.24.6.43","1.24.6.43"
"193","249","0.000378","222111.812354314","8180547.18381673","1.24.4.37","1.24.4.37"
"194","850","0.000378","223035.995773231","8180653.83643888","1.24.6.80","1.24.6.80"
"195","721","0.000377","222836.729781608","8180781.93508973","1.24.5.561","1.24.5.561"
"196","207","0.000376","222326.118783285","8180542.9532893","1.24.4.110","1.24.4.110"
"197","823","0.000369","223018.544203857","8180572.19840518","1.24.6.52","1.24.6.52"
"198","261","0.000368","222049.098864508","8180482.38831463","1.24.4.48","1.24.4.48"
"199","747","0.000368","222856.407719975","8180786.70321402","1.24.5.585","1.24.5.585"
"200","260","0.000367","222049.406360228","8180489.88452775","1.24.4.47","1.24.4.47"
"201","272","0.000366","222116.52766535","8180494.81199122","1.24.4.67","1.24.4.67"
"202","571","0.000365","222645.031238391","8180900.40812743","1.24.5.429","1.24.5.429"
"203","264","0.000361","222331.857908012","8180570.26864791","1.24.4.6","1.24.4.6"
"204","815","0.000361","223053.916432568","8180599.27544974","1.24.6.40","1.24.6.40"
"205","549","0.00036","222923.366350555","8180726.12170953","1.24.5.4","1.24.5.4"
"206","716","0.00036","222777.42114358","8180812.53938657","1.24.5.557","1.24.5.557"
"207","248","0.000357","222113.102394621","8180539.19435335","1.24.4.36","1.24.4.36"
"208","737","0.000357","222879.279877227","8180870.79171862","1.24.5.576","1.24.5.576"
"209","830","0.000351","222960.449572032","8180504.53853489","1.24.6.59","1.24.6.59"
"210","783","0.00035","222983.138931714","8180626.79319437","1.24.6.100","1.24.6.100"
"211","847","0.00035","223052.232982232","8180615.55709922","1.24.6.75","1.24.6.75"
"212","731","0.000347","222808.597738097","8180835.80801348","1.24.5.570","1.24.5.570"
"213","282","0.000342","222148.864185872","8180505.16850839","1.24.4.76","1.24.4.76"
"214","299","0.000342","222843.906773465","8180734.04091118","1.24.5.106","1.24.5.106"
"215","303","0.000342","222880.307754086","8180723.91399516","1.24.5.110","1.24.5.110"
"216","821","0.000339","223109.608594988","8180537.08853381","1.24.6.5","1.24.6.5"
"217","836","0.000338","222963.525838646","8180534.73062503","1.24.6.62","1.24.6.62"
"218","728","0.000337","222825.96542832","8180769.84113144","1.24.5.568","1.24.5.568"
"219","283","0.000336","222149.910557008","8180494.18831227","1.24.4.77","1.24.4.77"
"220","567","0.000336","222650.743376015","8180926.03981852","1.24.5.425","1.24.5.425"
"221","749","0.000331","222943.230195059","8180717.13908704","1.24.5.6","1.24.5.6"
"222","298","0.00033","222831.743664784","8180740.93304745","1.24.5.105","1.24.5.105"
"223","276","0.000329","222131.296322593","8180477.86590218","1.24.4.70","1.24.4.70"
"224","792","0.000327","223059.308796383","8180472.9040134","1.24.6.11","1.24.6.11"
"225","849","0.000325","223081.881974833","8180523.31007108","1.24.6.8","1.24.6.8"
"226","208","0.000324","222325.836096277","8180512.98401424","1.24.4.111","1.24.4.111"
"227","378","0.000324","222892.624111749","8180684.99200951","1.24.5.19","1.24.5.19"
"228","861","0.000322","222948.920194173","8180548.52116221","1.24.6.90","1.24.6.90"
"229","857","0.000321","222969.43236727","8180568.38509065","1.24.6.87","1.24.6.87"
"230","257","0.000319","222029.91947343","8180502.6007285","1.24.4.44","1.24.4.44"
"231","839","0.000319","222983.483750949","8180561.14947817","1.24.6.65","1.24.6.65"
"232","718","0.000318","222813.045047551","8180798.77385884","1.24.5.559","1.24.5.559"
"233","776","0.000317","222819.331430807","8180716.34826947","1.24.5.95","1.24.5.95"
"234","739","0.000316","222894.57770561","8180852.71029842","1.24.5.578","1.24.5.578"
"235","293","0.000311","222878.283246485","8180709.45506136","1.24.5.100","1.24.5.100"
"236","797","0.00031","223016.424237069","8180490.41918219","1.24.6.12","1.24.6.12"
"237","295","0.000308","222799.351182665","8180729.56705533","1.24.5.102","1.24.5.102"
"238","566","0.000308","222650.480078192","8180932.89858592","1.24.5.424","1.24.5.424"
"239","197","0.000306","222281.624008748","8180526.79112566","1.24.4.101","1.24.4.101"
"240","799","0.000305","222921.750762717","8180611.95058889","1.24.6.121","1.24.6.121"
"241","786","0.000304","222942.923600158","8180628.54973654","1.24.6.103","1.24.6.103"
"242","771","0.000303","222836.949074349","8180687.7028097","1.24.5.90","1.24.5.90"
"243","734","0.000302","222842.969228868","8180861.61127864","1.24.5.573","1.24.5.573"
"244","826","0.000302","222999.606260798","8180544.65433512","1.24.6.55","1.24.6.55"
"245","772","0.000301","222846.669631949","8180685.69368211","1.24.5.91","1.24.5.91"
"246","720","0.000296","222829.052377602","8180785.69897644","1.24.5.560","1.24.5.560"
"247","777","0.000296","222831.587269303","8180716.30507509","1.24.5.96","1.24.5.96"
"248","774","0.000295","222875.62313977","8180684.31329232","1.24.5.93","1.24.5.93"
"249","787","0.000291","222948.678571878","8180634.44146015","1.24.6.104","1.24.6.104"
"250","200","0.00029","222291.467310494","8180506.2580782","1.24.4.104","1.24.4.104"
"251","824","0.000288","223012.516520605","8180562.57260502","1.24.6.53","1.24.6.53"
"252","301","0.000286","222864.450739","8180730.19181252","1.24.5.108","1.24.5.108"
"253","717","0.000286","222790.949135407","8180824.04318413","1.24.5.558","1.24.5.558"
"254","247","0.000283","222115.105373713","8180530.86081984","1.24.4.35","1.24.4.35"
"255","265","0.000283","222099.864249315","8180469.72680475","1.24.4.60","1.24.4.60"
"256","768","0.000282","222808.95041075","8180697.86879645","1.24.5.87","1.24.5.87"
"257","250","0.000281","222095.437342198","8180537.72246355","1.24.4.38","1.24.4.38"
"258","740","0.000278","222891.464194642","8180841.25156171","1.24.5.579","1.24.5.579"
"259","713","0.000276","222767.761276759","8180795.65485088","1.24.5.554","1.24.5.554"
"260","256","0.000275","222061.641717643","8180524.56989182","1.24.4.43","1.24.4.43"
"261","841","0.000275","222999.730701062","8180581.87111856","1.24.6.67","1.24.6.67"
"262","860","0.000272","223078.041476538","8180511.79110951","1.24.6.9","1.24.6.9"
"263","775","0.000271","222816.237302272","8180710.38102184","1.24.5.94","1.24.5.94"
"264","782","0.000271","223072.883478063","8180500.42910789","1.24.6.10","1.24.6.10"
"265","796","0.000271","223071.280157796","8180487.61999188","1.24.6.11A","1.24.6.11A"
"266","287","0.00027","222191.124366662","8180533.54274474","1.24.4.83","1.24.4.83"
"267","846","0.00027","223062.386970327","8180629.08264455","1.24.6.74","1.24.6.74"
"268","212","0.000269","222352.795827333","8180532.36011262","1.24.4.118","1.24.4.118"
"269","708","0.000269","222674.435321372","8180940.13464051","1.24.5.549","1.24.5.549"
"270","816","0.000268","223058.574270806","8180605.05673824","1.24.6.41","1.24.6.41"
"271","853","0.000267","223007.92763703","8180623.00948127","1.24.6.83","1.24.6.83"
"272","848","0.000266","222990.619002278","8180602.99179137","1.24.6.79","1.24.6.79"
"273","201","0.000265","222306.745800374","8180504.83888028","1.24.4.105","1.24.4.105"
"274","402","0.000265","222530.073585129","8180668.70953497","1.24.5.227","1.24.5.227"
"275","779","0.000265","222846.747765017","8180712.75788684","1.24.5.98","1.24.5.98"
"276","196","0.000264","222274.199916746","8180526.97362361","1.24.4.100","1.24.4.100"
"277","829","0.000263","222976.401179277","8180518.95237866","1.24.6.58","1.24.6.58"
"278","862","0.000263","222939.025984686","8180533.74648474","1.24.6.91","1.24.6.91"
"279","863","0.000262","222976.708213365","8180598.17812771","1.24.6.93","1.24.6.93"
"280","410","0.00026","222538.33571369","8180598.78446154","1.24.5.249","1.24.5.249"
"281","606","0.00026","222804.247998155","8180629.09957498","1.24.5.46","1.24.5.46"
"282","770","0.00026","222829.538999567","8180692.45564698","1.24.5.89","1.24.5.89"
"283","294","0.000259","222794.512022335","8180723.1776675","1.24.5.101","1.24.5.101"
"284","813","0.000259","223047.065127135","8180592.12506231","1.24.6.39","1.24.6.39"
"285","568","0.000255","222650.803673999","8180920.01005307","1.24.5.426","1.24.5.426"
"286","209","0.000253","222339.877856268","8180505.68554788","1.24.4.111B","1.24.4.111B"
"287","780","0.000253","222860.093465846","8180710.81075829","1.24.5.99","1.24.5.99"
"288","198","0.000248","222290.479867892","8180529.36879781","1.24.4.102","1.24.4.102"
"289","332","0.000247","222767.970857031","8180769.74373552","1.24.5.144","1.24.5.144"
"290","206","0.000246","222296.040419638","8180550.78641614","1.24.4.11","1.24.4.11"
"291","735","0.000246","222854.573393264","8180866.22378161","1.24.5.574","1.24.5.574"
"292","238","0.000245","222250.535797474","8180554.15460419","1.24.4.15","1.24.4.15"
"293","569","0.000244","222650.24292689","8180914.90801295","1.24.5.427","1.24.5.427"
"294","736","0.000243","222867.159032403","8180870.30184411","1.24.5.575","1.24.5.575"
"295","820","0.000243","223017.25223146","8180520.02211621","1.24.6.49","1.24.6.49"
"296","835","0.000243","222958.424159318","8180527.64693187","1.24.6.61","1.24.6.61"
"297","267","0.00024","222100.056897169","8180483.1613019","1.24.4.62","1.24.4.62"
"298","833","0.00024","223102.582650009","8180515.2172889","1.24.6.6","1.24.6.6"
"299","444","0.000239","222522.33851013","8180613.22682653","1.24.5.297","1.24.5.297"
"300","763","0.000239","222967.105228075","8180702.52838122","1.24.5.8","1.24.5.8"
"301","302","0.000238","222879.066354913","8180730.8000728","1.24.5.109","1.24.5.109"
"302","403","0.000238","222534.707552007","8180680.08601262","1.24.5.228","1.24.5.228"
"303","784","0.000237","222976.167776038","8180617.90605732","1.24.6.101","1.24.6.101"
"304","812","0.000237","223049.681058891","8180578.0456672","1.24.6.38","1.24.6.38"
"305","781","0.000236","223108.848226439","8180578.40324854","1.24.6.1","1.24.6.1"
"306","822","0.000236","222982.849996648","8180491.40161973","1.24.6.50","1.24.6.50"
"307","805","0.000235","223059.951763327","8180521.19520121","1.24.6.21","1.24.6.21"
"308","199","0.000233","222291.553718748","8180517.32591614","1.24.4.103","1.24.4.103"
"309","788","0.000233","222954.900679826","8180638.98933504","1.24.6.105","1.24.6.105"
"310","279","0.000229","222128.54327455","8180519.00687043","1.24.4.73","1.24.4.73"
"311","827","0.000229","222989.944287266","8180535.85117988","1.24.6.56","1.24.6.56"
"312","793","0.000228","222949.588634196","8180590.89292098","1.24.6.113","1.24.6.113"
"313","412","0.000226","222539.48605614","8180588.09684317","1.24.5.251","1.24.5.251"
"314","284","0.000222","222150.168873983","8180486.89981205","1.24.4.78","1.24.4.78"
"315","565","0.000222","222649.304715418","8180940.04573377","1.24.5.423","1.24.5.423"
"316","742","0.000222","222885.014078007","8180828.98043446","1.24.5.580","1.24.5.580"
"317","570","0.000221","222645.658445614","8180906.49322616","1.24.5.428","1.24.5.428"
"318","843","0.00022","223035.763105128","8180628.05590131","1.24.6.71","1.24.6.71"
"319","418","0.000219","222475.39740344","8180589.1594247","1.24.5.266","1.24.5.266"
"320","723","0.000219","222859.223874899","8180769.18812275","1.24.5.563","1.24.5.563"
"321","724","0.000219","222868.162907752","8180765.04177032","1.24.5.564","1.24.5.564"
"322","832","0.000219","223109.950412976","8180534.43200021","1.24.6.5A","1.24.6.5A"
"323","203","0.000218","222303.323782396","8180528.54837697","1.24.4.107","1.24.4.107"
"324","834","0.000217","222946.662099426","8180515.27889572","1.24.6.60","1.24.6.60"
"325","195","0.000216","222304.504506012","8180553.58161915","1.24.4.10","1.24.4.10"
"326","300","0.000215","222853.325478794","8180733.32126929","1.24.5.107","1.24.5.107"
"327","858","0.000215","222962.132810949","8180562.85891387","1.24.6.88","1.24.6.88"
"328","838","0.000212","222975.441768343","8180550.76810344","1.24.6.64","1.24.6.64"
"329","258","0.000211","222038.448983604","8180504.29508345","1.24.4.45","1.24.4.45"
"330","278","0.000211","222128.70341335","8180505.56030472","1.24.4.72","1.24.4.72"
"331","744","0.000209","222871.6448622","8180810.2600433","1.24.5.582","1.24.5.582"
"332","798","0.000208","222913.808893926","8180606.09503219","1.24.6.120","1.24.6.120"
