"","T","ChosenArm","Reward","CumulativeReward"
"1",1,2,0,0
"2",2,2,0,0
"3",3,1,0.429805960505625,0.429805960505625
"4",4,1,1.78748457067275,2.21729053117838
"5",5,1,-1.25470903884576,0.962581492332611
"6",6,3,0,0.962581492332611
"7",7,2,0,0.962581492332611
"8",8,2,0,0.962581492332611
"9",9,1,0,0.962581492332611
"10",10,2,3.83906966139625,4.80165115372887
"11",11,2,0,4.80165115372887
"12",12,2,0,4.80165115372887
"13",13,1,0.351368695641365,5.15301984937023
"14",14,3,3.98817745655787,9.1411973059281
"15",15,2,0.721920281503253,9.86311758743136
"16",16,3,2.56011217000276,12.4232297574341
"17",17,3,0,12.4232297574341
"18",18,3,0,12.4232297574341
"19",19,1,1.15610392543229,13.5793336828664
"20",20,2,0,13.5793336828664
"21",21,2,0,13.5793336828664
"22",22,3,0,13.5793336828664
"23",23,3,2.09282153861452,15.6721552214809
"24",24,1,0,15.6721552214809
"25",25,3,0,15.6721552214809
"26",26,1,0.641447698077036,16.313602919558
"27",27,2,0,16.313602919558
"28",28,3,0,16.313602919558
"29",29,1,1.34699135629575,17.6605942758537
"30",30,3,2.22207635900915,19.8826706348629
"31",31,2,2.98542773500365,22.8680983698665
"32",32,2,0,22.8680983698665
"33",33,3,1.48996319520859,24.3580615650751
"34",34,1,1.25946813082464,25.6175296958997
"35",35,2,2.12140657174982,27.7389362676496
"36",36,2,1.43652634929378,29.1754626169434
"37",37,2,1.99774170524064,31.173204322184
"38",38,3,0,31.173204322184
"39",39,1,0,31.173204322184
"40",40,3,0,31.173204322184
"41",41,2,2.9719184048845,34.1451227270685
"42",42,1,0,34.1451227270685
"43",43,2,-0.0233199910721882,34.1218027359963
"44",44,2,0,34.1218027359963
"45",45,1,1.30703755555271,35.428840291549
"46",46,2,1.43987750778381,36.8687177993328
"47",47,1,1.75364252595178,38.6223603252846
"48",48,2,2.91742931500796,41.5397896402926
"49",49,2,1.54326453974426,43.0830541800368
"50",50,1,0,43.0830541800368
"51",51,1,0,43.0830541800368
"52",52,2,0,43.0830541800368
"53",53,3,2.83451997510109,45.9175741551379
"54",54,1,0,45.9175741551379
"55",55,1,1.82246821615977,47.7400423712977
"56",56,2,0,47.7400423712977
"57",57,2,0,47.7400423712977
"58",58,3,0,47.7400423712977
"59",59,2,0,47.7400423712977
"60",60,2,2.0988039045338,49.8388462758315
"61",61,1,0,49.8388462758315
"62",62,2,2.28150529705127,52.1203515728828
"63",63,3,0,52.1203515728828
"64",64,1,0.119331090769748,52.2396826636525
"65",65,3,0,52.2396826636525
"66",66,3,2.5322431017427,54.7719257653952
"67",67,2,0,54.7719257653952
"68",68,2,1.12642551387683,55.898351279272
"69",69,1,2.27714540986758,58.1754966891396
"70",70,1,1.41600586526567,59.5915025544053
"71",71,1,2.03983306116472,61.63133561557
"72",72,3,0,61.63133561557
"73",73,2,3.26002029573635,64.8913559113064
"74",74,3,0,64.8913559113064
"75",75,1,0.463775479498188,65.3551313908045
"76",76,2,3.61121795936345,68.966349350168
"77",77,2,0,68.966349350168
"78",78,2,0,68.966349350168
"79",79,1,0,68.966349350168
"80",80,2,-0.148905284874989,68.817444065293
"81",81,3,0,68.817444065293
"82",82,3,0,68.817444065293
"83",83,3,2.40741766854424,71.2248617338373
"84",84,2,0,71.2248617338373
"85",85,2,0,71.2248617338373
"86",86,2,0,71.2248617338373
"87",87,3,4.11445904220889,75.3393207760462
"88",88,2,2.45103731346124,77.7903580895074
"89",89,1,0.805288351119736,78.5956464406271
"90",90,2,2.58340841175482,81.1790548523819
"91",91,2,0,81.1790548523819
"92",92,3,0,81.1790548523819
"93",93,2,0,81.1790548523819
"94",94,2,1.96974494436073,83.1487997967427
"95",95,3,0,83.1487997967427
"96",96,2,3.74149281431887,86.8902926110615
"97",97,2,1.84750717529821,88.7377997863598
"98",98,2,0,88.7377997863598
"99",99,3,4.55533871208247,93.2931384984422
"100",100,3,0,93.2931384984422
