"","T","ChosenArm","Reward","CumulativeReward"
"1",1,3,0,0
"2",2,3,2.73633861635251,2.73633861635251
"3",3,3,1.76599093637502,4.50232955272753
"4",4,3,0,4.50232955272753
"5",5,3,0,4.50232955272753
"6",6,1,2.30044811052634,6.80277766325387
"7",7,1,-0.246942358330622,6.55583530492325
"8",8,2,1.03139564231718,7.58723094724044
"9",9,3,3.65122678446373,11.2384577317042
"10",10,3,3.93986556577404,15.1783232974782
"11",11,3,2.69932525683146,17.8776485543097
"12",12,3,0,17.8776485543097
"13",13,3,0,17.8776485543097
"14",14,3,3.32564144532322,21.2032899996329
"15",15,3,2.58609018207117,23.7893801817041
"16",16,3,2.8479793575214,26.6373595392254
"17",17,3,0,26.6373595392254
"18",18,3,1.14849008873914,27.7858496279646
"19",19,3,3.46399330127759,31.2498429292422
"20",20,3,0,31.2498429292422
"21",21,3,2.70768079245116,33.9575237216933
"22",22,3,1.43892196380639,35.3964456854997
"23",23,3,3.51427684638732,38.910722531887
"24",24,3,3.81769766204206,42.7284201939291
"25",25,3,2.15467613558976,44.8830963295189
"26",26,3,0,44.8830963295189
"27",27,3,0,44.8830963295189
"28",28,2,1.27275958177514,46.155855911294
"29",29,3,4.00965989293302,50.165515804227
"30",30,3,3.56824707155683,53.7337628757839
"31",31,3,0,53.7337628757839
"32",32,3,2.60834278862319,56.3421056644071
"33",33,3,0,56.3421056644071
"34",34,2,-0.834741495513958,55.5073641688931
"35",35,3,0,55.5073641688931
"36",36,3,0,55.5073641688931
"37",37,1,1.56359889940409,57.0709630682972
"38",38,1,1.15855675720718,58.2295198255044
"39",39,3,0,58.2295198255044
"40",40,1,-0.247022451607632,57.9824973738967
"41",41,3,3.57066504589889,61.5531624197956
"42",42,3,2.72239814467863,64.2755605644742
"43",43,3,1.60751362914828,65.8830741936225
"44",44,3,4.14816688661476,70.0312410802373
"45",45,3,0,70.0312410802373
"46",46,3,1.20209937824718,71.2333404584845
"47",47,3,0,71.2333404584845
"48",48,3,1.95785944478204,73.1911999032665
"49",49,3,3.63502226390168,76.8262221671682
"50",50,3,3.60557946676839,80.4318016339366
"51",51,3,3.76360171106516,84.1954033450018
"52",52,3,0,84.1954033450018
"53",53,3,0,84.1954033450018
"54",54,3,3.41223591057358,87.6076392555753
"55",55,3,4.10513969478885,91.7127789503642
"56",56,3,2.67148239435433,94.3842613447185
"57",57,3,4.12947772068576,98.5137390654043
"58",58,3,0,98.5137390654043
"59",59,3,0,98.5137390654043
"60",60,3,2.81094343843893,101.324682503843
"61",61,3,0,101.324682503843
"62",62,3,3.18418179592598,104.508864299769
"63",63,3,3.42549860213956,107.934362901909
"64",64,3,1.58590112358373,109.520264025492
"65",65,3,4.09262902367256,113.612893049165
"66",66,3,0,113.612893049165
"67",67,3,0,113.612893049165
"68",68,3,0,113.612893049165
"69",69,3,0,113.612893049165
"70",70,3,0,113.612893049165
"71",71,3,0,113.612893049165
"72",72,3,0,113.612893049165
"73",73,3,0,113.612893049165
"74",74,3,1.16186107879286,114.774754127958
"75",75,3,0,114.774754127958
"76",76,3,0,114.774754127958
"77",77,3,2.496258554267,117.271012682225
"78",78,3,0,117.271012682225
"79",79,1,0,117.271012682225
"80",80,3,0,117.271012682225
"81",81,3,0,117.271012682225
"82",82,3,0,117.271012682225
"83",83,3,3.38745457620863,120.658467258434
"84",84,3,0,120.658467258434
"85",85,3,2.51106854719556,123.169535805629
"86",86,3,1.78221668635949,124.951752491989
"87",87,3,0,124.951752491989
"88",88,3,0,124.951752491989
"89",89,2,0,124.951752491989
"90",90,3,3.67576069032947,128.627513182318
"91",91,3,1.8325179491907,130.460031131509
"92",92,3,0,130.460031131509
"93",93,3,2.62894111882929,133.088972250338
"94",94,3,2.97338045722788,136.062352707566
"95",95,3,3.21885624091883,139.281208948485
"96",96,3,0,139.281208948485
"97",97,3,0,139.281208948485
"98",98,3,0,139.281208948485
"99",99,3,0,139.281208948485
"100",100,3,0,139.281208948485
