"","times","ChosenArm","Reward","CumulativeReward","pA","wins.by.A.timeline"
"1",1,1,0,0,0.5,0
"2",2,1,0,0,0.5,0
"3",3,1,0,0,0.5,0
"4",4,2,0,0,0.5,-1
"5",5,2,0,0,0.5,-1
"6",6,1,0,0,0.5,0
"7",7,1,0,0,0.5,0
"8",8,1,0,0,0.5,0
"9",9,2,0,0,0.5,-1
"10",10,2,0,0,0.5,-1
"11",11,1,1,1,0.5,0
"12",12,1,0,1,0.52497918747894,1
"13",13,2,1,2,0.52497918747894,-1
"14",14,1,0,2,0.5,0
"15",15,1,0,2,0.5,0
"16",16,1,1,3,0.5,0
"17",17,1,0,3,0.52497918747894,1
"18",18,2,0,3,0.52497918747894,-1
"19",19,1,0,3,0.52497918747894,0
"20",20,1,0,3,0.52497918747894,0
"21",21,2,0,3,0.52497918747894,-1
"22",22,2,0,3,0.52497918747894,-1
"23",23,2,0,3,0.52497918747894,-1
"24",24,1,0,3,0.52497918747894,0
"25",25,2,0,3,0.52497918747894,-1
"26",26,2,1,4,0.52497918747894,-1
"27",27,2,0,4,0.5,-1
"28",28,2,0,4,0.5,-1
"29",29,1,0,4,0.5,0
"30",30,1,0,4,0.5,0
"31",31,2,0,4,0.5,-1
"32",32,1,0,4,0.5,0
"33",33,1,0,4,0.5,0
"34",34,1,0,4,0.5,0
"35",35,2,0,4,0.5,-1
"36",36,2,0,4,0.5,-1
"37",37,2,0,4,0.5,-1
"38",38,2,0,4,0.5,-1
"39",39,2,0,4,0.5,-1
"40",40,2,0,4,0.5,-1
"41",41,1,0,4,0.5,0
"42",42,2,0,4,0.5,-1
"43",43,1,0,4,0.5,0
"44",44,2,0,4,0.5,-1
"45",45,2,0,4,0.5,-1
"46",46,1,0,4,0.5,0
"47",47,1,0,4,0.5,0
"48",48,1,0,4,0.5,0
"49",49,2,0,4,0.5,-1
"50",50,2,0,4,0.5,-1
"51",51,2,0,4,0.5,-1
"52",52,1,0,4,0.5,0
"53",53,1,0,4,0.5,0
"54",54,1,0,4,0.5,0
"55",55,1,1,5,0.5,0
"56",56,1,0,5,0.52497918747894,1
"57",57,1,0,5,0.52497918747894,0
"58",58,2,0,5,0.52497918747894,-1
"59",59,1,0,5,0.52497918747894,0
"60",60,1,0,5,0.52497918747894,0
"61",61,2,0,5,0.52497918747894,-1
"62",62,2,0,5,0.52497918747894,-1
"63",63,2,0,5,0.52497918747894,-1
"64",64,1,0,5,0.52497918747894,0
"65",65,1,0,5,0.52497918747894,0
"66",66,2,0,5,0.52497918747894,-1
"67",67,1,0,5,0.52497918747894,0
"68",68,1,0,5,0.52497918747894,0
"69",69,1,0,5,0.52497918747894,0
"70",70,2,0,5,0.52497918747894,-1
"71",71,2,0,5,0.52497918747894,-1
"72",72,2,0,5,0.52497918747894,-1
"73",73,1,0,5,0.52497918747894,0
"74",74,1,0,5,0.52497918747894,0
"75",75,2,0,5,0.52497918747894,-1
"76",76,2,0,5,0.52497918747894,-1
"77",77,2,0,5,0.52497918747894,-1
"78",78,1,0,5,0.52497918747894,0
"79",79,2,0,5,0.52497918747894,-1
"80",80,2,0,5,0.52497918747894,-1
"81",81,1,0,5,0.52497918747894,0
"82",82,2,0,5,0.52497918747894,-1
"83",83,2,0,5,0.52497918747894,-1
"84",84,1,0,5,0.52497918747894,0
"85",85,1,0,5,0.52497918747894,0
"86",86,1,0,5,0.52497918747894,0
"87",87,2,0,5,0.52497918747894,-1
"88",88,2,0,5,0.52497918747894,-1
"89",89,2,0,5,0.52497918747894,-1
"90",90,1,0,5,0.52497918747894,0
"91",91,2,1,6,0.52497918747894,-1
"92",92,1,0,6,0.5,0
"93",93,2,0,6,0.5,-1
"94",94,1,0,6,0.5,0
"95",95,2,0,6,0.5,-1
"96",96,2,0,6,0.5,-1
"97",97,1,0,6,0.5,0
"98",98,2,0,6,0.5,-1
"99",99,2,0,6,0.5,-1
"100",100,2,0,6,0.5,-1
"101",101,1,0,6,0.5,0
"102",102,2,0,6,0.5,-1
"103",103,2,0,6,0.5,-1
