"","times","ChosenArm","Reward","CumulativeReward","pA","wins.by.A.timeline"
"1",1,2,0,0,0.5,-1
"2",2,2,0,0,0.5,-1
"3",3,1,1,1,0.5,0
"4",4,1,0,1,0.52497918747894,1
"5",5,1,0,1,0.52497918747894,0
"6",6,2,0,1,0.52497918747894,-1
"7",7,1,0,1,0.52497918747894,0
"8",8,2,0,1,0.52497918747894,-1
"9",9,1,0,1,0.52497918747894,0
"10",10,1,0,1,0.52497918747894,0
"11",11,2,0,1,0.52497918747894,-1
"12",12,2,0,1,0.52497918747894,-1
"13",13,1,0,1,0.52497918747894,0
"14",14,1,0,1,0.52497918747894,0
"15",15,2,0,1,0.52497918747894,-1
"16",16,1,0,1,0.52497918747894,0
"17",17,1,0,1,0.52497918747894,0
"18",18,2,0,1,0.52497918747894,-1
"19",19,1,0,1,0.52497918747894,0
"20",20,2,0,1,0.52497918747894,-1
"21",21,2,0,1,0.52497918747894,-1
"22",22,2,0,1,0.52497918747894,-1
"23",23,2,0,1,0.52497918747894,-1
"24",24,2,0,1,0.52497918747894,-1
"25",25,1,0,1,0.52497918747894,0
"26",26,2,0,1,0.52497918747894,-1
"27",27,2,0,1,0.52497918747894,-1
"28",28,2,0,1,0.52497918747894,-1
"29",29,2,0,1,0.52497918747894,-1
"30",30,1,0,1,0.52497918747894,0
"31",31,1,0,1,0.52497918747894,0
"32",32,1,0,1,0.52497918747894,0
"33",33,2,0,1,0.52497918747894,-1
"34",34,1,0,1,0.52497918747894,0
"35",35,1,0,1,0.52497918747894,0
"36",36,2,0,1,0.52497918747894,-1
"37",37,2,0,1,0.52497918747894,-1
"38",38,1,0,1,0.52497918747894,0
"39",39,1,0,1,0.52497918747894,0
"40",40,1,0,1,0.52497918747894,0
"41",41,2,0,1,0.52497918747894,-1
"42",42,2,0,1,0.52497918747894,-1
"43",43,1,0,1,0.52497918747894,0
"44",44,2,0,1,0.52497918747894,-1
"45",45,2,0,1,0.52497918747894,-1
"46",46,1,0,1,0.52497918747894,0
"47",47,1,0,1,0.52497918747894,0
"48",48,1,0,1,0.52497918747894,0
"49",49,1,0,1,0.52497918747894,0
"50",50,2,0,1,0.52497918747894,-1
"51",51,1,0,1,0.52497918747894,0
"52",52,1,0,1,0.52497918747894,0
"53",53,1,0,1,0.52497918747894,0
"54",54,2,0,1,0.52497918747894,-1
"55",55,2,0,1,0.52497918747894,-1
"56",56,1,0,1,0.52497918747894,0
"57",57,2,0,1,0.52497918747894,-1
"58",58,1,0,1,0.52497918747894,0
"59",59,1,0,1,0.52497918747894,0
"60",60,1,0,1,0.52497918747894,0
"61",61,2,0,1,0.52497918747894,-1
