"","times","ChosenArm","Reward","CumulativeReward","pA","wins.by.A.timeline"
"1",1,1,0,0,0.5,0
"2",2,2,0,0,0.5,-1
"3",3,2,0,0,0.5,-1
"4",4,2,0,0,0.5,-1
"5",5,1,0,0,0.5,0
"6",6,1,0,0,0.5,0
"7",7,1,0,0,0.5,0
"8",8,2,1,1,0.5,-1
"9",9,1,0,1,0.47502081252106,0
"10",10,1,0,1,0.47502081252106,0
"11",11,2,0,1,0.47502081252106,-1
"12",12,2,0,1,0.47502081252106,-1
"13",13,1,0,1,0.47502081252106,0
"14",14,2,0,1,0.47502081252106,-1
"15",15,2,0,1,0.47502081252106,-1
"16",16,2,0,1,0.47502081252106,-1
"17",17,2,0,1,0.47502081252106,-1
"18",18,1,0,1,0.47502081252106,0
"19",19,2,0,1,0.47502081252106,-1
"20",20,2,0,1,0.47502081252106,-1
"21",21,2,0,1,0.47502081252106,-1
"22",22,2,0,1,0.47502081252106,-1
"23",23,2,0,1,0.47502081252106,-1
"24",24,2,0,1,0.47502081252106,-1
"25",25,2,0,1,0.47502081252106,-1
"26",26,2,0,1,0.47502081252106,-1
"27",27,1,0,1,0.47502081252106,0
"28",28,2,0,1,0.47502081252106,-1
"29",29,1,1,2,0.47502081252106,0
"30",30,1,0,2,0.5,0
"31",31,2,0,2,0.5,-1
"32",32,1,0,2,0.5,0
"33",33,1,0,2,0.5,0
"34",34,1,0,2,0.5,0
"35",35,1,0,2,0.5,0
"36",36,1,0,2,0.5,0
"37",37,1,0,2,0.5,0
"38",38,2,0,2,0.5,-1
"39",39,1,0,2,0.5,0
"40",40,1,1,3,0.5,0
"41",41,2,0,3,0.52497918747894,-1
"42",42,1,0,3,0.52497918747894,0
"43",43,2,0,3,0.52497918747894,-1
"44",44,1,0,3,0.52497918747894,0
"45",45,1,1,4,0.52497918747894,0
"46",46,1,0,4,0.549833997312478,0
"47",47,1,0,4,0.549833997312478,0
"48",48,1,0,4,0.549833997312478,0
"49",49,1,0,4,0.549833997312478,0
"50",50,1,0,4,0.549833997312478,0
"51",51,1,0,4,0.549833997312478,0
"52",52,1,0,4,0.549833997312478,0
"53",53,2,0,4,0.549833997312478,-1
"54",54,2,0,4,0.549833997312478,-1
"55",55,1,0,4,0.549833997312478,0
"56",56,2,0,4,0.549833997312478,-1
"57",57,2,0,4,0.549833997312478,-1
"58",58,2,0,4,0.549833997312478,-1
"59",59,1,0,4,0.549833997312478,0
"60",60,2,0,4,0.549833997312478,-1
"61",61,2,0,4,0.549833997312478,-1
"62",62,1,0,4,0.549833997312478,0
"63",63,1,0,4,0.549833997312478,0
"64",64,1,0,4,0.549833997312478,0
"65",65,1,0,4,0.549833997312478,0
"66",66,2,0,4,0.549833997312478,-1
"67",67,2,1,5,0.549833997312478,-1
"68",68,2,0,5,0.52497918747894,-1
"69",69,1,0,5,0.52497918747894,0
"70",70,1,0,5,0.52497918747894,0
"71",71,1,0,5,0.52497918747894,0
"72",72,2,0,5,0.52497918747894,-1
"73",73,2,0,5,0.52497918747894,-1
"74",74,1,0,5,0.52497918747894,0
"75",75,2,1,6,0.52497918747894,-1
"76",76,1,1,7,0.5,0
"77",77,2,0,7,0.52497918747894,-1
"78",78,1,0,7,0.52497918747894,0
"79",79,2,0,7,0.52497918747894,-1
"80",80,1,0,7,0.52497918747894,0
"81",81,1,0,7,0.52497918747894,0
"82",82,1,0,7,0.52497918747894,0
"83",83,1,0,7,0.52497918747894,0
"84",84,1,0,7,0.52497918747894,0
"85",85,2,0,7,0.52497918747894,-1
"86",86,2,0,7,0.52497918747894,-1
