"","T","ChosenArm","Reward","CumulativeReward"
"1",1,1,0,0
"2",2,2,0,0
"3",3,1,0,0
"4",4,2,0,0
"5",5,1,0,0
"6",6,2,0,0
"7",7,2,0,0
"8",8,1,0,0
"9",9,2,0,0
"10",10,2,0,0
"11",11,2,0,0
"12",12,2,0,0
"13",13,1,0,0
"14",14,2,0,0
"15",15,2,0,0
"16",16,2,0,0
"17",17,1,0,0
"18",18,2,0,0
"19",19,1,1,1
"20",20,1,0,1
"21",21,2,0,1
"22",22,1,0,1
"23",23,2,0,1
"24",24,1,0,1
"25",25,1,0,1
"26",26,2,0,1
"27",27,1,0,1
"28",28,1,0,1
"29",29,1,0,1
"30",30,2,0,1
"31",31,2,0,1
"32",32,1,0,1
"33",33,2,0,1
"34",34,1,0,1
"35",35,2,0,1
"36",36,2,0,1
"37",37,2,0,1
"38",38,2,0,1
"39",39,1,0,1
"40",40,1,0,1
"41",41,1,0,1
"42",42,1,0,1
"43",43,2,0,1
"44",44,1,0,1
"45",45,2,0,1
"46",46,1,0,1
"47",47,1,0,1
"48",48,1,0,1
"49",49,2,0,1
"50",50,2,0,1
"51",51,1,0,1
"52",52,2,0,1
"53",53,1,0,1
"54",54,2,0,1
"55",55,2,0,1
"56",56,1,0,1
"57",57,1,0,1
"58",58,2,0,1
"59",59,1,0,1
"60",60,1,0,1
"61",61,2,0,1
"62",62,2,0,1
"63",63,2,0,1
"64",64,1,0,1
"65",65,1,0,1
"66",66,2,0,1
"67",67,1,0,1
"68",68,1,0,1
"69",69,1,0,1
"70",70,2,0,1
"71",71,2,0,1
"72",72,2,0,1
"73",73,1,0,1
"74",74,2,0,1
"75",75,1,0,1
"76",76,1,0,1
"77",77,2,0,1
"78",78,1,0,1
"79",79,2,0,1
"80",80,2,0,1
"81",81,2,0,1
"82",82,2,0,1
"83",83,1,0,1
"84",84,1,0,1
"85",85,2,0,1
"86",86,2,0,1
"87",87,1,0,1
"88",88,2,0,1
"89",89,2,0,1
"90",90,2,0,1
"91",91,1,0,1
"92",92,1,0,1
"93",93,1,1,2
"94",94,2,0,2
"95",95,1,0,2
"96",96,2,0,2
"97",97,2,0,2
"98",98,1,0,2
"99",99,1,0,2
"100",100,2,0,2
"101",101,2,0,2
"102",102,1,0,2
"103",103,1,0,2
"104",104,2,1,3
"105",105,1,0,3
"106",106,1,1,4
"107",107,1,0,4
"108",108,1,0,4
"109",109,2,0,4
"110",110,1,0,4
"111",111,1,0,4
"112",112,2,0,4
"113",113,2,0,4
"114",114,2,0,4
"115",115,1,0,4
"116",116,1,0,4
"117",117,1,0,4
"118",118,1,0,4
"119",119,2,0,4
"120",120,1,0,4
"121",121,2,0,4
"122",122,1,0,4
"123",123,2,0,4
"124",124,1,0,4
"125",125,1,0,4
"126",126,1,0,4
"127",127,1,0,4
"128",128,1,0,4
"129",129,2,0,4
"130",130,1,0,4
"131",131,1,0,4
"132",132,2,0,4
"133",133,1,0,4
"134",134,2,0,4
"135",135,1,0,4
"136",136,2,0,4
"137",137,1,0,4
"138",138,1,0,4
"139",139,1,0,4
"140",140,1,1,5
"141",141,1,0,5
"142",142,2,0,5
"143",143,1,0,5
"144",144,1,0,5
"145",145,2,0,5
"146",146,1,0,5
"147",147,1,0,5
"148",148,2,0,5
"149",149,2,0,5
"150",150,1,0,5
"151",151,2,0,5
"152",152,2,0,5
"153",153,1,0,5
"154",154,1,0,5
"155",155,1,0,5
"156",156,1,0,5
"157",157,1,0,5
"158",158,2,0,5
"159",159,1,1,6
"160",160,1,0,6
"161",161,1,0,6
"162",162,1,0,6
"163",163,2,0,6
"164",164,2,0,6
"165",165,1,0,6
"166",166,1,1,7
"167",167,2,0,7
"168",168,1,0,7
"169",169,2,0,7
"170",170,1,0,7
"171",171,1,0,7
"172",172,1,0,7
"173",173,1,0,7
"174",174,1,0,7
"175",175,1,0,7
"176",176,2,0,7
"177",177,1,0,7
"178",178,1,0,7
"179",179,2,0,7
"180",180,1,0,7
"181",181,1,0,7
"182",182,2,0,7
"183",183,2,0,7
"184",184,2,0,7
"185",185,1,0,7
"186",186,2,0,7
"187",187,2,0,7
"188",188,1,0,7
"189",189,1,0,7
"190",190,2,0,7
"191",191,2,0,7
"192",192,2,0,7
"193",193,1,0,7
"194",194,1,0,7
"195",195,1,0,7
"196",196,2,0,7
"197",197,1,0,7
"198",198,2,0,7
"199",199,2,0,7
"200",200,1,0,7
"201",201,2,0,7
"202",202,1,0,7
"203",203,2,0,7
"204",204,1,0,7
"205",205,2,0,7
"206",206,1,0,7
"207",207,1,0,7
"208",208,1,0,7
"209",209,2,0,7
"210",210,1,0,7
"211",211,2,0,7
"212",212,2,0,7
"213",213,1,0,7
"214",214,1,0,7
"215",215,2,0,7
"216",216,1,0,7
"217",217,2,0,7
"218",218,1,0,7
"219",219,1,0,7
"220",220,2,0,7
"221",221,2,0,7
"222",222,1,0,7
"223",223,2,0,7
"224",224,2,0,7
"225",225,2,1,8
"226",226,2,0,8
"227",227,2,0,8
"228",228,2,0,8
"229",229,1,0,8
"230",230,1,0,8
"231",231,2,0,8
"232",232,1,0,8
"233",233,2,0,8
"234",234,1,0,8
"235",235,1,0,8
"236",236,1,0,8
"237",237,1,1,9
"238",238,1,0,9
"239",239,1,0,9
"240",240,2,0,9
"241",241,2,1,10
"242",242,2,0,10
"243",243,1,0,10
"244",244,1,0,10
"245",245,1,0,10
"246",246,2,0,10
"247",247,1,0,10
"248",248,2,0,10
"249",249,2,0,10
"250",250,1,0,10
"251",251,2,0,10
"252",252,1,0,10
"253",253,1,0,10
"254",254,1,0,10
"255",255,1,0,10
"256",256,1,0,10
"257",257,2,0,10
"258",258,2,0,10
"259",259,1,0,10
"260",260,1,0,10
"261",261,1,0,10
"262",262,2,0,10
"263",263,2,0,10
"264",264,1,0,10
"265",265,2,0,10
"266",266,2,0,10
"267",267,1,0,10
"268",268,1,0,10
"269",269,1,0,10
"270",270,2,0,10
"271",271,1,0,10
"272",272,1,0,10
"273",273,2,0,10
"274",274,1,0,10
