"","times","ChosenArm","Reward","pA","wins.by.A.timeline"
"971",971,1,0,NA,0
"972",972,2,0,NA,0
"973",973,2,0,NA,0
"974",974,2,0,NA,0
"975",975,2,0,NA,0
"976",976,1,0,NA,0
"977",977,1,0,NA,0
"978",978,2,0,NA,0
"979",979,1,0,NA,0
"980",980,2,0,NA,0
"981",981,2,0,NA,0
"982",982,2,0,NA,0
"983",983,1,0,NA,0
"984",984,2,0,NA,0
"985",985,1,0,NA,0
"986",986,1,0,NA,0
"987",987,1,0,NA,0
"988",988,1,0,NA,0
"989",989,2,0,NA,0
"990",990,2,0,NA,0
"991",991,1,0,NA,0
"992",992,2,0,NA,0
"993",993,2,0,NA,0
"994",994,1,0,NA,0
"995",995,2,0,NA,0
"996",996,2,0,NA,0
"997",997,2,0,NA,0
"998",998,1,0,NA,0
"999",999,1,0,NA,0
"1000",1000,2,0,NA,0
