"","T","ChosenArm","Reward","CumulativeReward"
"1",1,1,0,0
"2",2,2,0,0
"3",3,2,0,0
"4",4,1,0,0
"5",5,1,0,0
"6",6,1,0,0
"7",7,2,0,0
"8",8,2,0,0
"9",9,1,0,0
"10",10,1,0,0
"11",11,1,0,0
"12",12,2,0,0
"13",13,1,0,0
"14",14,2,0,0
"15",15,2,0,0
"16",16,2,0,0
"17",17,2,0,0
"18",18,1,0,0
"19",19,1,0,0
"20",20,2,0,0
"21",21,2,0,0
"22",22,2,0,0
"23",23,1,0,0
"24",24,2,0,0
"25",25,2,0,0
"26",26,2,0,0
"27",27,2,0,0
"28",28,2,0,0
"29",29,1,0,0
"30",30,1,0,0
"31",31,1,0,0
"32",32,1,0,0
"33",33,1,0,0
"34",34,1,0,0
"35",35,1,0,0
"36",36,1,0,0
"37",37,1,0,0
"38",38,1,0,0
"39",39,2,0,0
"40",40,1,0,0
"41",41,1,0,0
"42",42,2,0,0
"43",43,1,0,0
"44",44,1,0,0
"45",45,2,0,0
"46",46,1,0,0
"47",47,1,0,0
"48",48,1,0,0
"49",49,2,0,0
"50",50,1,0,0
"51",51,1,0,0
"52",52,2,0,0
"53",53,2,0,0
"54",54,2,0,0
"55",55,1,0,0
"56",56,2,0,0
"57",57,1,0,0
"58",58,1,0,0
"59",59,2,0,0
"60",60,1,0,0
"61",61,2,0,0
"62",62,1,0,0
"63",63,1,0,0
"64",64,2,0,0
"65",65,1,0,0
"66",66,2,0,0
"67",67,1,0,0
"68",68,2,0,0
"69",69,2,0,0
"70",70,2,0,0
"71",71,2,0,0
"72",72,1,0,0
"73",73,2,0,0
"74",74,2,0,0
"75",75,2,0,0
"76",76,1,0,0
"77",77,1,1,1
"78",78,2,0,1
"79",79,2,0,1
"80",80,1,0,1
"81",81,1,0,1
"82",82,1,1,2
"83",83,2,0,2
"84",84,1,0,2
"85",85,1,0,2
"86",86,1,0,2
"87",87,2,0,2
"88",88,2,0,2
"89",89,1,0,2
"90",90,2,0,2
"91",91,1,0,2
"92",92,2,0,2
"93",93,2,0,2
"94",94,1,0,2
"95",95,1,0,2
"96",96,2,0,2
"97",97,2,0,2
"98",98,1,0,2
"99",99,1,0,2
"100",100,1,0,2
"101",101,1,0,2
"102",102,2,0,2
"103",103,2,0,2
"104",104,1,1,3
"105",105,1,0,3
"106",106,1,0,3
"107",107,1,0,3
"108",108,1,0,3
"109",109,2,0,3
"110",110,2,0,3
"111",111,1,0,3
"112",112,1,0,3
"113",113,2,0,3
"114",114,1,0,3
"115",115,2,0,3
"116",116,1,0,3
"117",117,2,0,3
"118",118,1,0,3
"119",119,1,0,3
"120",120,2,0,3
"121",121,1,0,3
"122",122,2,0,3
"123",123,2,0,3
"124",124,2,0,3
"125",125,1,0,3
"126",126,1,0,3
"127",127,2,0,3
"128",128,2,0,3
"129",129,2,0,3
"130",130,2,0,3
"131",131,1,0,3
"132",132,1,0,3
"133",133,2,0,3
"134",134,1,0,3
"135",135,1,0,3
"136",136,1,0,3
"137",137,1,0,3
"138",138,1,0,3
"139",139,2,0,3
"140",140,2,0,3
"141",141,1,0,3
"142",142,1,0,3
"143",143,2,0,3
"144",144,1,0,3
"145",145,2,0,3
"146",146,1,0,3
"147",147,1,0,3
"148",148,2,0,3
"149",149,1,0,3
"150",150,2,0,3
"151",151,1,0,3
"152",152,2,0,3
"153",153,2,0,3
"154",154,2,0,3
"155",155,2,0,3
"156",156,2,0,3
"157",157,2,0,3
"158",158,1,0,3
"159",159,1,0,3
"160",160,2,0,3
"161",161,2,0,3
"162",162,2,0,3
"163",163,2,0,3
"164",164,2,0,3
"165",165,1,0,3
"166",166,2,0,3
"167",167,1,0,3
"168",168,2,0,3
"169",169,1,0,3
"170",170,2,0,3
"171",171,2,0,3
"172",172,2,0,3
"173",173,2,0,3
"174",174,2,0,3
"175",175,1,0,3
"176",176,2,0,3
"177",177,1,0,3
"178",178,1,0,3
"179",179,1,0,3
"180",180,1,0,3
"181",181,1,0,3
"182",182,1,0,3
"183",183,1,1,4
"184",184,1,0,4
"185",185,1,0,4
"186",186,2,0,4
"187",187,2,0,4
"188",188,1,0,4
"189",189,1,0,4
"190",190,1,0,4
"191",191,1,0,4
"192",192,1,0,4
"193",193,1,0,4
"194",194,1,0,4
"195",195,2,0,4
"196",196,1,0,4
"197",197,1,0,4
"198",198,1,0,4
"199",199,2,0,4
"200",200,2,0,4
"201",201,2,0,4
"202",202,2,0,4
"203",203,2,0,4
"204",204,1,0,4
"205",205,2,0,4
"206",206,1,0,4
"207",207,1,0,4
"208",208,1,0,4
"209",209,1,0,4
"210",210,2,0,4
"211",211,2,0,4
"212",212,1,0,4
"213",213,1,0,4
"214",214,1,0,4
"215",215,1,0,4
"216",216,1,0,4
"217",217,2,0,4
"218",218,2,0,4
"219",219,1,0,4
"220",220,1,0,4
"221",221,1,0,4
"222",222,1,0,4
"223",223,1,0,4
"224",224,1,0,4
"225",225,1,0,4
"226",226,1,0,4
"227",227,1,0,4
"228",228,2,0,4
"229",229,1,0,4
"230",230,2,0,4
"231",231,1,0,4
"232",232,1,0,4
"233",233,1,0,4
"234",234,1,0,4
"235",235,2,0,4
"236",236,1,0,4
"237",237,1,1,5
"238",238,2,0,5
"239",239,1,1,6
"240",240,1,0,6
"241",241,2,0,6
"242",242,1,0,6
"243",243,2,0,6
"244",244,1,0,6
"245",245,2,0,6
"246",246,1,0,6
"247",247,2,0,6
"248",248,2,0,6
"249",249,2,0,6
"250",250,1,0,6
"251",251,1,0,6
"252",252,1,0,6
"253",253,1,0,6
"254",254,2,0,6
"255",255,2,0,6
"256",256,2,0,6
"257",257,2,0,6
"258",258,1,0,6
"259",259,1,1,7
"260",260,2,0,7
"261",261,2,0,7
"262",262,1,1,8
"263",263,1,0,8
"264",264,1,0,8
"265",265,1,0,8
"266",266,1,0,8
"267",267,1,0,8
"268",268,1,0,8
"269",269,1,0,8
"270",270,1,0,8
"271",271,1,0,8
"272",272,2,0,8
"273",273,2,0,8
"274",274,1,0,8
