"","T","ChosenArm","Reward","CumulativeReward"
"1",1,1,0,0
"2",2,2,0,0
"3",3,2,0,0
"4",4,2,0,0
"5",5,2,0,0
"6",6,2,0,0
"7",7,1,1,1
"8",8,1,0,1
"9",9,2,0,1
"10",10,2,0,1
"11",11,2,1,2
"12",12,1,0,2
"13",13,2,0,2
"14",14,2,0,2
"15",15,1,0,2
"16",16,2,1,3
"17",17,1,0,3
"18",18,1,0,3
"19",19,2,1,4
"20",20,2,0,4
"21",21,2,1,5
"22",22,2,0,5
"23",23,1,0,5
"24",24,2,0,5
"25",25,1,0,5
"26",26,1,0,5
"27",27,2,1,6
"28",28,1,0,6
"29",29,1,0,6
"30",30,2,0,6
"31",31,1,0,6
"32",32,2,0,6
"33",33,2,0,6
"34",34,2,0,6
"35",35,1,0,6
"36",36,1,0,6
"37",37,2,0,6
"38",38,2,0,6
"39",39,1,0,6
"40",40,2,0,6
"41",41,2,0,6
"42",42,1,0,6
"43",43,1,0,6
"44",44,2,0,6
"45",45,2,0,6
"46",46,1,0,6
"47",47,2,0,6
"48",48,1,0,6
"49",49,2,0,6
"50",50,2,0,6
"51",51,1,0,6
"52",52,1,0,6
"53",53,1,0,6
"54",54,2,0,6
"55",55,2,0,6
"56",56,2,0,6
"57",57,2,0,6
"58",58,1,0,6
"59",59,1,0,6
"60",60,1,0,6
"61",61,2,0,6
"62",62,2,0,6
"63",63,1,0,6
"64",64,2,0,6
"65",65,2,0,6
"66",66,1,0,6
"67",67,2,0,6
"68",68,2,0,6
"69",69,2,0,6
"70",70,1,0,6
"71",71,1,0,6
"72",72,2,0,6
"73",73,2,0,6
"74",74,1,0,6
"75",75,2,0,6
"76",76,1,0,6
"77",77,2,0,6
"78",78,2,0,6
"79",79,1,0,6
"80",80,2,0,6
"81",81,2,0,6
"82",82,2,0,6
"83",83,2,0,6
"84",84,2,0,6
"85",85,2,0,6
"86",86,2,0,6
"87",87,1,0,6
"88",88,2,0,6
"89",89,1,0,6
"90",90,2,0,6
"91",91,1,0,6
"92",92,2,0,6
"93",93,2,0,6
"94",94,2,0,6
"95",95,2,0,6
"96",96,2,0,6
"97",97,2,0,6
"98",98,2,0,6
"99",99,1,0,6
"100",100,2,0,6
