"","times","ChosenArm","Reward","CumulativeReward","pA","wins.by.A.timeline"
"1",1,2,0,0,0.5,-1
"2",2,2,0,0,0.5,-1
"3",3,1,0,0,0.5,0
"4",4,1,0,0,0.5,0
"5",5,2,0,0,0.5,-1
"6",6,2,0,0,0.5,-1
"7",7,2,0,0,0.5,-1
"8",8,1,0,0,0.5,0
"9",9,2,0,0,0.5,-1
"10",10,1,0,0,0.5,0
"11",11,1,1,1,0.5,0
"12",12,1,0,1,0.52497918747894,1
"13",13,2,0,1,0.52497918747894,-1
"14",14,1,0,1,0.52497918747894,0
"15",15,1,0,1,0.52497918747894,0
"16",16,2,0,1,0.52497918747894,-1
"17",17,2,0,1,0.52497918747894,-1
"18",18,1,0,1,0.52497918747894,0
"19",19,2,0,1,0.52497918747894,-1
"20",20,1,1,2,0.52497918747894,0
"21",21,1,0,2,0.549833997312478,1
"22",22,1,0,2,0.549833997312478,0
"23",23,2,0,2,0.549833997312478,-1
"24",24,2,0,2,0.549833997312478,-1
"25",25,2,1,3,0.549833997312478,-1
"26",26,2,0,3,0.52497918747894,-1
"27",27,2,0,3,0.52497918747894,-1
"28",28,2,0,3,0.52497918747894,-1
"29",29,1,0,3,0.52497918747894,0
"30",30,2,0,3,0.52497918747894,-1
"31",31,2,0,3,0.52497918747894,-1
"32",32,1,1,4,0.52497918747894,0
"33",33,2,0,4,0.549833997312478,-1
"34",34,1,0,4,0.549833997312478,1
"35",35,2,0,4,0.549833997312478,-1
"36",36,1,0,4,0.549833997312478,0
"37",37,1,0,4,0.549833997312478,0
"38",38,1,0,4,0.549833997312478,0
"39",39,1,0,4,0.549833997312478,0
"40",40,1,0,4,0.549833997312478,0
"41",41,2,0,4,0.549833997312478,-1
"42",42,2,0,4,0.549833997312478,-1
"43",43,2,0,4,0.549833997312478,-1
"44",44,2,0,4,0.549833997312478,-1
"45",45,2,0,4,0.549833997312478,-1
"46",46,2,0,4,0.549833997312478,-1
"47",47,2,0,4,0.549833997312478,-1
"48",48,2,0,4,0.549833997312478,-1
"49",49,1,0,4,0.549833997312478,0
"50",50,1,0,4,0.549833997312478,0
"51",51,1,0,4,0.549833997312478,0
"52",52,1,0,4,0.549833997312478,0
"53",53,1,0,4,0.549833997312478,0
"54",54,1,0,4,0.549833997312478,0
"55",55,2,0,4,0.549833997312478,-1
"56",56,2,0,4,0.549833997312478,-1
"57",57,1,0,4,0.549833997312478,0
"58",58,1,0,4,0.549833997312478,0
"59",59,1,1,5,0.549833997312478,0
"60",60,1,0,5,0.574442516811659,1
"61",61,2,0,5,0.574442516811659,-1
"62",62,2,0,5,0.574442516811659,-1
"63",63,1,0,5,0.574442516811659,0
