"","T","ChosenArm","Reward","CumulativeReward"
"1",1,2,0,0
"2",2,2,0,0
"3",3,1,0,0
"4",4,2,0,0
"5",5,2,0,0
"6",6,1,0,0
"7",7,2,0,0
"8",8,2,0,0
"9",9,2,0,0
"10",10,2,0,0
"11",11,2,0,0
"12",12,1,0,0
"13",13,2,0,0
"14",14,1,0,0
"15",15,2,1,1
"16",16,2,0,1
"17",17,1,0,1
"18",18,1,0,1
"19",19,1,0,1
"20",20,2,0,1
"21",21,1,0,1
"22",22,1,0,1
"23",23,1,0,1
"24",24,2,0,1
"25",25,1,0,1
"26",26,2,0,1
"27",27,2,0,1
"28",28,1,0,1
"29",29,2,0,1
"30",30,1,0,1
"31",31,2,0,1
"32",32,2,0,1
"33",33,2,0,1
"34",34,2,0,1
"35",35,2,0,1
"36",36,1,1,2
"37",37,2,0,2
"38",38,2,0,2
"39",39,2,1,3
"40",40,1,0,3
"41",41,1,0,3
"42",42,2,0,3
"43",43,1,0,3
"44",44,2,0,3
"45",45,1,0,3
"46",46,2,0,3
"47",47,1,0,3
"48",48,2,0,3
"49",49,2,0,3
"50",50,2,0,3
"51",51,1,0,3
"52",52,1,0,3
"53",53,1,1,4
"54",54,1,0,4
"55",55,2,0,4
"56",56,2,1,5
"57",57,1,0,5
"58",58,2,0,5
"59",59,2,0,5
"60",60,2,0,5
"61",61,2,0,5
"62",62,1,0,5
"63",63,1,1,6
"64",64,1,0,6
"65",65,2,0,6
"66",66,2,0,6
"67",67,2,0,6
"68",68,2,1,7
"69",69,2,0,7
"70",70,2,0,7
"71",71,2,0,7
"72",72,1,0,7
"73",73,2,0,7
"74",74,2,0,7
"75",75,2,0,7
"76",76,2,0,7
"77",77,1,0,7
"78",78,2,0,7
"79",79,2,0,7
"80",80,1,0,7
"81",81,1,0,7
"82",82,2,0,7
"83",83,2,0,7
"84",84,2,0,7
"85",85,2,0,7
"86",86,1,0,7
"87",87,2,0,7
"88",88,2,0,7
"89",89,2,0,7
"90",90,1,0,7
"91",91,2,0,7
"92",92,1,0,7
"93",93,1,0,7
"94",94,1,0,7
"95",95,1,0,7
"96",96,1,0,7
"97",97,2,0,7
"98",98,1,0,7
"99",99,1,0,7
"100",100,1,0,7
"101",101,2,0,7
"102",102,1,0,7
"103",103,2,0,7
"104",104,1,0,7
"105",105,1,0,7
"106",106,2,0,7
"107",107,1,0,7
"108",108,2,0,7
"109",109,1,0,7
"110",110,2,0,7
"111",111,1,0,7
"112",112,2,0,7
"113",113,2,0,7
"114",114,2,0,7
"115",115,1,0,7
"116",116,1,0,7
"117",117,2,0,7
"118",118,1,0,7
"119",119,2,0,7
"120",120,2,0,7
"121",121,2,0,7
"122",122,1,0,7
"123",123,1,0,7
"124",124,1,0,7
"125",125,2,0,7
"126",126,2,0,7
"127",127,1,0,7
"128",128,2,0,7
"129",129,1,0,7
"130",130,1,0,7
"131",131,2,0,7
"132",132,1,0,7
"133",133,2,0,7
"134",134,1,0,7
"135",135,2,0,7
"136",136,1,0,7
"137",137,1,0,7
"138",138,1,0,7
"139",139,1,0,7
"140",140,2,0,7
"141",141,1,0,7
"142",142,2,0,7
"143",143,1,0,7
"144",144,2,0,7
"145",145,2,0,7
"146",146,1,0,7
"147",147,2,0,7
"148",148,1,0,7
"149",149,1,0,7
"150",150,1,0,7
"151",151,1,0,7
"152",152,2,0,7
"153",153,2,0,7
"154",154,2,0,7
"155",155,1,0,7
"156",156,1,0,7
"157",157,1,0,7
"158",158,2,0,7
"159",159,2,0,7
"160",160,2,0,7
"161",161,2,0,7
"162",162,2,0,7
"163",163,2,0,7
"164",164,2,0,7
"165",165,1,0,7
"166",166,1,0,7
"167",167,1,0,7
"168",168,2,0,7
"169",169,2,0,7
"170",170,1,0,7
"171",171,1,0,7
"172",172,1,0,7
"173",173,1,0,7
"174",174,2,0,7
"175",175,2,0,7
"176",176,1,0,7
"177",177,2,0,7
"178",178,2,0,7
"179",179,1,0,7
"180",180,1,0,7
"181",181,1,0,7
"182",182,2,0,7
"183",183,1,0,7
"184",184,2,0,7
"185",185,2,0,7
"186",186,2,0,7
"187",187,2,0,7
"188",188,1,0,7
"189",189,1,0,7
"190",190,2,0,7
"191",191,2,0,7
"192",192,1,0,7
"193",193,2,0,7
"194",194,1,0,7
"195",195,2,0,7
"196",196,1,0,7
"197",197,1,0,7
"198",198,1,0,7
"199",199,1,0,7
"200",200,2,0,7
"201",201,1,0,7
"202",202,1,0,7
"203",203,1,0,7
"204",204,1,0,7
"205",205,2,0,7
"206",206,2,0,7
"207",207,2,0,7
"208",208,2,0,7
"209",209,1,0,7
"210",210,2,0,7
"211",211,2,0,7
"212",212,1,1,8
"213",213,1,0,8
"214",214,2,0,8
"215",215,1,0,8
"216",216,2,0,8
"217",217,1,0,8
"218",218,1,0,8
"219",219,1,0,8
"220",220,1,0,8
"221",221,1,0,8
"222",222,2,0,8
"223",223,1,0,8
"224",224,1,0,8
"225",225,1,0,8
"226",226,1,0,8
"227",227,2,0,8
"228",228,2,0,8
"229",229,2,0,8
"230",230,1,0,8
"231",231,2,0,8
"232",232,1,0,8
"233",233,1,0,8
"234",234,2,0,8
"235",235,1,0,8
"236",236,2,0,8
"237",237,1,0,8
"238",238,2,0,8
"239",239,2,0,8
"240",240,2,0,8
"241",241,2,0,8
"242",242,1,0,8
"243",243,2,0,8
"244",244,2,0,8
"245",245,1,0,8
"246",246,1,0,8
"247",247,2,0,8
"248",248,2,0,8
"249",249,1,0,8
"250",250,1,0,8
"251",251,2,0,8
"252",252,2,0,8
"253",253,1,0,8
"254",254,2,0,8
"255",255,2,0,8
"256",256,2,0,8
"257",257,2,0,8
"258",258,1,0,8
"259",259,2,0,8
"260",260,1,0,8
"261",261,1,0,8
"262",262,2,0,8
"263",263,1,0,8
"264",264,1,0,8
"265",265,1,0,8
"266",266,2,0,8
"267",267,1,0,8
"268",268,2,0,8
"269",269,2,0,8
"270",270,2,0,8
"271",271,1,0,8
"272",272,1,0,8
"273",273,1,0,8
"274",274,2,1,9
"275",275,1,0,9
"276",276,1,0,9
"277",277,2,0,9
"278",278,1,0,9
"279",279,1,0,9
"280",280,2,0,9
"281",281,2,0,9
"282",282,2,0,9
"283",283,1,0,9
"284",284,2,0,9
"285",285,2,0,9
"286",286,2,0,9
"287",287,1,0,9
"288",288,1,0,9
"289",289,1,0,9
"290",290,2,0,9
"291",291,2,0,9
"292",292,1,1,10
"293",293,2,0,10
"294",294,2,0,10
"295",295,2,0,10
"296",296,2,0,10
"297",297,2,0,10
"298",298,1,0,10
"299",299,1,0,10
"300",300,2,0,10
"301",301,1,0,10
"302",302,2,0,10
"303",303,1,0,10
"304",304,2,0,10
"305",305,1,0,10
"306",306,2,0,10
"307",307,1,0,10
"308",308,2,0,10
"309",309,1,0,10
"310",310,1,0,10
"311",311,1,0,10
"312",312,2,0,10
"313",313,2,0,10
"314",314,2,0,10
"315",315,1,0,10
"316",316,2,0,10
"317",317,2,0,10
"318",318,2,0,10
"319",319,1,0,10
"320",320,1,0,10
"321",321,1,0,10
"322",322,1,0,10
"323",323,1,0,10
"324",324,1,0,10
"325",325,1,0,10
"326",326,2,0,10
"327",327,2,0,10
"328",328,2,1,11
"329",329,2,0,11
"330",330,1,0,11
"331",331,1,0,11
"332",332,2,0,11
"333",333,2,0,11
"334",334,2,0,11
"335",335,1,0,11
"336",336,2,0,11
"337",337,1,0,11
"338",338,1,0,11
"339",339,1,0,11
"340",340,1,0,11
"341",341,1,0,11
"342",342,1,0,11
"343",343,1,0,11
"344",344,2,0,11
"345",345,1,0,11
"346",346,1,0,11
"347",347,2,0,11
"348",348,2,0,11
"349",349,1,0,11
"350",350,1,0,11
"351",351,2,0,11
"352",352,1,0,11
"353",353,2,0,11
"354",354,2,0,11
"355",355,1,0,11
"356",356,2,0,11
"357",357,1,0,11
"358",358,2,0,11
"359",359,1,0,11
"360",360,2,0,11
"361",361,1,0,11
"362",362,2,0,11
"363",363,2,0,11
"364",364,1,0,11
"365",365,2,0,11
"366",366,2,0,11
"367",367,1,0,11
"368",368,2,0,11
"369",369,1,0,11
"370",370,1,0,11
"371",371,1,0,11
"372",372,1,0,11
"373",373,2,0,11
"374",374,2,0,11
"375",375,2,0,11
"376",376,2,0,11
"377",377,1,0,11
"378",378,1,0,11
"379",379,1,0,11
"380",380,1,0,11
"381",381,1,0,11
"382",382,2,0,11
"383",383,1,0,11
"384",384,1,0,11
"385",385,2,0,11
"386",386,1,0,11
"387",387,2,0,11
"388",388,2,0,11
"389",389,1,0,11
"390",390,2,0,11
"391",391,1,0,11
"392",392,2,0,11
"393",393,1,0,11
"394",394,2,0,11
"395",395,2,0,11
"396",396,2,0,11
"397",397,2,0,11
"398",398,1,0,11
"399",399,1,0,11
"400",400,2,0,11
"401",401,2,0,11
"402",402,2,0,11
"403",403,1,0,11
"404",404,2,0,11
"405",405,1,0,11
"406",406,2,0,11
"407",407,1,0,11
"408",408,2,0,11
"409",409,2,0,11
"410",410,1,0,11
"411",411,1,0,11
"412",412,1,0,11
"413",413,2,0,11
"414",414,2,0,11
"415",415,1,0,11
"416",416,1,1,12
"417",417,1,0,12
"418",418,2,0,12
"419",419,1,0,12
"420",420,2,0,12
"421",421,1,0,12
"422",422,1,0,12
"423",423,1,0,12
"424",424,1,0,12
"425",425,1,0,12
"426",426,2,0,12
"427",427,2,0,12
"428",428,2,0,12
"429",429,2,0,12
"430",430,1,0,12
"431",431,1,0,12
"432",432,1,0,12
"433",433,1,0,12
"434",434,1,0,12
"435",435,2,0,12
"436",436,1,0,12
"437",437,1,0,12
"438",438,1,0,12
"439",439,1,0,12
"440",440,1,0,12
"441",441,1,0,12
"442",442,2,0,12
"443",443,1,0,12
"444",444,2,0,12
"445",445,2,0,12
"446",446,1,0,12
"447",447,1,0,12
"448",448,1,0,12
"449",449,2,0,12
"450",450,2,0,12
"451",451,2,0,12
"452",452,2,0,12
"453",453,1,0,12
"454",454,2,0,12
"455",455,1,0,12
"456",456,1,1,13
"457",457,2,0,13
"458",458,2,0,13
"459",459,2,0,13
"460",460,1,0,13
"461",461,1,0,13
"462",462,2,0,13
"463",463,1,0,13
"464",464,1,0,13
"465",465,2,0,13
"466",466,1,0,13
"467",467,2,0,13
"468",468,1,0,13
"469",469,2,0,13
"470",470,1,0,13
"471",471,2,0,13
"472",472,1,0,13
"473",473,1,0,13
"474",474,1,0,13
"475",475,2,0,13
"476",476,1,0,13
"477",477,2,0,13
"478",478,1,0,13
"479",479,1,0,13
"480",480,2,0,13
"481",481,2,0,13
"482",482,2,0,13
"483",483,2,0,13
"484",484,2,0,13
"485",485,2,0,13
"486",486,1,0,13
"487",487,1,0,13
"488",488,1,0,13
"489",489,2,0,13
"490",490,2,0,13
"491",491,2,0,13
"492",492,1,0,13
"493",493,2,1,14
"494",494,2,0,14
"495",495,1,0,14
"496",496,2,0,14
"497",497,1,0,14
"498",498,2,0,14
"499",499,1,0,14
"500",500,2,0,14
"501",501,2,0,14
"502",502,1,0,14
"503",503,2,0,14
"504",504,1,0,14
"505",505,2,0,14
"506",506,1,0,14
"507",507,1,0,14
