"","T","ChosenArm","Reward","CumulativeReward"
"1",1,2,0,0
"2",2,1,0,0
"3",3,1,0,0
"4",4,2,0,0
"5",5,2,0,0
"6",6,1,0,0
"7",7,1,0,0
"8",8,1,0,0
"9",9,2,0,0
"10",10,1,0,0
"11",11,1,0,0
"12",12,2,0,0
"13",13,2,0,0
"14",14,1,0,0
"15",15,1,0,0
"16",16,1,0,0
"17",17,1,0,0
"18",18,1,0,0
"19",19,2,0,0
"20",20,2,0,0
"21",21,1,0,0
"22",22,2,0,0
"23",23,2,0,0
"24",24,1,0,0
"25",25,2,0,0
"26",26,2,0,0
"27",27,1,0,0
"28",28,1,0,0
"29",29,1,0,0
"30",30,2,0,0
"31",31,2,0,0
"32",32,1,0,0
"33",33,2,0,0
"34",34,2,0,0
"35",35,2,0,0
"36",36,1,0,0
"37",37,1,0,0
"38",38,1,0,0
"39",39,1,0,0
"40",40,1,0,0
"41",41,1,0,0
"42",42,1,0,0
"43",43,1,0,0
"44",44,1,0,0
"45",45,2,0,0
"46",46,2,0,0
"47",47,1,0,0
"48",48,1,0,0
"49",49,2,0,0
"50",50,2,0,0
"51",51,2,0,0
"52",52,1,0,0
"53",53,1,0,0
"54",54,1,0,0
"55",55,1,0,0
"56",56,2,0,0
"57",57,1,0,0
"58",58,1,0,0
"59",59,1,0,0
"60",60,1,0,0
"61",61,1,0,0
"62",62,1,0,0
"63",63,1,0,0
"64",64,1,0,0
"65",65,2,0,0
"66",66,1,0,0
"67",67,2,0,0
"68",68,2,0,0
"69",69,2,0,0
"70",70,2,0,0
"71",71,1,0,0
"72",72,1,0,0
"73",73,1,0,0
"74",74,2,0,0
"75",75,1,0,0
"76",76,2,0,0
"77",77,2,0,0
"78",78,2,0,0
"79",79,1,0,0
"80",80,1,0,0
"81",81,1,0,0
"82",82,1,0,0
"83",83,2,0,0
"84",84,1,0,0
"85",85,2,0,0
"86",86,1,0,0
"87",87,2,0,0
"88",88,2,0,0
"89",89,2,0,0
"90",90,1,0,0
"91",91,2,0,0
"92",92,2,0,0
"93",93,2,0,0
"94",94,2,0,0
"95",95,1,0,0
"96",96,2,0,0
"97",97,2,0,0
"98",98,1,0,0
"99",99,2,0,0
"100",100,1,0,0
"101",101,1,0,0
"102",102,1,0,0
"103",103,1,0,0
"104",104,2,0,0
"105",105,2,0,0
"106",106,2,0,0
"107",107,1,1,1
"108",108,2,0,1
"109",109,2,0,1
"110",110,1,1,2
"111",111,2,0,2
"112",112,2,0,2
"113",113,1,0,2
"114",114,1,0,2
"115",115,1,0,2
"116",116,1,0,2
"117",117,1,0,2
"118",118,2,0,2
"119",119,2,0,2
"120",120,2,0,2
"121",121,1,0,2
"122",122,1,0,2
"123",123,2,0,2
"124",124,2,1,3
"125",125,1,0,3
"126",126,2,0,3
"127",127,2,0,3
"128",128,1,0,3
"129",129,2,0,3
"130",130,1,0,3
"131",131,1,0,3
"132",132,2,0,3
"133",133,1,0,3
"134",134,2,0,3
"135",135,2,0,3
"136",136,2,0,3
"137",137,2,0,3
"138",138,2,0,3
"139",139,1,0,3
"140",140,1,0,3
"141",141,1,0,3
"142",142,1,0,3
"143",143,1,0,3
"144",144,2,0,3
"145",145,2,0,3
"146",146,2,0,3
"147",147,1,0,3
"148",148,1,0,3
"149",149,2,0,3
"150",150,1,0,3
"151",151,1,0,3
"152",152,2,0,3
"153",153,2,0,3
"154",154,2,0,3
"155",155,1,0,3
"156",156,1,0,3
"157",157,1,0,3
"158",158,1,0,3
"159",159,1,1,4
"160",160,1,0,4
"161",161,2,0,4
"162",162,1,0,4
"163",163,1,0,4
"164",164,2,0,4
"165",165,1,0,4
"166",166,2,0,4
"167",167,1,0,4
"168",168,2,0,4
"169",169,1,0,4
"170",170,2,0,4
"171",171,1,0,4
"172",172,2,0,4
"173",173,1,0,4
"174",174,1,0,4
"175",175,2,0,4
"176",176,2,0,4
"177",177,2,0,4
"178",178,1,0,4
"179",179,1,0,4
"180",180,1,0,4
"181",181,2,0,4
"182",182,1,0,4
"183",183,2,0,4
"184",184,1,0,4
"185",185,2,0,4
"186",186,1,0,4
"187",187,1,0,4
"188",188,1,0,4
"189",189,2,0,4
"190",190,1,0,4
"191",191,2,0,4
"192",192,1,0,4
"193",193,2,0,4
"194",194,1,0,4
"195",195,1,0,4
"196",196,1,0,4
"197",197,1,0,4
"198",198,2,0,4
"199",199,1,1,5
"200",200,2,0,5
"201",201,1,0,5
"202",202,1,0,5
"203",203,1,0,5
"204",204,2,0,5
"205",205,2,0,5
"206",206,2,0,5
"207",207,2,0,5
"208",208,2,0,5
"209",209,2,0,5
"210",210,1,0,5
"211",211,1,0,5
"212",212,1,0,5
"213",213,1,0,5
"214",214,2,0,5
"215",215,1,0,5
"216",216,1,0,5
"217",217,1,0,5
"218",218,2,0,5
"219",219,2,0,5
"220",220,2,0,5
"221",221,1,0,5
"222",222,1,0,5
"223",223,1,0,5
"224",224,1,1,6
"225",225,2,0,6
"226",226,1,0,6
"227",227,2,0,6
"228",228,1,0,6
"229",229,1,1,7
"230",230,2,0,7
"231",231,1,0,7
"232",232,2,0,7
"233",233,2,0,7
"234",234,1,0,7
"235",235,1,0,7
"236",236,1,0,7
"237",237,1,0,7
"238",238,2,0,7
"239",239,1,0,7
"240",240,1,0,7
"241",241,1,0,7
"242",242,1,0,7
"243",243,1,0,7
"244",244,2,0,7
"245",245,2,0,7
"246",246,1,0,7
"247",247,1,0,7
"248",248,1,0,7
"249",249,2,0,7
"250",250,1,0,7
"251",251,1,0,7
"252",252,1,0,7
"253",253,2,0,7
"254",254,2,1,8
"255",255,1,0,8
"256",256,1,0,8
"257",257,1,0,8
"258",258,1,0,8
"259",259,1,0,8
"260",260,2,0,8
"261",261,1,0,8
"262",262,1,0,8
"263",263,1,0,8
"264",264,2,0,8
"265",265,1,0,8
"266",266,1,0,8
