"","T","ChosenArm","Reward","CumulativeReward"
"1",1,1,0,0
"2",2,2,0,0
"3",3,1,1,1
"4",4,1,0,1
"5",5,2,1,2
"6",6,2,0,2
"7",7,1,0,2
"8",8,1,0,2
"9",9,2,0,2
"10",10,1,1,3
"11",11,2,1,4
"12",12,1,1,5
"13",13,2,1,6
"14",14,2,0,6
"15",15,2,0,6
"16",16,1,1,7
"17",17,1,0,7
"18",18,1,0,7
"19",19,2,1,8
"20",20,2,0,8
"21",21,1,1,9
"22",22,2,1,10
"23",23,1,1,11
"24",24,2,1,12
"25",25,2,0,12
"26",26,1,0,12
"27",27,1,1,13
"28",28,2,0,13
"29",29,2,0,13
"30",30,2,0,13
"31",31,2,0,13
"32",32,1,0,13
"33",33,1,0,13
"34",34,2,0,13
"35",35,2,1,14
"36",36,1,0,14
"37",37,1,0,14
"38",38,1,0,14
"39",39,2,0,14
"40",40,1,0,14
"41",41,1,1,15
"42",42,1,1,16
"43",43,2,0,16
"44",44,1,1,17
"45",45,1,1,18
"46",46,2,0,18
"47",47,1,0,18
"48",48,1,0,18
"49",49,1,0,18
"50",50,1,0,18
"51",51,2,0,18
"52",52,1,0,18
"53",53,2,0,18
"54",54,1,0,18
"55",55,1,0,18
"56",56,2,0,18
"57",57,1,0,18
"58",58,1,1,19
"59",59,2,0,19
"60",60,2,1,20
"61",61,1,0,20
"62",62,2,1,21
"63",63,1,1,22
"64",64,2,0,22
"65",65,1,1,23
"66",66,1,0,23
"67",67,2,0,23
"68",68,2,0,23
"69",69,1,0,23
"70",70,1,0,23
"71",71,1,0,23
"72",72,2,0,23
"73",73,2,0,23
"74",74,2,0,23
"75",75,1,1,24
"76",76,2,0,24
"77",77,1,0,24
"78",78,2,0,24
"79",79,2,0,24
"80",80,1,1,25
"81",81,1,0,25
"82",82,1,1,26
"83",83,2,0,26
"84",84,1,0,26
"85",85,1,1,27
"86",86,1,1,28
"87",87,2,0,28
"88",88,1,0,28
"89",89,1,0,28
"90",90,1,1,29
"91",91,1,1,30
"92",92,1,0,30
"93",93,1,1,31
"94",94,1,1,32
"95",95,1,0,32
"96",96,2,0,32
"97",97,1,0,32
"98",98,1,0,32
"99",99,1,0,32
"100",100,2,1,33
"101",101,1,0,33
"102",102,1,0,33
"103",103,1,0,33
"104",104,1,1,34
"105",105,1,1,35
"106",106,1,1,36
"107",107,1,0,36
"108",108,1,0,36
"109",109,1,1,37
"110",110,1,0,37
"111",111,2,0,37
"112",112,1,0,37
"113",113,1,0,37
"114",114,1,0,37
"115",115,1,0,37
"116",116,1,1,38
"117",117,1,0,38
"118",118,1,1,39
"119",119,1,0,39
"120",120,1,0,39
"121",121,1,1,40
"122",122,1,0,40
"123",123,1,0,40
"124",124,2,0,40
"125",125,2,1,41
"126",126,1,1,42
"127",127,2,0,42
"128",128,2,0,42
"129",129,1,0,42
"130",130,1,1,43
"131",131,1,0,43
"132",132,1,1,44
"133",133,2,1,45
"134",134,2,1,46
"135",135,1,0,46
"136",136,2,0,46
"137",137,2,1,47
"138",138,1,0,47
"139",139,1,0,47
"140",140,1,0,47
"141",141,1,1,48
"142",142,1,0,48
"143",143,2,0,48
"144",144,2,0,48
"145",145,1,0,48
"146",146,1,1,49
"147",147,1,0,49
"148",148,2,0,49
"149",149,1,0,49
"150",150,1,0,49
"151",151,1,1,50
"152",152,2,0,50
"153",153,2,1,51
"154",154,1,0,51
"155",155,1,1,52
"156",156,1,0,52
"157",157,1,0,52
"158",158,1,1,53
"159",159,2,0,53
"160",160,2,1,54
"161",161,1,0,54
"162",162,1,0,54
"163",163,1,0,54
"164",164,2,1,55
"165",165,2,0,55
"166",166,1,1,56
"167",167,1,1,57
"168",168,1,0,57
"169",169,1,1,58
"170",170,1,0,58
"171",171,2,0,58
"172",172,2,0,58
"173",173,1,1,59
"174",174,1,0,59
"175",175,1,0,59
"176",176,2,0,59
"177",177,1,0,59
"178",178,1,1,60
"179",179,1,1,61
"180",180,2,1,62
"181",181,2,0,62
"182",182,1,1,63
"183",183,1,0,63
"184",184,2,0,63
"185",185,1,1,64
"186",186,1,0,64
"187",187,1,1,65
"188",188,2,0,65
"189",189,2,0,65
"190",190,1,0,65
"191",191,1,0,65
"192",192,1,1,66
"193",193,1,1,67
"194",194,1,0,67
"195",195,1,0,67
"196",196,2,0,67
"197",197,1,0,67
"198",198,1,1,68
"199",199,1,1,69
"200",200,1,0,69
"201",201,1,0,69
"202",202,1,0,69
"203",203,1,1,70
"204",204,1,1,71
"205",205,1,0,71
"206",206,2,0,71
"207",207,2,1,72
"208",208,2,1,73
"209",209,1,0,73
"210",210,2,0,73
"211",211,1,1,74
"212",212,1,1,75
"213",213,1,1,76
"214",214,1,1,77
"215",215,1,1,78
"216",216,1,1,79
"217",217,1,1,80
"218",218,1,0,80
"219",219,1,0,80
"220",220,2,1,81
"221",221,2,0,81
"222",222,2,0,81
"223",223,1,0,81
"224",224,1,0,81
"225",225,2,0,81
"226",226,1,0,81
"227",227,1,0,81
"228",228,1,0,81
"229",229,1,1,82
"230",230,1,0,82
"231",231,1,1,83
"232",232,1,1,84
"233",233,2,0,84
"234",234,1,0,84
"235",235,1,0,84
"236",236,1,0,84
"237",237,2,0,84
"238",238,1,0,84
"239",239,2,0,84
"240",240,1,0,84
"241",241,1,1,85
"242",242,2,0,85
"243",243,1,0,85
"244",244,1,1,86
"245",245,1,0,86
"246",246,1,1,87
"247",247,2,0,87
"248",248,2,0,87
"249",249,1,1,88
"250",250,1,1,89
"251",251,1,0,89
"252",252,1,0,89
"253",253,2,0,89
"254",254,2,1,90
"255",255,1,0,90
"256",256,1,1,91
"257",257,1,0,91
"258",258,2,1,92
"259",259,2,0,92
"260",260,1,0,92
"261",261,1,0,92
"262",262,1,0,92
"263",263,1,0,92
"264",264,1,0,92
"265",265,1,1,93
"266",266,1,0,93
"267",267,1,1,94
"268",268,1,0,94
"269",269,1,0,94
"270",270,1,0,94
"271",271,1,0,94
"272",272,1,0,94
"273",273,1,1,95
"274",274,1,1,96
