"","T","ChosenArm","Reward","CumulativeReward"
"1",1,1,0,0
"2",2,1,0,0
"3",3,1,0,0
"4",4,1,1,1
"5",5,2,0,1
"6",6,2,0,1
"7",7,2,0,1
"8",8,2,0,1
"9",9,1,0,1
"10",10,1,0,1
"11",11,1,0,1
"12",12,1,0,1
"13",13,1,0,1
"14",14,1,0,1
"15",15,1,0,1
"16",16,1,0,1
"17",17,2,0,1
"18",18,1,0,1
"19",19,1,0,1
"20",20,1,0,1
"21",21,1,0,1
"22",22,1,0,1
"23",23,2,0,1
"24",24,2,0,1
"25",25,2,0,1
"26",26,1,0,1
"27",27,1,0,1
"28",28,1,0,1
"29",29,2,0,1
"30",30,2,0,1
"31",31,1,0,1
"32",32,2,0,1
"33",33,2,0,1
"34",34,1,0,1
"35",35,1,0,1
"36",36,1,0,1
"37",37,2,0,1
"38",38,1,0,1
"39",39,2,0,1
"40",40,1,0,1
"41",41,2,0,1
"42",42,1,0,1
"43",43,1,0,1
"44",44,1,0,1
"45",45,2,0,1
"46",46,1,0,1
"47",47,1,0,1
"48",48,1,0,1
"49",49,1,0,1
"50",50,1,0,1
"51",51,1,0,1
"52",52,1,0,1
"53",53,2,0,1
"54",54,2,0,1
"55",55,2,0,1
"56",56,2,0,1
"57",57,2,0,1
"58",58,1,0,1
"59",59,1,0,1
"60",60,2,0,1
"61",61,1,0,1
"62",62,2,0,1
"63",63,2,0,1
"64",64,1,0,1
"65",65,1,0,1
"66",66,1,0,1
"67",67,2,0,1
"68",68,1,0,1
"69",69,2,0,1
"70",70,2,0,1
"71",71,2,0,1
"72",72,1,0,1
"73",73,2,0,1
"74",74,1,0,1
"75",75,2,0,1
"76",76,2,0,1
"77",77,2,0,1
"78",78,2,0,1
"79",79,1,0,1
"80",80,1,0,1
"81",81,2,0,1
"82",82,2,0,1
"83",83,2,0,1
"84",84,1,0,1
"85",85,2,0,1
"86",86,1,0,1
"87",87,1,0,1
"88",88,2,0,1
"89",89,1,0,1
"90",90,1,0,1
"91",91,2,0,1
"92",92,1,0,1
"93",93,2,0,1
"94",94,1,0,1
"95",95,2,0,1
"96",96,1,0,1
"97",97,2,0,1
"98",98,2,0,1
"99",99,2,0,1
"100",100,1,0,1
"101",101,2,0,1
"102",102,2,0,1
"103",103,2,0,1
"104",104,1,0,1
"105",105,1,0,1
"106",106,1,0,1
"107",107,2,0,1
"108",108,1,0,1
"109",109,2,0,1
"110",110,2,0,1
"111",111,1,0,1
"112",112,2,0,1
"113",113,2,0,1
"114",114,1,0,1
"115",115,1,0,1
"116",116,1,0,1
"117",117,2,0,1
"118",118,1,0,1
"119",119,2,0,1
"120",120,1,0,1
"121",121,2,0,1
"122",122,1,0,1
"123",123,2,0,1
"124",124,2,0,1
"125",125,1,0,1
"126",126,2,0,1
"127",127,2,0,1
"128",128,1,0,1
"129",129,2,0,1
"130",130,2,0,1
"131",131,2,0,1
"132",132,2,0,1
"133",133,1,0,1
"134",134,2,0,1
"135",135,1,0,1
"136",136,1,0,1
"137",137,2,0,1
"138",138,2,0,1
"139",139,1,0,1
"140",140,1,0,1
"141",141,1,0,1
"142",142,1,1,2
"143",143,1,0,2
"144",144,1,0,2
"145",145,1,0,2
"146",146,1,0,2
"147",147,2,0,2
"148",148,2,0,2
"149",149,1,0,2
"150",150,2,0,2
"151",151,1,0,2
"152",152,2,0,2
"153",153,2,0,2
"154",154,1,0,2
"155",155,1,0,2
"156",156,2,0,2
"157",157,1,0,2
"158",158,1,0,2
"159",159,2,0,2
"160",160,1,0,2
"161",161,1,0,2
"162",162,1,0,2
"163",163,2,0,2
"164",164,2,0,2
"165",165,1,0,2
"166",166,1,0,2
"167",167,2,0,2
"168",168,2,0,2
"169",169,2,0,2
"170",170,2,0,2
"171",171,2,0,2
"172",172,2,0,2
"173",173,1,0,2
"174",174,2,0,2
"175",175,2,0,2
"176",176,1,0,2
"177",177,2,0,2
"178",178,2,0,2
"179",179,2,0,2
"180",180,1,0,2
"181",181,2,0,2
"182",182,2,0,2
"183",183,2,0,2
"184",184,2,0,2
"185",185,2,0,2
"186",186,1,0,2
"187",187,2,0,2
"188",188,2,0,2
"189",189,1,0,2
"190",190,1,0,2
"191",191,2,0,2
"192",192,1,0,2
"193",193,2,0,2
"194",194,2,0,2
"195",195,1,0,2
"196",196,2,0,2
"197",197,2,0,2
"198",198,2,0,2
"199",199,2,0,2
"200",200,1,0,2
"201",201,2,0,2
"202",202,2,0,2
"203",203,1,0,2
"204",204,1,0,2
"205",205,2,0,2
"206",206,2,0,2
"207",207,1,0,2
"208",208,1,0,2
"209",209,1,0,2
"210",210,1,0,2
