"","T","ChosenArm","Reward","CumulativeReward"
"1",1,1,0,0
"2",2,1,0,0
"3",3,1,0,0
"4",4,1,0,0
"5",5,2,0,0
"6",6,2,0,0
"7",7,1,0,0
"8",8,1,0,0
"9",9,1,0,0
"10",10,1,0,0
"11",11,1,0,0
"12",12,1,0,0
"13",13,1,0,0
"14",14,2,0,0
"15",15,1,0,0
"16",16,2,0,0
"17",17,2,0,0
"18",18,1,0,0
"19",19,2,0,0
"20",20,2,0,0
"21",21,2,0,0
"22",22,2,0,0
"23",23,2,0,0
"24",24,1,1,1
"25",25,2,0,1
"26",26,2,0,1
"27",27,1,0,1
"28",28,1,0,1
"29",29,1,0,1
"30",30,2,0,1
"31",31,2,0,1
"32",32,1,0,1
"33",33,2,0,1
"34",34,2,0,1
"35",35,2,0,1
"36",36,2,0,1
"37",37,1,0,1
"38",38,2,1,2
"39",39,1,0,2
"40",40,1,0,2
"41",41,1,0,2
"42",42,1,0,2
"43",43,2,0,2
"44",44,2,0,2
"45",45,2,0,2
"46",46,2,0,2
"47",47,2,0,2
"48",48,1,0,2
"49",49,2,0,2
"50",50,1,0,2
"51",51,1,0,2
"52",52,2,0,2
"53",53,1,0,2
"54",54,1,0,2
"55",55,1,0,2
"56",56,2,0,2
"57",57,2,0,2
"58",58,1,0,2
"59",59,2,0,2
"60",60,1,0,2
"61",61,2,0,2
"62",62,1,0,2
"63",63,2,0,2
"64",64,2,0,2
"65",65,1,0,2
"66",66,1,0,2
"67",67,2,0,2
"68",68,1,0,2
"69",69,2,0,2
"70",70,2,0,2
"71",71,1,0,2
"72",72,1,0,2
"73",73,1,0,2
"74",74,2,0,2
"75",75,1,0,2
"76",76,1,0,2
"77",77,2,0,2
"78",78,1,0,2
"79",79,1,0,2
"80",80,1,0,2
"81",81,2,0,2
"82",82,1,0,2
"83",83,1,0,2
"84",84,2,0,2
"85",85,1,0,2
"86",86,2,0,2
"87",87,2,0,2
"88",88,2,0,2
"89",89,2,0,2
"90",90,1,0,2
"91",91,2,0,2
"92",92,1,0,2
"93",93,2,0,2
"94",94,2,0,2
"95",95,1,0,2
"96",96,1,0,2
"97",97,2,0,2
"98",98,1,0,2
"99",99,2,0,2
"100",100,1,0,2
