"","times","ChosenArm","Reward","CumulativeReward","pA","wins.by.A.timeline"
"1",1,2,0,0,0.5,-1
"2",2,1,0,0,0.5,0
"3",3,1,0,0,0.5,0
"4",4,1,0,0,0.5,0
"5",5,2,0,0,0.5,-1
"6",6,1,0,0,0.5,0
"7",7,2,0,0,0.5,-1
"8",8,1,0,0,0.5,0
"9",9,1,0,0,0.5,0
"10",10,1,0,0,0.5,0
"11",11,2,0,0,0.5,-1
"12",12,1,0,0,0.5,0
"13",13,2,0,0,0.5,-1
"14",14,1,0,0,0.5,0
"15",15,1,0,0,0.5,0
"16",16,2,0,0,0.5,-1
"17",17,1,0,0,0.5,0
"18",18,2,0,0,0.5,-1
"19",19,2,0,0,0.5,-1
"20",20,1,0,0,0.5,0
"21",21,2,0,0,0.5,-1
"22",22,1,0,0,0.5,0
"23",23,1,0,0,0.5,0
"24",24,1,0,0,0.5,0
"25",25,2,0,0,0.5,-1
"26",26,1,0,0,0.5,0
"27",27,2,0,0,0.5,-1
"28",28,2,0,0,0.5,-1
"29",29,2,0,0,0.5,-1
"30",30,1,0,0,0.5,0
"31",31,1,0,0,0.5,0
"32",32,1,0,0,0.5,0
"33",33,2,0,0,0.5,-1
"34",34,2,0,0,0.5,-1
"35",35,2,0,0,0.5,-1
"36",36,1,0,0,0.5,0
"37",37,2,0,0,0.5,-1
"38",38,1,0,0,0.5,0
"39",39,2,0,0,0.5,-1
"40",40,1,0,0,0.5,0
"41",41,2,0,0,0.5,-1
"42",42,1,0,0,0.5,0
"43",43,2,0,0,0.5,-1
"44",44,2,0,0,0.5,-1
"45",45,1,0,0,0.5,0
"46",46,2,1,1,0.5,-1
"47",47,2,0,1,0.47502081252106,-1
"48",48,2,1,2,0.47502081252106,-1
"49",49,2,0,2,0.450166002687522,-1
"50",50,1,0,2,0.450166002687522,0
"51",51,2,0,2,0.450166002687522,-1
"52",52,2,0,2,0.450166002687522,-1
"53",53,2,0,2,0.450166002687522,-1
"54",54,2,0,2,0.450166002687522,-1
"55",55,2,0,2,0.450166002687522,-1
"56",56,2,0,2,0.450166002687522,-1
"57",57,2,0,2,0.450166002687522,-1
"58",58,2,0,2,0.450166002687522,-1
"59",59,1,0,2,0.450166002687522,0
"60",60,2,0,2,0.450166002687522,-1
"61",61,2,0,2,0.450166002687522,-1
"62",62,2,0,2,0.450166002687522,-1
"63",63,2,0,2,0.450166002687522,-1
"64",64,2,0,2,0.450166002687522,-1
"65",65,2,0,2,0.450166002687522,-1
"66",66,2,0,2,0.450166002687522,-1
"67",67,1,0,2,0.450166002687522,0
"68",68,1,0,2,0.450166002687522,0
"69",69,1,0,2,0.450166002687522,0
"70",70,2,0,2,0.450166002687522,-1
"71",71,1,0,2,0.450166002687522,0
"72",72,1,0,2,0.450166002687522,0
"73",73,2,0,2,0.450166002687522,-1
"74",74,2,0,2,0.450166002687522,-1
"75",75,1,0,2,0.450166002687522,0
"76",76,1,0,2,0.450166002687522,0
"77",77,2,0,2,0.450166002687522,-1
"78",78,2,0,2,0.450166002687522,-1
"79",79,2,0,2,0.450166002687522,-1
"80",80,2,0,2,0.450166002687522,-1
"81",81,1,0,2,0.450166002687522,0
"82",82,2,0,2,0.450166002687522,-1
"83",83,1,0,2,0.450166002687522,0
"84",84,2,0,2,0.450166002687522,-1
"85",85,1,0,2,0.450166002687522,0
"86",86,2,0,2,0.450166002687522,-1
"87",87,1,0,2,0.450166002687522,0
"88",88,1,0,2,0.450166002687522,0
"89",89,2,0,2,0.450166002687522,-1
"90",90,1,1,3,0.450166002687522,0
"91",91,1,0,3,0.47502081252106,1
"92",92,1,1,4,0.47502081252106,0
"93",93,2,0,4,0.5,-1
"94",94,2,0,4,0.5,-1
"95",95,2,0,4,0.5,-1
"96",96,1,0,4,0.5,1
"97",97,1,0,4,0.5,0
"98",98,1,0,4,0.5,0
"99",99,1,0,4,0.5,0
"100",100,2,0,4,0.5,-1
"101",101,2,0,4,0.5,-1
"102",102,2,0,4,0.5,-1
"103",103,1,0,4,0.5,0
"104",104,1,0,4,0.5,0
"105",105,2,0,4,0.5,-1
"106",106,1,0,4,0.5,0
"107",107,2,0,4,0.5,-1
"108",108,1,0,4,0.5,0
"109",109,2,0,4,0.5,-1
"110",110,1,0,4,0.5,0
"111",111,2,0,4,0.5,-1
"112",112,2,0,4,0.5,-1
"113",113,1,0,4,0.5,0
"114",114,2,0,4,0.5,-1
"115",115,1,0,4,0.5,0
"116",116,1,0,4,0.5,0
"117",117,1,0,4,0.5,0
"118",118,1,0,4,0.5,0
"119",119,1,0,4,0.5,0
"120",120,1,0,4,0.5,0
"121",121,1,0,4,0.5,0
"122",122,2,0,4,0.5,-1
"123",123,2,1,5,0.5,-1
"124",124,2,0,5,0.47502081252106,-1
"125",125,2,0,5,0.47502081252106,-1
"126",126,2,0,5,0.47502081252106,-1
"127",127,2,0,5,0.47502081252106,-1
"128",128,2,0,5,0.47502081252106,-1
"129",129,2,0,5,0.47502081252106,-1
"130",130,2,0,5,0.47502081252106,-1
"131",131,1,0,5,0.47502081252106,0
"132",132,2,0,5,0.47502081252106,-1
"133",133,2,0,5,0.47502081252106,-1
"134",134,2,1,6,0.47502081252106,-1
"135",135,1,0,6,0.450166002687522,0
"136",136,1,0,6,0.450166002687522,0
"137",137,2,0,6,0.450166002687522,-1
"138",138,2,0,6,0.450166002687522,-1
"139",139,2,0,6,0.450166002687522,-1
"140",140,1,0,6,0.450166002687522,0
"141",141,2,0,6,0.450166002687522,-1
"142",142,2,0,6,0.450166002687522,-1
"143",143,2,0,6,0.450166002687522,-1
