"","times","ChosenArm","Reward","CumulativeReward","pA","wins.by.A.timeline"
"1",1,2,0,0,0.5,-1
"2",2,1,0,0,0.5,0
"3",3,2,0,0,0.5,-1
"4",4,2,0,0,0.5,-1
"5",5,2,0,0,0.5,-1
"6",6,1,0,0,0.5,0
"7",7,2,0,0,0.5,-1
"8",8,2,0,0,0.5,-1
"9",9,2,0,0,0.5,-1
"10",10,1,0,0,0.5,0
"11",11,1,0,0,0.5,0
"12",12,1,0,0,0.5,0
"13",13,2,0,0,0.5,-1
"14",14,2,0,0,0.5,-1
"15",15,2,0,0,0.5,-1
"16",16,1,0,0,0.5,0
"17",17,2,0,0,0.5,-1
"18",18,2,0,0,0.5,-1
"19",19,2,0,0,0.5,-1
"20",20,1,0,0,0.5,0
"21",21,2,0,0,0.5,-1
"22",22,2,0,0,0.5,-1
"23",23,1,0,0,0.5,0
"24",24,1,0,0,0.5,0
"25",25,2,0,0,0.5,-1
"26",26,1,0,0,0.5,0
"27",27,1,1,1,0.5,0
"28",28,1,0,1,0.52497918747894,0
"29",29,2,0,1,0.52497918747894,-1
"30",30,1,0,1,0.52497918747894,0
"31",31,2,0,1,0.52497918747894,-1
"32",32,1,0,1,0.52497918747894,0
"33",33,1,0,1,0.52497918747894,0
"34",34,1,0,1,0.52497918747894,0
"35",35,1,0,1,0.52497918747894,0
"36",36,2,0,1,0.52497918747894,-1
"37",37,2,0,1,0.52497918747894,-1
"38",38,1,0,1,0.52497918747894,0
"39",39,1,0,1,0.52497918747894,0
"40",40,1,0,1,0.52497918747894,0
"41",41,2,0,1,0.52497918747894,-1
"42",42,2,0,1,0.52497918747894,-1
"43",43,2,0,1,0.52497918747894,-1
"44",44,2,0,1,0.52497918747894,-1
"45",45,1,1,2,0.52497918747894,0
"46",46,2,0,2,0.549833997312478,-1
"47",47,1,0,2,0.549833997312478,0
"48",48,2,0,2,0.549833997312478,-1
"49",49,2,0,2,0.549833997312478,-1
"50",50,2,0,2,0.549833997312478,-1
"51",51,2,0,2,0.549833997312478,-1
"52",52,2,0,2,0.549833997312478,-1
"53",53,2,0,2,0.549833997312478,-1
"54",54,1,0,2,0.549833997312478,0
"55",55,2,0,2,0.549833997312478,-1
"56",56,1,0,2,0.549833997312478,0
"57",57,1,0,2,0.549833997312478,0
"58",58,2,0,2,0.549833997312478,-1
"59",59,2,0,2,0.549833997312478,-1
"60",60,1,0,2,0.549833997312478,0
"61",61,1,0,2,0.549833997312478,0
"62",62,1,0,2,0.549833997312478,0
"63",63,1,0,2,0.549833997312478,0
"64",64,2,0,2,0.549833997312478,-1
"65",65,1,0,2,0.549833997312478,0
"66",66,1,0,2,0.549833997312478,0
"67",67,2,0,2,0.549833997312478,-1
"68",68,1,0,2,0.549833997312478,0
"69",69,2,0,2,0.549833997312478,-1
"70",70,2,0,2,0.549833997312478,-1
"71",71,1,0,2,0.549833997312478,0
"72",72,1,0,2,0.549833997312478,0
"73",73,1,0,2,0.549833997312478,0
"74",74,2,0,2,0.549833997312478,-1
"75",75,1,0,2,0.549833997312478,0
"76",76,1,0,2,0.549833997312478,0
"77",77,1,0,2,0.549833997312478,0
"78",78,2,0,2,0.549833997312478,-1
"79",79,1,0,2,0.549833997312478,0
"80",80,2,0,2,0.549833997312478,-1
"81",81,1,0,2,0.549833997312478,0
"82",82,2,0,2,0.549833997312478,-1
"83",83,1,0,2,0.549833997312478,0
"84",84,2,0,2,0.549833997312478,-1
"85",85,1,0,2,0.549833997312478,0
"86",86,1,0,2,0.549833997312478,0
"87",87,1,1,3,0.549833997312478,0
"88",88,1,0,3,0.574442516811659,0
"89",89,1,0,3,0.574442516811659,0
"90",90,1,0,3,0.574442516811659,0
"91",91,1,0,3,0.574442516811659,0
"92",92,1,0,3,0.574442516811659,0
"93",93,2,1,4,0.574442516811659,-1
"94",94,1,0,4,0.549833997312478,0
"95",95,2,0,4,0.549833997312478,-1
"96",96,1,0,4,0.549833997312478,0
"97",97,1,0,4,0.549833997312478,0
"98",98,1,0,4,0.549833997312478,0
"99",99,1,0,4,0.549833997312478,0
"100",100,1,0,4,0.549833997312478,0
"101",101,1,0,4,0.549833997312478,0
"102",102,2,0,4,0.549833997312478,-1
"103",103,2,0,4,0.549833997312478,-1
"104",104,2,0,4,0.549833997312478,-1
"105",105,1,0,4,0.549833997312478,0
"106",106,2,0,4,0.549833997312478,-1
"107",107,2,0,4,0.549833997312478,-1
"108",108,1,0,4,0.549833997312478,0
"109",109,2,0,4,0.549833997312478,-1
"110",110,2,0,4,0.549833997312478,-1
"111",111,1,1,5,0.549833997312478,0
"112",112,2,1,6,0.574442516811659,-1
"113",113,2,0,6,0.549833997312478,-1
"114",114,2,0,6,0.549833997312478,-1
"115",115,2,0,6,0.549833997312478,-1
"116",116,1,0,6,0.549833997312478,0
"117",117,1,0,6,0.549833997312478,0
"118",118,2,0,6,0.549833997312478,-1
"119",119,2,0,6,0.549833997312478,-1
"120",120,2,0,6,0.549833997312478,-1
"121",121,1,0,6,0.549833997312478,0
"122",122,1,0,6,0.549833997312478,0
"123",123,2,0,6,0.549833997312478,-1
"124",124,1,0,6,0.549833997312478,0
"125",125,1,0,6,0.549833997312478,0
"126",126,2,0,6,0.549833997312478,-1
"127",127,2,0,6,0.549833997312478,-1
"128",128,1,0,6,0.549833997312478,0
"129",129,1,0,6,0.549833997312478,0
"130",130,1,0,6,0.549833997312478,0
"131",131,1,0,6,0.549833997312478,0
"132",132,2,0,6,0.549833997312478,-1
"133",133,1,0,6,0.549833997312478,0
"134",134,1,0,6,0.549833997312478,0
