X,Y,UNICODE,P,D,L,V,LATITUDE,LONGITUDE
-71.59306992,-16.44804144,1.24.1.264,1,24,1,264,-16.448041440000001,-71.593069920000005
-71.59297703,-16.44806133,1.24.1.265,1,24,1,265,-16.448061330000002,-71.592977030000000
-71.592921,-16.44812663,1.24.1.266,1,24,1,266,-16.448126630000001,-71.592921000000004
-71.59281181,-16.44817845,1.24.1.267,1,24,1,267,-16.448178450000000,-71.592811810000001
-71.59274676,-16.44820234,1.24.1.268,1,24,1,268,-16.448202340000002,-71.592746759999997
-71.59268483,-16.44820208,1.24.1.269,1,24,1,269,-16.448202080000002,-71.592684829999996
-71.59262315,-16.44821476,1.24.1.270,1,24,1,270,-16.448214759999999,-71.592623149999994
-71.59254828,-16.44823655,1.24.1.271,1,24,1,271,-16.448236550000001,-71.592548280000003
-71.59256837,-16.44829318,1.24.1.272,1,24,1,272,-16.448293180000000,-71.592568369999995
-71.59261884,-16.44837249,1.24.1.273,1,24,1,273,-16.448372490000001,-71.592618840000000
-71.59266191,-16.44844761,1.24.1.274,1,24,1,274,-16.448447609999999,-71.592661910000004
-71.59271327,-16.44854622,1.24.1.275,1,24,1,275,-16.448546220000001,-71.592713270000004
-71.59276933,-16.44869067,1.24.1.276,1,24,1,276,-16.448690670000001,-71.592769329999996
-71.59286563,-16.448822,1.24.1.277,1,24,1,277,-16.448822000000000,-71.592865630000006
-71.59297733,-16.44883243,1.24.1.278,1,24,1,278,-16.448832430000000,-71.592977329999997
-71.59308742,-16.44881466,1.24.1.279,1,24,1,279,-16.448814660000000,-71.593087420000003
-71.59332192,-16.44872433,1.24.1.280,1,24,1,280,-16.448724330000001,-71.593321919999994
-71.59343651,-16.44866915,1.24.1.281,1,24,1,281,-16.448669150000001,-71.593436510000004
-71.59349562,-16.44865289,1.24.1.282,1,24,1,282,-16.448652890000002,-71.593495619999999
-71.59354389,-16.44861456,1.24.1.283,1,24,1,283,-16.448614559999999,-71.593543890000007
-71.59394279,-16.44844745,1.24.1.286,1,24,1,286,-16.448447450000000,-71.593942790000000
-71.59400112,-16.44849075,1.24.1.287,1,24,1,287,-16.448490750000001,-71.594001120000001
-71.59413785,-16.44851442,1.24.1.288,1,24,1,288,-16.448514419999999,-71.594137849999996
-71.59429943,-16.44871423,1.24.1.289,1,24,1,289,-16.448714230000000,-71.594299430000007
-71.6000025,-16.44962105,1.24.1.290,1,24,1,290,-16.449621050000001,-71.600002500000002
-71.59883017,-16.45051002,1.24.1.291,1,24,1,291,-16.450510019999999,-71.598830169999999
-71.59632762,-16.44881429,1.24.1.292,1,24,1,292,-16.448814290000001,-71.596327619999997
-71.59548247,-16.44890781,1.24.1.293,1,24,1,293,-16.448907810000001,-71.595482469999993
-71.59529777,-16.44893529,1.24.1.294,1,24,1,294,-16.448935290000001,-71.595297770000002
-71.59400983,-16.44875642,1.24.1.295,1,24,1,295,-16.448756419999999,-71.594009830000005
-71.59337125,-16.44887377,1.24.1.296,1,24,1,296,-16.448873769999999,-71.593371250000004
-71.59342592,-16.44897145,1.24.1.297,1,24,1,297,-16.448971449999998,-71.593425920000001
-71.59337838,-16.44908879,1.24.1.298,1,24,1,298,-16.449088790000001,-71.593378380000004
-71.59331087,-16.44901553,1.24.1.299,1,24,1,299,-16.449015530000000,-71.593310869999996
-71.59327942,-16.44893168,1.24.1.300,1,24,1,300,-16.448931680000001,-71.593279420000002
-71.59321027,-16.44923326,1.24.1.301,1,24,1,301,-16.449233260000000,-71.593210270000000
-71.59330863,-16.44965472,1.24.1.302,1,24,1,302,-16.449654720000002,-71.593308629999996
-71.59341458,-16.44986282,1.24.1.303,1,24,1,303,-16.449862820000000,-71.593414580000001
-71.59369309,-16.44984599,1.24.1.304,1,24,1,304,-16.449845990000000,-71.593693090000002
-71.59356876,-16.44997139,1.24.1.305,1,24,1,305,-16.449971390000002,-71.593568759999997
-71.59341166,-16.44993222,1.24.1.306,1,24,1,306,-16.449932220000001,-71.593411660000001
-71.5934363,-16.45001139,1.24.1.307,1,24,1,307,-16.450011390000000,-71.593436299999993
-71.59348422,-16.45007544,1.24.1.308,1,24,1,308,-16.450075439999999,-71.593484219999993
-71.59353223,-16.45015214,1.24.1.309,1,24,1,309,-16.450152140000000,-71.593532229999994
-71.59358324,-16.45023595,1.24.1.310,1,24,1,310,-16.450235950000000,-71.593583240000001
-71.59422379,-16.45051582,1.24.1.311,1,24,1,311,-16.450515820000000,-71.594223790000001
-71.59329972,-16.45086252,1.24.1.312,1,24,1,312,-16.450862520000001,-71.593299720000005
-71.59318052,-16.45021689,1.24.1.313,1,24,1,313,-16.450216890000000,-71.593180520000004
-71.59283995,-16.44984169,1.24.1.314,1,24,1,314,-16.449841690000000,-71.592839949999998
-71.5929702,-16.44979141,1.24.1.315,1,24,1,315,-16.449791410000000,-71.592970199999996
-71.59306912,-16.44973855,1.24.1.316,1,24,1,316,-16.449738549999999,-71.593069119999996
-71.59273664,-16.44956673,1.24.1.317,1,24,1,317,-16.449566730000001,-71.592736639999998
