X,Y,UNICODE,P,D,L,V,LATITUDE,LONGITUDE
-71.59098539,-16.44856369,1.24.1.195,1,24,1,195,-16.448563690000000,-71.590985390000000
-71.59105903,-16.44856275,1.24.1.196,1,24,1,196,-16.448562750000001,-71.591059029999997
-71.5911011,-16.44850473,1.24.1.197,1,24,1,197,-16.448504730000000,-71.591101100000003
-71.5912746,-16.4484531,1.24.1.198,1,24,1,198,-16.448453099999998,-71.591274600000006
-71.59142484,-16.44840997,1.24.1.199,1,24,1,199,-16.448409970000000,-71.591424840000002
-71.6001554,-16.4468311,1.24.1.2,1,24,1,2,-16.446831100000001,-71.600155400000006
-71.59830752,-16.44641102,1.24.1.20,1,24,1,20,-16.446411019999999,-71.598307520000006
-71.59139908,-16.44829861,1.24.1.200,1,24,1,200,-16.448298609999998,-71.591399080000002
-71.59134614,-16.44820096,1.24.1.201,1,24,1,201,-16.448200960000001,-71.591346139999999
-71.59127891,-16.44809071,1.24.1.202,1,24,1,202,-16.448090709999999,-71.591278910000000
-71.59121697,-16.44810427,1.24.1.203,1,24,1,203,-16.448104270000002,-71.591216970000005
-71.59113148,-16.44811787,1.24.1.204,1,24,1,204,-16.448117870000001,-71.591131480000001
-71.59107405,-16.44814623,1.24.1.205,1,24,1,205,-16.448146229999999,-71.591074050000003
-71.59087049,-16.4481805,1.24.1.206,1,24,1,206,-16.448180499999999,-71.590870490000000
-71.59079184,-16.44819714,1.24.1.207,1,24,1,207,-16.448197140000001,-71.590791839999994
-71.59067781,-16.44821274,1.24.1.208,1,24,1,208,-16.448212739999999,-71.590677810000003
-71.59053211,-16.44791617,1.24.1.209,1,24,1,209,-16.447916169999999,-71.590532109999998
-71.59840725,-16.44629134,1.24.1.21,1,24,1,21,-16.446291339999998,-71.598407249999994
-71.59071278,-16.44802916,1.24.1.210,1,24,1,210,-16.448029160000001,-71.590712780000004
-71.59081954,-16.44802032,1.24.1.211,1,24,1,211,-16.448020320000001,-71.590819539999998
-71.59093686,-16.44797318,1.24.1.212,1,24,1,212,-16.447973180000002,-71.590936859999999
-71.59119068,-16.44793412,1.24.1.213,1,24,1,213,-16.447934119999999,-71.591190679999997
-71.59114111,-16.44784714,1.24.1.214,1,24,1,214,-16.447847140000000,-71.591141109999995
-71.59107204,-16.44776426,1.24.1.215,1,24,1,215,-16.447764260000000,-71.591072040000000
-71.59106827,-16.44769369,1.24.1.216,1,24,1,216,-16.447693690000001,-71.591068269999994
-71.59100461,-16.44757039,1.24.1.217,1,24,1,217,-16.447570389999999,-71.591004609999999
-71.59088816,-16.447595,1.24.1.218,1,24,1,218,-16.447595000000000,-71.590888160000006
-71.59080296,-16.44761461,1.24.1.219,1,24,1,219,-16.447614609999999,-71.590802960000005
-71.5984707,-16.44619828,1.24.1.22,1,24,1,22,-16.446198280000001,-71.598470699999993
-71.59062219,-16.44764677,1.24.1.220,1,24,1,220,-16.447646769999999,-71.590622190000005
-71.59134674,-16.44754745,1.24.1.221,1,24,1,221,-16.447547449999998,-71.591346740000006
-71.59156132,-16.44774488,1.24.1.222,1,24,1,222,-16.447744879999998,-71.591561319999997
-71.59167756,-16.44773883,1.24.1.223,1,24,1,223,-16.447738829999999,-71.591677559999994
-71.591779,-16.44770965,1.24.1.224,1,24,1,224,-16.447709650000000,-71.591779000000002
-71.59174134,-16.44764748,1.24.1.225,1,24,1,225,-16.447647480000001,-71.591741339999999
-71.59168278,-16.44750101,1.24.1.226,1,24,1,226,-16.447501010000000,-71.591682779999999
-71.59189832,-16.44747496,1.24.1.227,1,24,1,227,-16.447474960000001,-71.591898319999999
-71.59192445,-16.44758933,1.24.1.228,1,24,1,228,-16.447589330000000,-71.591924449999993
-71.59197673,-16.44770643,1.24.1.229,1,24,1,229,-16.447706430000000,-71.591976729999999
-71.59855876,-16.44605826,1.24.1.23,1,24,1,23,-16.446058260000001,-71.598558760000003
-71.59214161,-16.44777763,1.24.1.230,1,24,1,230,-16.447777630000001,-71.592141609999999
-71.59210184,-16.44780974,1.24.1.231,1,24,1,231,-16.447809740000000,-71.592101839999998
-71.59202129,-16.44781274,1.24.1.232,1,24,1,232,-16.447812740000000,-71.592021290000005
-71.59193759,-16.44784183,1.24.1.233,1,24,1,233,-16.447841830000002,-71.591937590000001
-71.59186541,-16.44786791,1.24.1.234,1,24,1,234,-16.447867909999999,-71.591865409999997
-71.59177962,-16.44789298,1.24.1.235,1,24,1,235,-16.447892979999999,-71.591779619999997
-71.59169289,-16.44791697,1.24.1.236,1,24,1,236,-16.447916970000001,-71.591692890000004
-71.59162219,-16.44795977,1.24.1.237,1,24,1,237,-16.447959770000001,-71.591622189999995
-71.59153698,-16.44799258,1.24.1.238,1,24,1,238,-16.447992580000001,-71.591536980000001
-71.59143574,-16.44799633,1.24.1.239,1,24,1,239,-16.447996329999999,-71.591435739999994
-71.59908382,-16.44636317,1.24.1.24,1,24,1,24,-16.446363170000001,-71.599083820000004
-71.59160228,-16.44834608,1.24.1.240,1,24,1,240,-16.448346080000000,-71.591602280000004
-71.59170176,-16.44830526,1.24.1.241,1,24,1,241,-16.448305260000001,-71.591701760000007
-71.59179551,-16.44826441,1.24.1.242,1,24,1,242,-16.448264410000000,-71.591795509999997
-71.59196524,-16.44820418,1.24.1.243,1,24,1,243,-16.448204180000001,-71.591965239999993
-71.59206497,-16.44811357,1.24.1.244,1,24,1,244,-16.448113570000000,-71.592064969999996
-71.59215098,-16.44808941,1.24.1.245,1,24,1,245,-16.448089410000001,-71.592150980000000
-71.59226013,-16.44810352,1.24.1.246,1,24,1,246,-16.448103520000000,-71.592260130000000
-71.59237636,-16.44806028,1.24.1.247,1,24,1,247,-16.448060280000000,-71.592376360000003
-71.5924614,-16.4480151,1.24.1.248,1,24,1,248,-16.448015099999999,-71.592461400000005
-71.59258901,-16.44789722,1.24.1.249,1,24,1,249,-16.447897220000002,-71.592589009999998
-71.59830742,-16.44592518,1.24.1.25,1,24,1,25,-16.445925180000000,-71.598307419999998
-71.59254641,-16.44755957,1.24.1.250,1,24,1,250,-16.447559569999999,-71.592546409999997
-71.59257505,-16.44742242,1.24.1.251,1,24,1,251,-16.447422419999999,-71.592575049999994
-71.59250394,-16.44743869,1.24.1.252,1,24,1,252,-16.447438689999998,-71.592503940000000
-71.592431,-16.4474394,1.24.1.253,1,24,1,253,-16.447439400000000,-71.592431000000005
-71.5923425,-16.44742284,1.24.1.254,1,24,1,254,-16.447422840000002,-71.592342500000001
-71.59225001,-16.44746687,1.24.1.255,1,24,1,255,-16.447466870000000,-71.592250010000001
-71.59217299,-16.44742624,1.24.1.256,1,24,1,256,-16.447426239999999,-71.592172989999995
-71.59211513,-16.44742703,1.24.1.257,1,24,1,257,-16.447427030000000,-71.592115129999996
-71.59201264,-16.44744766,1.24.1.258,1,24,1,258,-16.447447660000002,-71.592012639999993
-71.59316849,-16.44765056,1.24.1.259,1,24,1,259,-16.447650560000000,-71.593168489999996
-71.59826766,-16.44604625,1.24.1.26,1,24,1,26,-16.446046249999998,-71.598267660000005
-71.5931288,-16.44772643,1.24.1.260,1,24,1,260,-16.447726429999999,-71.593128800000002
-71.59311158,-16.44779118,1.24.1.261,1,24,1,261,-16.447791179999999,-71.593111579999999
-71.59305382,-16.44785064,1.24.1.263,1,24,1,263,-16.447850639999999,-71.593053819999994
-71.59815007,-16.44623485,1.24.1.27,1,24,1,27,-16.446234850000000,-71.598150070000003
-71.5981232,-16.44610799,1.24.1.28,1,24,1,28,-16.446107990000002,-71.598123200000003
-71.59351596,-16.44784034,1.24.1.284,1,24,1,284,-16.447840339999999,-71.593515960000005
-71.59336154,-16.44774882,1.24.1.285,1,24,1,285,-16.447748820000001,-71.593361540000004
-71.59803584,-16.44581888,1.24.1.29,1,24,1,29,-16.445818880000001,-71.598035839999994
-71.60065701,-16.44733425,1.24.1.3,1,24,1,3,-16.447334250000001,-71.600657010000006
-71.59802362,-16.4459332,1.24.1.30,1,24,1,30,-16.445933199999999,-71.598023620000006
-71.59804156,-16.44629664,1.24.1.31,1,24,1,31,-16.446296640000000,-71.598041559999999
-71.59795348,-16.44633037,1.24.1.32,1,24,1,32,-16.446330369999998,-71.597953480000001
-71.5977192,-16.4463322,1.24.1.33,1,24,1,33,-16.446332200000001,-71.597719200000000
-71.59772445,-16.44615224,1.24.1.34,1,24,1,34,-16.446152240000000,-71.597724450000001
-71.59765808,-16.44598512,1.24.1.35,1,24,1,35,-16.445985120000000,-71.597658080000002
-71.59753399,-16.44601066,1.24.1.36,1,24,1,36,-16.446010659999999,-71.597533990000002
-71.59756376,-16.44613286,1.24.1.37,1,24,1,37,-16.446132859999999,-71.597563760000000
-71.59761607,-16.44631833,1.24.1.38,1,24,1,38,-16.446318330000000,-71.597616070000001
-71.59756833,-16.4463254,1.24.1.39,1,24,1,39,-16.446325399999999,-71.597568330000001
-71.5999639,-16.44693006,1.24.1.4,1,24,1,4,-16.446930060000000,-71.599963900000006
-71.59749144,-16.44633495,1.24.1.40,1,24,1,40,-16.446334950000001,-71.597491439999999
-71.59743102,-16.44633404,1.24.1.41,1,24,1,41,-16.446334040000000,-71.597431020000002
-71.5973637,-16.4463445,1.24.1.42,1,24,1,42,-16.446344499999999,-71.597363700000002
-71.59731194,-16.44635148,1.24.1.43,1,24,1,43,-16.446351480000001,-71.597311939999997
-71.59722061,-16.44635855,1.24.1.44,1,24,1,44,-16.446358549999999,-71.597220609999994
-71.59712192,-16.4463736,1.24.1.45,1,24,1,45,-16.446373600000001,-71.597121920000006
-71.59698496,-16.4463916,1.24.1.46,1,24,1,46,-16.446391599999998,-71.596984960000000
-71.59684972,-16.44640386,1.24.1.47,1,24,1,47,-16.446403860000000,-71.596849719999994
-71.59669763,-16.44644052,1.24.1.48,1,24,1,48,-16.446440519999999,-71.596697629999994
-71.59664821,-16.44628276,1.24.1.49,1,24,1,49,-16.446282759999999,-71.596648209999998
-71.59969142,-16.44711531,1.24.1.5,1,24,1,5,-16.447115310000001,-71.599691419999999
-71.5963802,-16.44654972,1.24.1.50,1,24,1,50,-16.446549720000000,-71.596380199999999
-71.59625224,-16.44655078,1.24.1.51,1,24,1,51,-16.446550779999999,-71.596252239999998
-71.5976612,-16.44654888,1.24.1.52,1,24,1,52,-16.446548880000002,-71.597661200000005
-71.59746284,-16.44654982,1.24.1.53,1,24,1,53,-16.446549820000001,-71.597462840000006
-71.59736588,-16.44655426,1.24.1.54,1,24,1,54,-16.446554259999999,-71.597365879999998
-71.59727205,-16.4465698,1.24.1.55,1,24,1,55,-16.446569799999999,-71.597272050000001
-71.5971874,-16.4466053,1.24.1.56,1,24,1,56,-16.446605300000002,-71.597187399999996
-71.59710057,-16.4466203,1.24.1.57,1,24,1,57,-16.446620299999999,-71.597100569999995
-71.59704615,-16.44662582,1.24.1.58,1,24,1,58,-16.446625820000001,-71.597046149999997
-71.59696214,-16.44662028,1.24.1.59,1,24,1,59,-16.446620280000001,-71.596962140000002
-71.59959169,-16.44717764,1.24.1.6,1,24,1,6,-16.447177640000000,-71.599591689999997
-71.5965436,-16.44674306,1.24.1.60,1,24,1,60,-16.446743059999999,-71.596543600000004
-71.59644016,-16.44676132,1.24.1.61,1,24,1,61,-16.446761320000000,-71.596440160000000
-71.59635709,-16.44680759,1.24.1.62,1,24,1,62,-16.446807589999999,-71.596357089999998
-71.58917715,-16.44747057,1.24.1.621,1,24,1,621,-16.447470570000000,-71.589177149999998
-71.58894311,-16.4471292,1.24.1.622,1,24,1,622,-16.447129199999999,-71.588943110000002
-71.58884124,-16.44704474,1.24.1.623,1,24,1,623,-16.447044739999999,-71.588841239999994
-71.58881385,-16.44699056,1.24.1.624,1,24,1,624,-16.446990560000000,-71.588813849999994
-71.58915118,-16.44682858,1.24.1.625,1,24,1,625,-16.446828579999998,-71.589151180000002
-71.58931604,-16.44689583,1.24.1.626,1,24,1,626,-16.446895829999999,-71.589316040000000
-71.5893252,-16.44710056,1.24.1.627,1,24,1,627,-16.447100559999999,-71.589325200000005
-71.58945781,-16.44710615,1.24.1.628,1,24,1,628,-16.447106150000000,-71.589457809999999
-71.58993652,-16.44710997,1.24.1.629,1,24,1,629,-16.447109970000000,-71.589936519999995
-71.59605219,-16.44684421,1.24.1.63,1,24,1,63,-16.446844209999998,-71.596052189999995
-71.59009565,-16.447078,1.24.1.630,1,24,1,630,-16.447078000000001,-71.590095649999995
-71.59025416,-16.44708126,1.24.1.631,1,24,1,631,-16.447081260000001,-71.590254160000001
-71.59033238,-16.44706893,1.24.1.632,1,24,1,632,-16.447068930000000,-71.590332380000007
-71.59039576,-16.44705875,1.24.1.633,1,24,1,633,-16.447058750000000,-71.590395760000007
-71.5904569,-16.44704404,1.24.1.634,1,24,1,634,-16.447044040000002,-71.590456900000007
-71.59052639,-16.44706208,1.24.1.635,1,24,1,635,-16.447062079999998,-71.590526389999994
-71.59059247,-16.44705186,1.24.1.636,1,24,1,636,-16.447051859999998,-71.590592470000004
-71.59066576,-16.44704163,1.24.1.637,1,24,1,637,-16.447041630000001,-71.590665759999993
-71.59075818,-16.44702115,1.24.1.638,1,24,1,638,-16.447021150000001,-71.590758179999995
-71.59083891,-16.4470415,1.24.1.639,1,24,1,639,-16.447041500000001,-71.590838910000002
-71.59596123,-16.44688439,1.24.1.64,1,24,1,64,-16.446884390000001,-71.595961230000000
-71.59093291,-16.44704679,1.24.1.640,1,24,1,640,-16.447046790000002,-71.590932910000006
-71.59107165,-16.44706334,1.24.1.641,1,24,1,641,-16.447063340000000,-71.591071650000004
-71.59108262,-16.44694266,1.24.1.642,1,24,1,642,-16.446942660000001,-71.591082619999995
-71.59091519,-16.4469013,1.24.1.643,1,24,1,643,-16.446901300000000,-71.590915190000004
-71.59085321,-16.44681907,1.24.1.644,1,24,1,644,-16.446819070000000,-71.590853210000006
-71.59081578,-16.44672853,1.24.1.645,1,24,1,645,-16.446728530000001,-71.590815780000000
-71.59074723,-16.44673696,1.24.1.646,1,24,1,646,-16.446736959999999,-71.590747230000005
-71.59066233,-16.44673858,1.24.1.647,1,24,1,647,-16.446738580000002,-71.590662330000001
-71.59057022,-16.44672925,1.24.1.648,1,24,1,648,-16.446729250000001,-71.590570220000004
-71.59047913,-16.44675738,1.24.1.649,1,24,1,649,-16.446757380000001,-71.590479130000006
-71.59585538,-16.44690958,1.24.1.65,1,24,1,65,-16.446909580000000,-71.595855380000003
-71.59032018,-16.44689239,1.24.1.650,1,24,1,650,-16.446892389999999,-71.590320180000006
-71.59040563,-16.44687956,1.24.1.651,1,24,1,651,-16.446879559999999,-71.590405630000006
-71.5904889,-16.4468783,1.24.1.652,1,24,1,652,-16.446878300000002,-71.590488899999997
-71.59057203,-16.4468838,1.24.1.653,1,24,1,653,-16.446883799999998,-71.590572030000004
-71.5907586,-16.44689441,1.24.1.654,1,24,1,654,-16.446894409999999,-71.590758600000001
-71.59005475,-16.44693611,1.24.1.655,1,24,1,655,-16.446936109999999,-71.590054749999993
-71.59015671,-16.44689012,1.24.1.656,1,24,1,656,-16.446890119999999,-71.590156710000002
-71.58986042,-16.44678203,1.24.1.657,1,24,1,657,-16.446782030000001,-71.589860419999994
-71.58972022,-16.44680428,1.24.1.658,1,24,1,658,-16.446804279999998,-71.589720220000004
-71.58952429,-16.44680867,1.24.1.659,1,24,1,659,-16.446808669999999,-71.589524290000000
-71.59552769,-16.44694024,1.24.1.66,1,24,1,66,-16.446940240000000,-71.595527689999997
-71.58956738,-16.44658239,1.24.1.660,1,24,1,660,-16.446582390000000,-71.589567380000005
-71.58978186,-16.44656159,1.24.1.661,1,24,1,661,-16.446561590000002,-71.589781860000002
-71.58985926,-16.44655262,1.24.1.662,1,24,1,662,-16.446552619999999,-71.589859259999997
-71.58995058,-16.44653216,1.24.1.663,1,24,1,663,-16.446532160000000,-71.589950579999993
-71.59039573,-16.44650252,1.24.1.664,1,24,1,664,-16.446502519999999,-71.590395729999997
-71.59051158,-16.44649877,1.24.1.665,1,24,1,665,-16.446498770000002,-71.590511579999998
-71.59012305,-16.44644877,1.24.1.666,1,24,1,666,-16.446448770000000,-71.590123050000003
-71.5900119,-16.44633251,1.24.1.667,1,24,1,667,-16.446332510000001,-71.590011899999993
-71.58991594,-16.44634838,1.24.1.668,1,24,1,668,-16.446348380000000,-71.589915939999997
-71.58985255,-16.4463683,1.24.1.669,1,24,1,669,-16.446368300000000,-71.589852550000003
-71.59545607,-16.44696464,1.24.1.67,1,24,1,67,-16.446964640000001,-71.595456069999997
-71.58976021,-16.44637241,1.24.1.670,1,24,1,670,-16.446372409999999,-71.589760209999994
-71.58962494,-16.44640968,1.24.1.671,1,24,1,671,-16.446409679999999,-71.589624939999993
-71.58949225,-16.4463808,1.24.1.672,1,24,1,672,-16.446380800000000,-71.589492250000006
-71.59008976,-16.44619448,1.24.1.673,1,24,1,673,-16.446194479999999,-71.590089759999998
-71.59003124,-16.44595579,1.24.1.674,1,24,1,674,-16.445955789999999,-71.590031240000002
-71.59003642,-16.44567555,1.24.1.675,1,24,1,675,-16.445675550000001,-71.590036420000004
-71.5897114,-16.44505957,1.24.1.676,1,24,1,676,-16.445059570000002,-71.589711399999999
-71.58960111,-16.44505755,1.24.1.677,1,24,1,677,-16.445057550000001,-71.589601110000004
-71.58948453,-16.44507144,1.24.1.678,1,24,1,678,-16.445071440000000,-71.589484529999993
-71.58940238,-16.44509609,1.24.1.679,1,24,1,679,-16.445096090000000,-71.589402379999996
-71.59537463,-16.44698411,1.24.1.68,1,24,1,68,-16.446984109999999,-71.595374629999995
-71.58930504,-16.44510022,1.24.1.680,1,24,1,680,-16.445100220000000,-71.589305039999999
-71.58919503,-16.44510863,1.24.1.681,1,24,1,681,-16.445108630000000,-71.589195029999999
-71.58908534,-16.44512734,1.24.1.682,1,24,1,682,-16.445127339999999,-71.589085339999997
-71.58897815,-16.44511587,1.24.1.683,1,24,1,683,-16.445115869999999,-71.588978150000003
-71.58946246,-16.44530204,1.24.1.684,1,24,1,684,-16.445302040000001,-71.589462459999993
-71.58941698,-16.4454946,1.24.1.685,1,24,1,685,-16.445494600000000,-71.589416979999996
