"lon","lat","X","Y","polygon","unicode","prov","dist","loc","viv","loc_num","block","uniblock"
-71.591441433,-16.4503218221132,223287.369554,8179478.521141,50,"1.24.1.566",1,24,"1","566",1,"51","1.24.1.51"
-71.5915503292268,-16.4503032901422,223275.708672,8179480.423781,50,"1.24.1.567",1,24,"1","567",1,"51","1.24.1.51"
-71.5914455188309,-16.4500537588931,223286.55263,8179508.194115,50,"1.24.1.568",1,24,"1","568",1,"51","1.24.1.51"
-71.5913268803594,-16.4500967195757,223299.289059,8179503.600188,50,"1.24.1.569",1,24,"1","569",1,"51","1.24.1.51"
-71.5911960398402,-16.4501482188272,223313.341277,8179498.077616,50,"1.24.1.570",1,24,"1","570",1,"51","1.24.1.51"
-71.5911659527509,-16.450162687814,223316.576344,8179496.516882,50,"1.24.1.570A",1,24,"1","570A",1,"51","1.24.1.51"
-71.5911286137917,-16.4501785390024,223320.588169,8179494.813046,50,"1.24.1.571",1,24,"1","571",1,"51","1.24.1.51"
-71.5910382820493,-16.4501968111611,223330.265232,8179492.913729,50,"1.24.1.572",1,24,"1","572",1,"51","1.24.1.51"
-71.59109624977,-16.4503311501301,223324.262507,8179477.96105,50,"1.24.1.573",1,24,"1","573",1,"51","1.24.1.51"
-71.5910036337759,-16.4498909957726,223333.533207,8179526.819451,51,"1.24.1.574",1,24,"1","574",1,"52","1.24.1.52"
-71.5909376700038,-16.449618030783,223340.193596,8179557.131018,51,"1.24.1.575",1,24,"1","575",1,"52","1.24.1.52"
-71.5909248551885,-16.4494542170931,223341.330347,8179575.285157,51,"1.24.1.576",1,24,"1","576",1,"52","1.24.1.52"
-71.5907413335396,-16.4494305745141,223360.904525,8179578.153981,51,"1.24.1.577",1,24,"1","577",1,"52","1.24.1.52"
-71.5905088638306,-16.4494699984946,223385.797843,8179574.107391,51,"1.24.1.578",1,24,"1","578",1,"52","1.24.1.52"
-71.5903616287859,-16.4495388682847,223401.626324,8179566.684025,51,"1.24.1.579",1,24,"1","579",1,"52","1.24.1.52"
-71.5902702860155,-16.4495628235597,223411.419486,8179564.156847,51,"1.24.1.580",1,24,"1","580",1,"52","1.24.1.52"
-71.5901624161931,-16.4496181856625,223423.02296,8179558.175088,51,"1.24.1.581",1,24,"1","581",1,"52","1.24.1.52"
-71.5900772570915,-16.4496314276726,223432.140249,8179556.825554,51,"1.24.1.582",1,24,"1","582",1,"52","1.24.1.52"
-71.5899997474988,-16.4496422486288,223440.436819,8179555.733594,51,"1.24.1.583",1,24,"1","583",1,"52","1.24.1.52"
-71.5898724563663,-16.4496877727564,223454.101324,8179550.867608,51,"1.24.1.584",1,24,"1","584",1,"52","1.24.1.52"
-71.5899284090862,-16.4497816084775,223448.25634,8179540.402042,51,"1.24.1.585",1,24,"1","585",1,"52","1.24.1.52"
-71.5899645021267,-16.4498919755008,223444.556638,8179528.133395,51,"1.24.1.586",1,24,"1","586",1,"52","1.24.1.52"
-71.590004508179,-16.4499665720706,223440.38814,8179519.819706,51,"1.24.1.587",1,24,"1","587",1,"52","1.24.1.52"
-71.5900672333907,-16.450049854322,223433.804625,8179510.513289,51,"1.24.1.588",1,24,"1","588",1,"52","1.24.1.52"
-71.5901088426036,-16.4501344206236,223429.478992,8179501.093607,51,"1.24.1.589",1,24,"1","589",1,"52","1.24.1.52"
-71.5901442514893,-16.4502034473219,223425.793773,8179493.402872,51,"1.24.1.590",1,24,"1","590",1,"52","1.24.1.52"
-71.5901544982983,-16.4502992564238,223424.834882,8179482.78137,51,"1.24.1.591",1,24,"1","591",1,"52","1.24.1.52"
-71.5897469634502,-16.4495358474002,223467.293705,8179567.859709,52,"1.24.1.592",1,24,"1","592",1,"53","1.24.1.53"
-71.5896860242456,-16.4493079583696,223473.481383,8179593.17376,52,"1.24.1.593",1,24,"1","593",1,"53","1.24.1.53"
-71.5897404303328,-16.4492877471525,223467.639898,8179595.336989,52,"1.24.1.594",1,24,"1","594",1,"53","1.24.1.53"
-71.5898121629858,-16.449248458373,223459.920164,8179599.588673,52,"1.24.1.595",1,24,"1","595",1,"53","1.24.1.53"
-71.5898505423827,-16.4492311666181,223455.795131,8179601.450603,52,"1.24.1.595A",1,24,"1","595A",1,"53","1.24.1.53"
-71.5899199738733,-16.4492162125144,223448.355761,8179603.011226,52,"1.24.1.596",1,24,"1","596",1,"53","1.24.1.53"
-71.589974593819,-16.4492984844388,223442.636757,8179593.827767,52,"1.24.1.597",1,24,"1","597",1,"53","1.24.1.53"
-71.5899919368996,-16.4493677601935,223440.882041,8179586.134188,52,"1.24.1.598",1,24,"1","598",1,"53","1.24.1.53"
-71.590019279359,-16.4494407828388,223438.064293,8179578.012088,52,"1.24.1.599",1,24,"1","599",1,"53","1.24.1.53"
-71.5899671707109,-16.4494595963991,223443.658334,8179576.000464,52,"1.24.1.600",1,24,"1","600",1,"53","1.24.1.53"
-71.5899297514227,-16.4494715798094,223447.673256,8179574.724934,52,"1.24.1.601",1,24,"1","601",1,"53","1.24.1.53"
-71.5898711778335,-16.449491929262,223453.960196,8179572.552109,52,"1.24.1.602",1,24,"1","602",1,"53","1.24.1.53"
-71.5898139054777,-16.44951464433,223460.111463,8179570.115594,52,"1.24.1.603",1,24,"1","603",1,"53","1.24.1.53"
-71.5901470848102,-16.4493852310356,223424.330595,8179583.987575,53,"1.24.1.604",1,24,"1","604",1,"54","1.24.1.54"
-71.5902345893077,-16.4493224601694,223414.892462,8179590.81747,53,"1.24.1.605",1,24,"1","605",1,"54","1.24.1.54"
-71.5903955978907,-16.44926846618,223397.613484,8179596.575025,53,"1.24.1.606",1,24,"1","606",1,"54","1.24.1.54"
-71.5905956668553,-16.4491751463819,223376.105441,8179606.633046,53,"1.24.1.607",1,24,"1","607",1,"54","1.24.1.54"
-71.5907863619563,-16.4491550042629,223355.702702,8179608.602032,53,"1.24.1.608",1,24,"1","608",1,"54","1.24.1.54"
-71.5907445383104,-16.4490353270312,223360.001438,8179621.909321,53,"1.24.1.609",1,24,"1","609",1,"54","1.24.1.54"
-71.5906964728305,-16.4489321298351,223364.990447,8179633.40057,53,"1.24.1.610",1,24,"1","610",1,"54","1.24.1.54"
-71.5906061973009,-16.4489575584024,223374.671708,8179630.708828,53,"1.24.1.611",1,24,"1","611",1,"54","1.24.1.54"
-71.5905074150727,-16.4489915087204,223385.273924,8179627.085242,53,"1.24.1.612",1,24,"1","612",1,"54","1.24.1.54"
-71.5904355869102,-16.4490204576805,223392.989225,8179623.978483,53,"1.24.1.613",1,24,"1","613",1,"54","1.24.1.54"
-71.5903866325341,-16.4490389058091,223398.245757,8179622.003009,53,"1.24.1.614",1,24,"1","614",1,"54","1.24.1.54"
-71.5903276043399,-16.4490594115952,223404.581509,8179619.81351,53,"1.24.1.615",1,24,"1","615",1,"54","1.24.1.54"
-71.5902837806611,-16.4490738440604,223409.284171,8179618.275605,53,"1.24.1.616",1,24,"1","616",1,"54","1.24.1.54"
-71.5901840364701,-16.4491073769236,223419.988558,8179614.699539,53,"1.24.1.617",1,24,"1","617",1,"54","1.24.1.54"
-71.5901069155751,-16.449131246813,223428.262128,8179612.16234,53,"1.24.1.618",1,24,"1","618",1,"54","1.24.1.54"
-71.5900473088346,-16.4491670242887,223434.681344,8179608.282824,53,"1.24.1.619",1,24,"1","619",1,"54","1.24.1.54"
-71.5900790788818,-16.4492503144087,223431.405105,8179599.017903,53,"1.24.1.620",1,24,"1","620",1,"54","1.24.1.54"
-71.5891771473788,-16.4474705735723,223525.245769,8179797.295406,54,"1.24.1.621",1,24,"1","621",1,"55","1.24.1.55"
-71.5889431127425,-16.4471292037978,223549.766729,8179835.410164,54,"1.24.1.622",1,24,"1","622",1,"55","1.24.1.55"
-71.5888412439127,-16.4470447437263,223560.530949,8179844.900463,54,"1.24.1.623",1,24,"1","623",1,"55","1.24.1.55"
-71.5888138498528,-16.4469905586922,223563.381004,8179850.937006,54,"1.24.1.624",1,24,"1","624",1,"55","1.24.1.55"
-71.5891511768342,-16.4468285756572,223527.110483,8179868.409486,54,"1.24.1.625",1,24,"1","625",1,"55","1.24.1.55"
-71.5893160441806,-16.4468958287498,223509.590937,8179860.738053,54,"1.24.1.626",1,24,"1","626",1,"55","1.24.1.55"
-71.5893251975588,-16.4471005603137,223508.903192,8179838.058752,54,"1.24.1.627",1,24,"1","627",1,"55","1.24.1.55"
-71.5894578050608,-16.447106147837,223494.74298,8179837.258716,54,"1.24.1.628",1,24,"1","628",1,"55","1.24.1.55"
-71.5899365159948,-16.4471099729591,223443.601662,8179836.180234,54,"1.24.1.629",1,24,"1","629",1,"55","1.24.1.55"
-71.5900956459007,-16.4470780023774,223426.554463,8179839.502094,54,"1.24.1.630",1,24,"1","630",1,"55","1.24.1.55"
-71.5902541605802,-16.4470812595334,223409.622947,8179838.924555,54,"1.24.1.631",1,24,"1","631",1,"55","1.24.1.55"
-71.5903323767065,-16.4470689250311,223401.248633,8179840.183124,54,"1.24.1.632",1,24,"1","632",1,"55","1.24.1.55"
-71.5903957580484,-16.4470587510966,223394.46237,8179841.222786,54,"1.24.1.633",1,24,"1","633",1,"55","1.24.1.55"
-71.5904568998917,-16.4470440389002,223387.908943,8179842.767963,54,"1.24.1.634",1,24,"1","634",1,"55","1.24.1.55"
-71.5905263895181,-16.4470620754003,223380.510062,8179840.675951,54,"1.24.1.635",1,24,"1","635",1,"55","1.24.1.55"
-71.5905924673981,-16.4470518628925,223373.435637,8179841.716186,54,"1.24.1.636",1,24,"1","636",1,"55","1.24.1.55"
-71.5906657613791,-16.4470416270112,223365.590189,8179842.749131,54,"1.24.1.637",1,24,"1","637",1,"55","1.24.1.55"
-71.5907581782546,-16.4470211495617,223355.687071,8179844.88979,54,"1.24.1.638",1,24,"1","638",1,"55","1.24.1.55"
-71.5908389099895,-16.4470414997934,223347.090334,8179842.526213,54,"1.24.1.639",1,24,"1","639",1,"55","1.24.1.55"
-71.5909329123594,-16.447046786138,223337.05436,8179841.812261,54,"1.24.1.640",1,24,"1","640",1,"55","1.24.1.55"
-71.5910716456024,-16.4470633350607,223322.255191,8179839.790138,55,"1.24.1.641",1,24,"1","641",1,"56","1.24.1.56"
-71.5910826198606,-16.4469426606925,223320.911487,8179853.135548,55,"1.24.1.642",1,24,"1","642",1,"56","1.24.1.56"
-71.5908958579619,-16.4468845926909,223340.783289,8179859.82019,56,"1.24.1.643",1,24,"1","643",1,"57","1.24.1.57"
-71.5908467769207,-16.4468180376638,223345.932845,8179867.255996,56,"1.24.1.644",1,24,"1","644",1,"57","1.24.1.57"
-71.5907986186938,-16.4467271958235,223350.949359,8179877.379446,56,"1.24.1.645",1,24,"1","645",1,"57","1.24.1.57"
-71.5907180927998,-16.4467445614748,223359.577612,8179875.567033,56,"1.24.1.646",1,24,"1","646",1,"57","1.24.1.57"
-71.5906394848244,-16.4467464871622,223367.979048,8179875.461423,56,"1.24.1.647",1,24,"1","647",1,"57","1.24.1.57"
-71.590561069379,-16.4467299549757,223376.333735,8179877.399105,56,"1.24.1.648",1,24,"1","648",1,"57","1.24.1.57"
-71.5904142587806,-16.4467441413609,223392.039525,8179876.029391,56,"1.24.1.649",1,24,"1","649",1,"57","1.24.1.57"
-71.5903201844717,-16.4468923900039,223402.300932,8179859.744833,56,"1.24.1.650",1,24,"1","650",1,"57","1.24.1.57"
-71.5904056297009,-16.4468795560375,223393.153523,8179861.048804,56,"1.24.1.651",1,24,"1","651",1,"57","1.24.1.57"
-71.5904888954599,-16.4468782961949,223384.255388,8179861.074329,56,"1.24.1.652",1,24,"1","652",1,"57","1.24.1.57"
-71.5905720330558,-16.446883801816,223375.38054,8179860.35099,56,"1.24.1.653",1,24,"1","653",1,"57","1.24.1.57"
-71.590758595132,-16.4468944113997,223355.462767,8179858.921001,56,"1.24.1.654",1,24,"1","654",1,"57","1.24.1.57"
-71.5899566007899,-16.4469149033215,223441.179151,8179857.749822,57,"1.24.1.655",1,24,"1","655",1,"58","1.24.1.58"
-71.5900531215512,-16.4469042544406,223430.851505,8179858.796733,57,"1.24.1.655A",1,24,"1","655A",1,"58","1.24.1.58"
-71.590156706082,-16.4468901224499,223419.764206,8179860.219604,57,"1.24.1.656",1,24,"1","656",1,"58","1.24.1.58"
-71.5898604165132,-16.4467820292817,223451.267345,8179872.592539,57,"1.24.1.657",1,24,"1","657",1,"58","1.24.1.58"
-71.5897202176196,-16.4468042829764,223466.278143,8179870.320556,57,"1.24.1.658",1,24,"1","658",1,"58","1.24.1.58"
-71.5895242939004,-16.4468086676354,223487.217399,8179870.103166,57,"1.24.1.659",1,24,"1","659",1,"58","1.24.1.58"
-71.5895673766292,-16.4465823907481,223482.293525,8179895.096388,58,"1.24.1.660",1,24,"1","660",1,"59","1.24.1.59"
-71.5897818555335,-16.4465615890885,223459.348478,8179897.105992,58,"1.24.1.661",1,24,"1","661",1,"59","1.24.1.59"
-71.589859261332,-16.4465526173223,223451.065493,8179897.993387,58,"1.24.1.662",1,24,"1","662",1,"59","1.24.1.59"
-71.5899505760508,-16.4465321626991,223441.280155,8179900.133069,58,"1.24.1.663",1,24,"1","663",1,"59","1.24.1.59"
-71.5901230511103,-16.4464487713581,223422.734157,8179909.129706,58,"1.24.1.666",1,24,"1","666",1,"59","1.24.1.59"
-71.5900119017921,-16.4463325091768,223434.444836,8179922.153729,58,"1.24.1.667",1,24,"1","667",1,"59","1.24.1.59"
-71.5899159397368,-16.4463483794096,223444.72022,8179920.527968,58,"1.24.1.668",1,24,"1","668",1,"59","1.24.1.59"
-71.5898525537201,-16.4463682973573,223451.520818,8179918.409488,58,"1.24.1.669",1,24,"1","669",1,"59","1.24.1.59"
-71.5897602054212,-16.4463724062242,223461.393418,8179918.08093,58,"1.24.1.670",1,24,"1","670",1,"59","1.24.1.59"
-71.5896249439124,-16.4464096807223,223475.898014,8179914.139158,58,"1.24.1.671",1,24,"1","671",1,"59","1.24.1.59"
-71.5895386794391,-16.4463797783222,223485.072379,8179917.567811,58,"1.24.1.672",1,24,"1","672",1,"59","1.24.1.59"
-71.5894684833521,-16.4463757906738,223492.566689,8179918.105335,58,"1.24.1.672A",1,24,"1","672A",1,"59","1.24.1.59"
-71.5903590746337,-16.4464829083365,223397.565096,8179905.027251,59,"1.24.1.664",1,24,"1","664",1,"60","1.24.1.60"
-71.5905115758164,-16.4464987667908,223381.293897,8179903.062778,59,"1.24.1.665",1,24,"1","665",1,"60","1.24.1.60"
-71.5904809403253,-16.446406041101,223384.435583,8179913.370803,59,"1.24.1.665A",1,24,"1","665A",1,"60","1.24.1.60"
-71.5900897565574,-16.4461944844601,223425.930879,8179937.328558,60,"1.24.1.673",1,24,"1","673",1,"61","1.24.1.61"
-71.5900312396305,-16.4459557908853,223431.844568,8179963.835511,60,"1.24.1.674",1,24,"1","674",1,"61","1.24.1.61"
-71.5900364232955,-16.4456755498931,223430.893377,8179994.855208,60,"1.24.1.675",1,24,"1","675",1,"61","1.24.1.61"
-71.5897113987748,-16.4450595687134,223464.746856,8180063.498047,61,"1.24.1.676",1,24,"1","676",1,"62","1.24.1.62"
-71.5896011100419,-16.445057548535,223476.527655,8180063.872591,61,"1.24.1.677",1,24,"1","677",1,"62","1.24.1.62"
-71.5894845278972,-16.4450714419623,223489.003424,8180062.493869,61,"1.24.1.678",1,24,"1","678",1,"62","1.24.1.62"
-71.5894023812468,-16.4450960938425,223497.815223,8180059.876918,61,"1.24.1.679",1,24,"1","679",1,"62","1.24.1.62"
-71.5893050353313,-16.4451002233148,223508.221877,8180059.552884,61,"1.24.1.680",1,24,"1","680",1,"62","1.24.1.62"
-71.5891950343581,-16.4451086279184,223519.986701,8180058.772835,61,"1.24.1.681",1,24,"1","681",1,"62","1.24.1.62"
-71.5890853391899,-16.4451273372147,223531.733456,8180056.851482,61,"1.24.1.682",1,24,"1","682",1,"62","1.24.1.62"
-71.5889781474465,-16.4451158675365,223543.169961,8180058.267952,61,"1.24.1.683",1,24,"1","683",1,"62","1.24.1.62"
-71.5894624571434,-16.4453020444557,223491.68843,8180036.992993,61,"1.24.1.684",1,24,"1","684",1,"62","1.24.1.62"
-71.5884002898319,-16.445415783824,223605.335352,8180025.853103,61,"1.24.1.703",1,24,"1","703",1,"62","1.24.1.62"
-71.5894169760105,-16.4454946042991,223496.820755,8180015.736019,62,"1.24.1.685",1,24,"1","685",1,"63","1.24.1.63"
-71.5894454832896,-16.4456852299317,223494.045158,8179994.591977,62,"1.24.1.687",1,24,"1","687",1,"63","1.24.1.63"
-71.5896652317841,-16.4457839145789,223470.706382,8179983.365515,62,"1.24.1.688",1,24,"1","688",1,"63","1.24.1.63"
-71.5891106997193,-16.445525132638,223529.587655,8180012.775035,63,"1.24.1.686",1,24,"1","686",1,"64","1.24.1.64"
-71.5892433249294,-16.4462475016696,223516.441446,8179932.616818,63,"1.24.1.689",1,24,"1","689",1,"64","1.24.1.64"
-71.589003512255,-16.4464304058346,223542.323011,8179912.694686,64,"1.24.1.690",1,24,"1","690",1,"65","1.24.1.65"
-71.5892438233078,-16.4464423004517,223516.664324,8179911.049063,64,"1.24.1.691",1,24,"1","691",1,"65","1.24.1.65"
-71.5893081067088,-16.4465815969476,223509.993554,8179895.538968,64,"1.24.1.692",1,24,"1","692",1,"65","1.24.1.65"
-71.5891800833547,-16.4465707006707,223523.656495,8179896.920474,64,"1.24.1.693",1,24,"1","693",1,"65","1.24.1.65"
-71.5891177396693,-16.4465812902871,223530.332485,8179895.833328,64,"1.24.1.694",1,24,"1","694",1,"65","1.24.1.65"
-71.5890475197552,-16.4465872683124,223537.843457,8179895.267525,64,"1.24.1.695",1,24,"1","695",1,"65","1.24.1.65"
-71.588546210408,-16.4466511001695,223591.495242,8179888.886054,64,"1.24.1.696",1,24,"1","696",1,"65","1.24.1.65"
-71.5885130080185,-16.4465192090637,223594.855774,8179903.533728,64,"1.24.1.697",1,24,"1","697",1,"65","1.24.1.65"
-71.5882830345862,-16.4463307573459,223619.159764,8179924.712561,65,"1.24.1.698",1,24,"1","698",1,"66","1.24.1.66"
-71.5882356479459,-16.4463028091942,223624.183093,8179927.871625,65,"1.24.1.698A",1,24,"1","698A",1,"66","1.24.1.66"
-71.5881884885026,-16.4462634719481,223629.166011,8179932.291315,65,"1.24.1.699",1,24,"1","699",1,"66","1.24.1.66"
-71.5883152171738,-16.4461757134045,223615.501587,8179941.834174,65,"1.24.1.700",1,24,"1","700",1,"66","1.24.1.66"
-71.5884789656948,-16.4462311382309,223598.084734,8179935.473918,65,"1.24.1.701",1,24,"1","701",1,"66","1.24.1.66"
-71.5887140815242,-16.4460789962542,223572.748628,8179951.996713,66,"1.24.1.702",1,24,"1","702",1,"67","1.24.1.67"
-71.587924713561,-16.4459844085235,223656.953149,8179963.548346,68,"1.24.1.705",1,24,"1","705",1,"68","1.24.1.68"
-71.5879574184031,-16.446079062923,223653.592965,8179953.024015,68,"1.24.1.705A",1,24,"1","705A",1,"68","1.24.1.68"
-71.5880305099494,-16.4455171449161,223644.98752,8180015.136564,69,"1.24.1.704",1,24,"1","704",1,"69","1.24.1.69"
-71.587338594794,-16.4448462588925,223717.963857,8180090.35923,69,"1.24.1.706",1,24,"1","706",1,"69","1.24.1.69"
-71.5870833169235,-16.4443840580217,223744.584138,8180141.880441,69,"1.24.1.707",1,24,"1","707",1,"69","1.24.1.69"
-71.5869070376443,-16.4444965277352,223763.577775,8180129.669323,70,"1.24.1.708",1,24,"1","708",1,"70","1.24.1.70"
-71.5869083649082,-16.4446015214502,223763.584643,8180118.04319,70,"1.24.1.708A",1,24,"1","708A",1,"70","1.24.1.70"
-71.5869584609522,-16.444666758095,223758.324572,8180110.752092,70,"1.24.1.709",1,24,"1","709",1,"70","1.24.1.70"
-71.5869933185732,-16.4447230918685,223754.680027,8180104.467493,70,"1.24.1.709A",1,24,"1","709A",1,"70","1.24.1.70"
-71.5870660198921,-16.4449500171188,223747.233711,8180079.244234,70,"1.24.1.710",1,24,"1","710",1,"70","1.24.1.70"
-71.5871231249048,-16.4449966429658,223741.198435,8180074.004034,70,"1.24.1.710A",1,24,"1","710A",1,"70","1.24.1.70"
-71.5874977457522,-16.4461182497776,223702.76131,8179949.313884,70,"1.24.1.711",1,24,"1","711",1,"70","1.24.1.70"
-71.5887658586171,-16.4474044530332,223569.09513,8179805.178503,71,"1.24.1.712",1,24,"1","712",1,"71","1.24.1.71"
-71.5888137140742,-16.4476122095431,223564.276603,8179782.11137,71,"1.24.1.713",1,24,"1","713",1,"71","1.24.1.71"
-71.5888689183263,-16.4477408586592,223558.560802,8179767.792526,71,"1.24.1.714",1,24,"1","714",1,"71","1.24.1.71"
-71.5894102618852,-16.4485731065402,223501.902347,8179674.909952,71,"1.24.1.715",1,24,"1","715",1,"71","1.24.1.71"
-71.5896574664579,-16.4488417199827,223475.871433,8179644.832267,71,"1.24.1.716",1,24,"1","716",1,"71","1.24.1.71"
-71.5897850413443,-16.4489254344433,223462.359824,8179635.389278,71,"1.24.1.717",1,24,"1","717",1,"71","1.24.1.71"
-71.5898166869596,-16.4490074668621,223459.095079,8179626.26378,71,"1.24.1.717A",1,24,"1","717A",1,"71","1.24.1.71"
-71.5897225429163,-16.4490118110618,223469.159739,8179625.911641,71,"1.24.1.718",1,24,"1","718",1,"71","1.24.1.71"
-71.5896243855402,-16.449055241663,223479.708612,8179621.23755,71,"1.24.1.719",1,24,"1","719",1,"71","1.24.1.71"
-71.5895242923401,-16.4491059226628,223490.474585,8179615.763379,71,"1.24.1.720",1,24,"1","720",1,"71","1.24.1.71"
-71.5893908694414,-16.4491270610063,223504.759662,8179613.60561,71,"1.24.1.721",1,24,"1","721",1,"71","1.24.1.71"
-71.5892816648424,-16.4491539089371,223516.46531,8179610.782563,71,"1.24.1.722",1,24,"1","722",1,"71","1.24.1.71"
-71.589155872758,-16.4492116238521,223529.986945,8179604.564776,71,"1.24.1.723",1,24,"1","723",1,"71","1.24.1.71"
-71.5889921345429,-16.4492446956932,223547.527855,8179601.127242,71,"1.24.1.724",1,24,"1","724",1,"71","1.24.1.71"
-71.5887907622488,-16.4492589968738,223569.063027,8179599.819361,71,"1.24.1.725",1,24,"1","725",1,"71","1.24.1.71"
-71.5885387267945,-16.4493422841687,223596.108893,8179590.942986,71,"1.24.1.726",1,24,"1","726",1,"71","1.24.1.71"
-71.5877744808819,-16.4490955740218,223677.412352,8179619.302548,71,"1.24.1.727",1,24,"1","727",1,"71","1.24.1.71"
-71.5892565772971,-16.4494722667162,223519.597054,8179575.570019,72,"1.24.1.728",1,24,"1","728",1,"72","1.24.1.72"
-71.5893533502612,-16.4496706815858,223509.539021,8179553.470181,72,"1.24.1.729",1,24,"1","729",1,"72","1.24.1.72"
-71.5894516167345,-16.4496291929831,223498.981286,8179557.929124,72,"1.24.1.730",1,24,"1","730",1,"72","1.24.1.72"
-71.5895501775499,-16.4495754896486,223488.374777,8179563.740009,72,"1.24.1.731",1,24,"1","731",1,"72","1.24.1.72"
-71.5895082694436,-16.4493788026239,223492.573409,8179585.57349,72,"1.24.1.732",1,24,"1","732",1,"72","1.24.1.72"
-71.589403149441,-16.4493886331208,223503.818513,8179584.628942,72,"1.24.1.733",1,24,"1","733",1,"72","1.24.1.72"
-71.5893296726563,-16.4494149992013,223511.706255,8179581.810363,72,"1.24.1.734",1,24,"1","734",1,"72","1.24.1.72"
-71.5890652835387,-16.4495377245901,223540.127926,8179568.584586,73,"1.24.1.735",1,24,"1","735",1,"73","1.24.1.73"
-71.5889720602882,-16.4495246756775,223550.069517,8179570.156826,73,"1.24.1.736",1,24,"1","736",1,"73","1.24.1.73"
-71.5889363269209,-16.4495400514046,223553.909112,8179568.503391,73,"1.24.1.737",1,24,"1","737",1,"73","1.24.1.73"
-71.588908280998,-16.4495516803335,223556.922058,8179567.254266,73,"1.24.1.738",1,24,"1","738",1,"73","1.24.1.73"
-71.5888530675438,-16.4495949554791,223562.882477,8179562.538605,73,"1.24.1.739",1,24,"1","739",1,"73","1.24.1.73"
-71.5888086584349,-16.4496002769053,223567.634744,8179562.010195,73,"1.24.1.740",1,24,"1","740",1,"73","1.24.1.73"
-71.5888997794223,-16.4498077910289,223558.193437,8179538.910698,73,"1.24.1.741",1,24,"1","741",1,"73","1.24.1.73"
-71.5890351212881,-16.4497727717297,223543.683716,8179542.602693,73,"1.24.1.742",1,24,"1","742",1,"73","1.24.1.73"
-71.5891478449244,-16.4497275523427,223531.576086,8179547.454924,73,"1.24.1.743",1,24,"1","743",1,"73","1.24.1.73"
-71.5895928113504,-16.4501946051588,223484.697625,8179495.1365,74,"1.24.1.744",1,24,"1","744",1,"74","1.24.1.74"
-71.589618983817,-16.4502787816057,223482.020699,8179485.781118,74,"1.24.1.745",1,24,"1","745",1,"74","1.24.1.74"
-71.5896904660275,-16.4503726649927,223474.51661,8179475.289029,74,"1.24.1.746",1,24,"1","746",1,"74","1.24.1.74"
-71.5896893986327,-16.4504705970579,223474.769527,8179464.447972,74,"1.24.1.747",1,24,"1","747",1,"74","1.24.1.74"
-71.5897235938119,-16.4504484269648,223471.084647,8179466.855732,74,"1.24.1.748",1,24,"1","748",1,"74","1.24.1.74"
-71.589796378251,-16.4504530397984,223463.31484,8179466.245417,74,"1.24.1.749",1,24,"1","749",1,"74","1.24.1.74"
-71.5897711088429,-16.4503647589375,223465.889451,8179476.053987,74,"1.24.1.750",1,24,"1","750",1,"74","1.24.1.74"
-71.5897452610201,-16.4503073781398,223468.569682,8179482.442257,74,"1.24.1.751",1,24,"1","751",1,"74","1.24.1.74"
-71.589715025158,-16.4502336718638,223471.695587,8179490.644001,74,"1.24.1.752",1,24,"1","752",1,"74","1.24.1.74"
-71.5899121347435,-16.4504054362153,223450.87981,8179471.357414,74,"1.24.1.753",1,24,"1","753",1,"74","1.24.1.74"
-71.5899385926304,-16.4503893676106,223448.030238,8179473.100235,74,"1.24.1.754",1,24,"1","754",1,"74","1.24.1.74"
-71.5900002860649,-16.450384991287,223441.432652,8179473.500324,74,"1.24.1.755",1,24,"1","755",1,"74","1.24.1.74"
-71.589967226192,-16.4503280482733,223444.884039,8179479.85,74,"1.24.1.756",1,24,"1","756",1,"74","1.24.1.74"
-71.589934813556,-16.4502456105933,223448.23012,8179489.021423,74,"1.24.1.757",1,24,"1","757",1,"74","1.24.1.74"
-71.5898903407347,-16.4501983820527,223452.914659,8179494.31118,74,"1.24.1.758",1,24,"1","758",1,"74","1.24.1.74"
-71.5898398335545,-16.4501348381267,223458.22078,8179501.415548,74,"1.24.1.759",1,24,"1","759",1,"74","1.24.1.74"
-71.5897083902606,-16.4498766421093,223471.898174,8179530.181517,74,"1.24.1.760",1,24,"1","760",1,"74","1.24.1.74"
-71.589666323831,-16.4497651238942,223476.234463,8179542.585785,74,"1.24.1.761",1,24,"1","761",1,"74","1.24.1.74"
-71.5892581734591,-16.4499015195681,223520.035107,8179528.043257,75,"1.24.1.762",1,24,"1","762",1,"75","1.24.1.75"
-71.5891629520759,-16.4499251994551,223530.242234,8179525.551826,75,"1.24.1.763",1,24,"1","763",1,"75","1.24.1.75"
-71.5890313137993,-16.4499721030239,223544.3731,8179520.539012,75,"1.24.1.764",1,24,"1","764",1,"75","1.24.1.75"
-71.5890591928423,-16.450049464636,223541.504151,8179511.935808,75,"1.24.1.765",1,24,"1","765",1,"75","1.24.1.75"
-71.5891295448368,-16.4501269601196,223534.097544,8179503.259673,75,"1.24.1.766",1,24,"1","766",1,"75","1.24.1.75"
-71.5891673438795,-16.4501963170128,223530.157391,8179495.529134,75,"1.24.1.767",1,24,"1","767",1,"75","1.24.1.75"
-71.5892359855688,-16.4504466280614,223523.178548,8179467.722119,75,"1.24.1.768",1,24,"1","768",1,"75","1.24.1.75"
-71.5892867091459,-16.4505593655805,223517.919049,8179455.171022,75,"1.24.1.769",1,24,"1","769",1,"75","1.24.1.75"
