X,Y,UNICODE,P,D,L,V,LATITUDE,LONGITUDE
-71.59947221,-16.43361018,1.24.10.175,1,24,10,175,-16.433610179999999,-71.599472210000002
-71.59954621,-16.43365745,1.24.10.176,1,24,10,176,-16.433657449999998,-71.599546210000000
-71.59959919,-16.43368973,1.24.10.177,1,24,10,177,-16.433689730000001,-71.599599190000006
-71.59969387,-16.43374933,1.24.10.178,1,24,10,178,-16.433749330000001,-71.599693869999996
-71.59979403,-16.43381131,1.24.10.179,1,24,10,179,-16.433811309999999,-71.599794029999998
-71.59891133,-16.43349315,1.24.10.18,1,24,10,18,-16.433493150000000,-71.598911330000007
-71.59965619,-16.433992,1.24.10.180,1,24,10,180,-16.433992000000000,-71.599656190000005
-71.59953771,-16.43395021,1.24.10.181,1,24,10,181,-16.433950209999999,-71.599537710000007
-71.59943681,-16.43389565,1.24.10.182,1,24,10,182,-16.433895650000000,-71.599436810000000
-71.59923629,-16.43375941,1.24.10.183,1,24,10,183,-16.433759410000000,-71.599236289999993
-71.59919696,-16.43390364,1.24.10.184,1,24,10,184,-16.433903640000000,-71.599196960000000
-71.59915346,-16.43397108,1.24.10.185,1,24,10,185,-16.433971079999999,-71.599153459999997
-71.59910279,-16.43405167,1.24.10.186,1,24,10,186,-16.434051669999999,-71.599102790000003
-71.59900942,-16.43412125,1.24.10.187,1,24,10,187,-16.434121250000000,-71.599009420000002
-71.59908907,-16.43412985,1.24.10.188,1,24,10,188,-16.434129850000001,-71.599089070000005
-71.59947547,-16.43409249,1.24.10.189,1,24,10,189,-16.434092490000001,-71.599475470000002
-71.5988134,-16.43341773,1.24.10.19,1,24,10,19,-16.433417729999999,-71.598813399999997
-71.59957679,-16.43412133,1.24.10.190,1,24,10,190,-16.434121330000000,-71.599576790000000
-71.59969081,-16.43407162,1.24.10.191,1,24,10,191,-16.434071620000001,-71.599690809999998
-71.59947852,-16.43423754,1.24.10.192,1,24,10,192,-16.434237540000002,-71.599478520000005
-71.59935825,-16.43425911,1.24.10.193,1,24,10,193,-16.434259109999999,-71.599358249999995
-71.59923209,-16.43429197,1.24.10.194,1,24,10,194,-16.434291970000000,-71.599232090000001
-71.59908829,-16.43430763,1.24.10.195,1,24,10,195,-16.434307629999999,-71.599088289999997
-71.59884723,-16.4343321,1.24.10.196,1,24,10,196,-16.434332099999999,-71.598847230000004
-71.59895787,-16.43441366,1.24.10.197,1,24,10,197,-16.434413660000001,-71.598957870000007
-71.5991823,-16.43445677,1.24.10.198,1,24,10,198,-16.434456770000001,-71.599182299999995
-71.59926848,-16.43445341,1.24.10.199,1,24,10,199,-16.434453410000000,-71.599268480000006
-71.59838977,-16.43477024,1.24.10.2,1,24,10,2,-16.434770239999999,-71.598389769999997
-71.59871644,-16.43334956,1.24.10.20,1,24,10,20,-16.433349560000000,-71.598716440000004
-71.599503,-16.43444961,1.24.10.200,1,24,10,200,-16.434449610000001,-71.599502999999999
-71.59952102,-16.43433423,1.24.10.201,1,24,10,201,-16.434334230000001,-71.599521019999997
-71.59932134,-16.43476968,1.24.10.202,1,24,10,202,-16.434769679999999,-71.599321340000003
-71.59911513,-16.43469457,1.24.10.203,1,24,10,203,-16.434694570000001,-71.599115130000001
-71.59900611,-16.43466362,1.24.10.204,1,24,10,204,-16.434663619999998,-71.599006110000005
-71.5989228,-16.43463771,1.24.10.205,1,24,10,205,-16.434637710000001,-71.598922799999997
-71.59881551,-16.43461619,1.24.10.206,1,24,10,206,-16.434616190000000,-71.598815509999994
-71.59871389,-16.43458811,1.24.10.207,1,24,10,207,-16.434588110000000,-71.598713889999999
-71.59871857,-16.43477356,1.24.10.208,1,24,10,208,-16.434773560000000,-71.598718570000003
-71.5986763,-16.43487691,1.24.10.209,1,24,10,209,-16.434876910000000,-71.598676299999994
-71.59871185,-16.43342488,1.24.10.21,1,24,10,21,-16.433424880000000,-71.598711850000001
-71.59858772,-16.43501607,1.24.10.210,1,24,10,210,-16.435016070000000,-71.598587719999998
-71.59853785,-16.43511166,1.24.10.211,1,24,10,211,-16.435111660000000,-71.598537850000000
-71.59849952,-16.4352006,1.24.10.212,1,24,10,212,-16.435200600000002,-71.598499520000004
-71.59863795,-16.43518768,1.24.10.213,1,24,10,213,-16.435187679999999,-71.598637949999997
-71.59872615,-16.43516256,1.24.10.214,1,24,10,214,-16.435162559999998,-71.598726150000005
-71.59881857,-16.43514981,1.24.10.215,1,24,10,215,-16.435149809999999,-71.598818570000006
-71.5989434,-16.43514673,1.24.10.216,1,24,10,216,-16.435146730000000,-71.598943399999996
-71.59912023,-16.43509178,1.24.10.217,1,24,10,217,-16.435091780000000,-71.599120229999997
-71.59928505,-16.43506551,1.24.10.218,1,24,10,218,-16.435065510000001,-71.599285050000006
-71.59933401,-16.43489143,1.24.10.219,1,24,10,219,-16.434891430000000,-71.599334010000007
-71.59869582,-16.43350179,1.24.10.22,1,24,10,22,-16.433501790000001,-71.598695820000003
-71.5996988,-16.43533124,1.24.10.220,1,24,10,220,-16.435331240000000,-71.599698799999999
-71.59969968,-16.43486878,1.24.10.221,1,24,10,221,-16.434868779999999,-71.599699680000001
-71.59972032,-16.43452397,1.24.10.222,1,24,10,222,-16.434523970000001,-71.599720320000003
-71.59976122,-16.43429242,1.24.10.223,1,24,10,223,-16.434292419999998,-71.599761220000005
-71.59981027,-16.43411708,1.24.10.224,1,24,10,224,-16.434117080000000,-71.599810270000006
-71.60009933,-16.43382472,1.24.10.225,1,24,10,225,-16.433824720000000,-71.600099330000006
-71.59998207,-16.43410656,1.24.10.226,1,24,10,226,-16.434106560000000,-71.599982069999996
-71.60027554,-16.43396394,1.24.10.227,1,24,10,227,-16.433963940000002,-71.600275539999998
-71.60043466,-16.43332019,1.24.10.228,1,24,10,228,-16.433320190000000,-71.600434660000005
-71.60103045,-16.43403946,1.24.10.229,1,24,10,229,-16.434039460000001,-71.601030449999996
-71.59850331,-16.43343049,1.24.10.23,1,24,10,23,-16.433430489999999,-71.598503309999998
-71.60101011,-16.43433977,1.24.10.230,1,24,10,230,-16.434339770000001,-71.601010110000004
-71.59855136,-16.43329565,1.24.10.24,1,24,10,24,-16.433295650000002,-71.598551360000002
-71.59844127,-16.43330119,1.24.10.25,1,24,10,25,-16.433301190000002,-71.598441269999995
-71.59832948,-16.43329747,1.24.10.26,1,24,10,26,-16.433297469999999,-71.598329480000004
-71.59821848,-16.4332954,1.24.10.27,1,24,10,27,-16.433295399999999,-71.598218480000000
-71.59804574,-16.43331756,1.24.10.28,1,24,10,28,-16.433317559999999,-71.598045740000003
-71.59820307,-16.43305735,1.24.10.29,1,24,10,29,-16.433057349999999,-71.598203069999997
-71.59841378,-16.43467263,1.24.10.3,1,24,10,3,-16.434672630000001,-71.598413780000001
-71.59828117,-16.43307213,1.24.10.30,1,24,10,30,-16.433072129999999,-71.598281170000007
-71.59836267,-16.43307212,1.24.10.31,1,24,10,31,-16.433072119999999,-71.598362670000000
-71.59843435,-16.43309129,1.24.10.32,1,24,10,32,-16.433091290000000,-71.598434350000005
-71.59850222,-16.43306271,1.24.10.33,1,24,10,33,-16.433062710000002,-71.598502220000000
-71.59857867,-16.43295264,1.24.10.34,1,24,10,34,-16.432952640000000,-71.598578669999995
-71.59865277,-16.432861,1.24.10.35,1,24,10,35,-16.432860999999999,-71.598652770000001
-71.59876334,-16.43280762,1.24.10.36,1,24,10,36,-16.432807619999998,-71.598763340000005
-71.5986947,-16.43274953,1.24.10.37,1,24,10,37,-16.432749529999999,-71.598694699999996
-71.59863461,-16.43270556,1.24.10.38,1,24,10,38,-16.432705559999999,-71.598634610000005
-71.59858354,-16.43266226,1.24.10.39,1,24,10,39,-16.432662260000001,-71.598583540000007
-71.59838115,-16.43428493,1.24.10.4,1,24,10,4,-16.434284930000000,-71.598381149999994
-71.59851578,-16.43261446,1.24.10.40,1,24,10,40,-16.432614460000000,-71.598515780000000
-71.5984448,-16.43256334,1.24.10.41,1,24,10,41,-16.432563340000002,-71.598444799999996
-71.59837996,-16.43252993,1.24.10.42,1,24,10,42,-16.432529930000001,-71.598379960000003
-71.59881648,-16.43309159,1.24.10.43,1,24,10,43,-16.433091590000000,-71.598816479999996
-71.59891305,-16.43295316,1.24.10.44,1,24,10,44,-16.432953160000000,-71.598913049999993
-71.59911385,-16.43271423,1.24.10.45,1,24,10,45,-16.432714229999998,-71.599113849999995
-71.59924607,-16.43281311,1.24.10.46,1,24,10,46,-16.432813110000001,-71.599246070000007
-71.59938509,-16.4329208,1.24.10.47,1,24,10,47,-16.432920800000002,-71.599385089999998
-71.59946429,-16.43280699,1.24.10.48,1,24,10,48,-16.432806990000000,-71.599464290000000
-71.59952013,-16.43273874,1.24.10.49,1,24,10,49,-16.432738740000001,-71.599520130000002
-71.59876521,-16.43392354,1.24.10.5,1,24,10,5,-16.433923539999999,-71.598765209999996
-71.59957213,-16.43268134,1.24.10.50,1,24,10,50,-16.432681339999998,-71.599572129999999
-71.59961948,-16.43262377,1.24.10.51,1,24,10,51,-16.432623769999999,-71.599619480000001
-71.59971753,-16.43254471,1.24.10.52,1,24,10,52,-16.432544709999998,-71.599717530000007
-71.59953309,-16.43237911,1.24.10.53,1,24,10,53,-16.432379109999999,-71.599533089999994
-71.59944025,-16.43230118,1.24.10.54,1,24,10,54,-16.432301180000000,-71.599440250000001
-71.59934244,-16.43243874,1.24.10.55,1,24,10,55,-16.432438739999998,-71.599342440000001
-71.59923142,-16.43255793,1.24.10.56,1,24,10,56,-16.432557930000002,-71.599231419999995
-71.59918101,-16.43218902,1.24.10.57,1,24,10,57,-16.432189019999999,-71.599181009999995
-71.59907072,-16.43209226,1.24.10.58,1,24,10,58,-16.432092260000001,-71.599070720000000
-71.59893524,-16.43200334,1.24.10.59,1,24,10,59,-16.432003340000001,-71.598935240000003
-71.59811914,-16.43381164,1.24.10.6,1,24,10,6,-16.433811639999998,-71.598119139999994
-71.59879128,-16.43191292,1.24.10.60,1,24,10,60,-16.431912919999998,-71.598791280000000
-71.59869332,-16.43181589,1.24.10.61,1,24,10,61,-16.431815889999999,-71.598693319999995
-71.59863238,-16.43174255,1.24.10.62,1,24,10,62,-16.431742549999999,-71.598632379999998
-71.59860044,-16.43168122,1.24.10.63,1,24,10,63,-16.431681220000002,-71.598600439999998
-71.59844915,-16.43178042,1.24.10.64,1,24,10,64,-16.431780419999999,-71.598449149999993
-71.59860498,-16.43192196,1.24.10.65,1,24,10,65,-16.431921960000000,-71.598604980000005
-71.59852639,-16.43197001,1.24.10.66,1,24,10,66,-16.431970010000001,-71.598526390000004
-71.59845635,-16.43203261,1.24.10.67,1,24,10,67,-16.432032610000000,-71.598456350000006
-71.59831497,-16.43198982,1.24.10.68,1,24,10,68,-16.431989819999998,-71.598314970000004
-71.59837534,-16.43207123,1.24.10.69,1,24,10,69,-16.432071229999998,-71.598375340000004
-71.59796102,-16.43344902,1.24.10.7,1,24,10,7,-16.433449020000001,-71.597961020000000
-71.59842296,-16.43213283,1.24.10.70,1,24,10,70,-16.432132830000000,-71.598422959999994
-71.5986829,-16.43205475,1.24.10.71,1,24,10,71,-16.432054749999999,-71.598682900000000
-71.59863961,-16.43210469,1.24.10.72,1,24,10,72,-16.432104689999999,-71.598639610000006
-71.5986014,-16.4321444,1.24.10.73,1,24,10,73,-16.432144399999999,-71.598601400000007
-71.59847226,-16.43219653,1.24.10.74,1,24,10,74,-16.432196529999999,-71.598472259999994
-71.59851151,-16.43223736,1.24.10.75,1,24,10,75,-16.432237359999998,-71.598511509999994
-71.59855223,-16.43227516,1.24.10.76,1,24,10,76,-16.432275160000000,-71.598552229999996
-71.59859462,-16.4323188,1.24.10.77,1,24,10,77,-16.432318800000001,-71.598594620000000
-71.59865679,-16.43236677,1.24.10.78,1,24,10,78,-16.432366770000002,-71.598656790000007
-71.5987624,-16.43244315,1.24.10.79,1,24,10,79,-16.432443150000001,-71.598762399999998
-71.59809157,-16.43347907,1.24.10.8,1,24,10,8,-16.433479070000001,-71.598091569999994
-71.59883339,-16.43250895,1.24.10.80,1,24,10,80,-16.432508949999999,-71.598833389999996
-71.59886501,-16.432625,1.24.10.81,1,24,10,81,-16.432625000000002,-71.598865009999997
-71.59889835,-16.43259027,1.24.10.82,1,24,10,82,-16.432590269999999,-71.598898349999999
-71.59892727,-16.43255412,1.24.10.83,1,24,10,83,-16.432554119999999,-71.598927270000004
-71.59896344,-16.43249861,1.24.10.84,1,24,10,84,-16.432498610000000,-71.598963440000006
-71.59899825,-16.43242046,1.24.10.85,1,24,10,85,-16.432420459999999,-71.598998249999994
-71.59907467,-16.43228791,1.24.10.86,1,24,10,86,-16.432287909999999,-71.599074669999993
-71.59930337,-16.43200898,1.24.10.87,1,24,10,87,-16.432008979999999,-71.599303370000001
-71.59936236,-16.43194085,1.24.10.88,1,24,10,88,-16.431940850000000,-71.599362360000001
-71.59939815,-16.43187946,1.24.10.89,1,24,10,89,-16.431879460000001,-71.599398149999999
-71.5982488,-16.43350959,1.24.10.9,1,24,10,9,-16.433509590000000,-71.598248799999993
-71.59945579,-16.43182347,1.24.10.90,1,24,10,90,-16.431823470000001,-71.599455789999993
-71.5994508,-16.43166773,1.24.10.91,1,24,10,91,-16.431667730000001,-71.599450800000000
-71.59960072,-16.43169698,1.24.10.92,1,24,10,92,-16.431696980000002,-71.599600719999998
-71.59972168,-16.43155822,1.24.10.93,1,24,10,93,-16.431558219999999,-71.599721680000002
-71.59948614,-16.43154013,1.24.10.94,1,24,10,94,-16.431540129999998,-71.599486139999996
-71.59971466,-16.43135658,1.24.10.95,1,24,10,95,-16.431356579999999,-71.599714660000004
-71.59965062,-16.43126325,1.24.10.96,1,24,10,96,-16.431263250000001,-71.599650620000006
-71.59957673,-16.4311722,1.24.10.97,1,24,10,97,-16.431172199999999,-71.599576729999995
-71.5994799,-16.43127676,1.24.10.98,1,24,10,98,-16.431276759999999,-71.599479900000006
-71.59941785,-16.43132268,1.24.10.99,1,24,10,99,-16.431322680000001,-71.599417849999995
-71.60101735,-16.43064495,1.24.11.1,1,24,11,1,-16.430644950000001,-71.601017350000006
-71.60113861,-16.4301999,1.24.11.10,1,24,11,10,-16.430199900000002,-71.601138610000007
-71.601478,-16.4293515,1.24.11.100,1,24,11,100,-16.429351499999999,-71.601478000000000
-71.60157543,-16.4292235,1.24.11.101,1,24,11,101,-16.429223499999999,-71.601575429999997
-71.60162245,-16.42917546,1.24.11.102,1,24,11,102,-16.429175460000000,-71.601622449999994
-71.60169413,-16.42914168,1.24.11.103,1,24,11,103,-16.429141680000001,-71.601694129999998
-71.60176286,-16.42906349,1.24.11.104,1,24,11,104,-16.429063490000001,-71.601762859999994
-71.60180995,-16.42922424,1.24.11.105,1,24,11,105,-16.429224240000000,-71.601809950000003
-71.60173599,-16.42932685,1.24.11.106,1,24,11,106,-16.429326849999999,-71.601735989999995
-71.60166716,-16.42937159,1.24.11.107,1,24,11,107,-16.429371589999999,-71.601667160000005
-71.60162485,-16.42941114,1.24.11.108,1,24,11,108,-16.429411139999999,-71.601624849999993
-71.60158764,-16.42945834,1.24.11.109,1,24,11,109,-16.429458340000000,-71.601587640000005
-71.60121872,-16.43010703,1.24.11.11,1,24,11,11,-16.430107029999999,-71.601218720000006
-71.60154318,-16.42952506,1.24.11.110,1,24,11,110,-16.429525060000000,-71.601543179999993
-71.60167228,-16.42961516,1.24.11.111,1,24,11,111,-16.429615160000001,-71.601672280000003
-71.60178068,-16.4296916,1.24.11.112,1,24,11,112,-16.429691600000002,-71.601780680000005
-71.60184068,-16.42962188,1.24.11.113,1,24,11,113,-16.429621879999999,-71.601840679999995
-71.60192929,-16.42950215,1.24.11.114,1,24,11,114,-16.429502150000001,-71.601929290000001
-71.60200862,-16.42938137,1.24.11.115,1,24,11,115,-16.429381370000002,-71.602008620000007
-71.60249925,-16.42891319,1.24.11.116,1,24,11,116,-16.428913189999999,-71.602499249999994
-71.60127716,-16.43000781,1.24.11.12,1,24,11,12,-16.430007809999999,-71.601277159999995
-71.60147704,-16.43003398,1.24.11.13,1,24,11,13,-16.430033980000001,-71.601477040000006
-71.60137746,-16.43016848,1.24.11.14,1,24,11,14,-16.430168479999999,-71.601377459999995
-71.60112727,-16.43042762,1.24.11.15,1,24,11,15,-16.430427620000000,-71.601127270000006
-71.60118398,-16.43052522,1.24.11.16,1,24,11,16,-16.430525220000000,-71.601183980000002
-71.60134521,-16.43039225,1.24.11.17,1,24,11,17,-16.430392250000001,-71.601345210000005
-71.60143924,-16.43025327,1.24.11.18,1,24,11,18,-16.430253270000001,-71.601439240000005
-71.60160806,-16.43002079,1.24.11.19,1,24,11,19,-16.430020790000000,-71.601608060000004
-71.60093962,-16.43050277,1.24.11.2,1,24,11,2,-16.430502770000000,-71.600939620000005
-71.60165686,-16.42998168,1.24.11.20,1,24,11,20,-16.429981680000001,-71.601656860000006
-71.60170242,-16.42989689,1.24.11.21,1,24,11,21,-16.429896889999998,-71.601702419999995
-71.60141892,-16.4296804,1.24.11.22,1,24,11,22,-16.429680399999999,-71.601418920000000
-71.60135703,-16.42972933,1.24.11.23,1,24,11,23,-16.429729330000001,-71.601357030000003
-71.60129183,-16.42976627,1.24.11.24,1,24,11,24,-16.429766269999998,-71.601291829999994
-71.6012356,-16.42981765,1.24.11.25,1,24,11,25,-16.429817650000000,-71.601235599999995
-71.60119295,-16.42988966,1.24.11.26,1,24,11,26,-16.429889660000001,-71.601192949999998
-71.60110612,-16.42997595,1.24.11.27,1,24,11,27,-16.429975949999999,-71.601106119999997
-71.60103171,-16.43004293,1.24.11.28,1,24,11,28,-16.430042929999999,-71.601031710000001
-71.60094215,-16.43012164,1.24.11.29,1,24,11,29,-16.430121639999999,-71.600942149999995
-71.60086805,-16.43045169,1.24.11.3,1,24,11,3,-16.430451690000002,-71.600868050000003
-71.60069579,-16.43011914,1.24.11.30,1,24,11,30,-16.430119139999999,-71.600695790000003
-71.60076901,-16.43001558,1.24.11.31,1,24,11,31,-16.430015579999999,-71.600769009999993
-71.60083557,-16.42993199,1.24.11.32,1,24,11,32,-16.429931990000000,-71.600835570000001
-71.60098314,-16.429782,1.24.11.33,1,24,11,33,-16.429781999999999,-71.600983139999997
-71.6008398,-16.42973521,1.24.11.34,1,24,11,34,-16.429735210000000,-71.600839800000003
-71.60082906,-16.42956828,1.24.11.35,1,24,11,35,-16.429568280000002,-71.600829059999995
-71.60061979,-16.42968275,1.24.11.36,1,24,11,36,-16.429682750000001,-71.600619789999996
-71.60055754,-16.42973928,1.24.11.37,1,24,11,37,-16.429739280000000,-71.600557539999997
-71.60050259,-16.42979692,1.24.11.38,1,24,11,38,-16.429796920000001,-71.600502590000005
-71.60046793,-16.42986072,1.24.11.39,1,24,11,39,-16.429860720000001,-71.600467929999994
-71.60081269,-16.43042731,1.24.11.4,1,24,11,4,-16.430427309999999,-71.600812689999998
-71.60054003,-16.4299654,1.24.11.40,1,24,11,40,-16.429965400000000,-71.600540030000005
-71.60038007,-16.42968344,1.24.11.41,1,24,11,41,-16.429683440000002,-71.600380070000000
-71.60045263,-16.42961753,1.24.11.42,1,24,11,42,-16.429617530000002,-71.600452630000007
-71.60049463,-16.42956305,1.24.11.43,1,24,11,43,-16.429563049999999,-71.600494630000000
-71.60057406,-16.42948473,1.24.11.44,1,24,11,44,-16.429484729999999,-71.600574060000000
-71.6006196,-16.42942764,1.24.11.45,1,24,11,45,-16.429427640000000,-71.600619600000002
-71.60039244,-16.42916678,1.24.11.46,1,24,11,46,-16.429166779999999,-71.600392439999993
-71.60032926,-16.42922303,1.24.11.47,1,24,11,47,-16.429223029999999,-71.600329259999995
