"Ranking","occult.prob","X","Y","unicode"
"961","0","223961.180008914","8179436.93887864","1.24.1.850"
"962","0","224052.714537948","8178913.17958698","1.24.1.851"
"963","0","224070.628519943","8178930.92096582","1.24.1.852"
"964","0","224082.152815055","8178940.39182272","1.24.1.852A"
"965","0","224230.175143602","8179094.42894871","1.24.1.853"
"966","0","224259.432394291","8179121.11662664","1.24.1.854"
"967","0","224287.752645303","8179122.86529276","1.24.1.855"
"968","0","224400.622832367","8179348.21726062","1.24.1.856"
"969","0","224540.652500339","8179645.219655","1.24.1.857"
"970","0","224623.295457226","8179691.09179139","1.24.1.858"
"971","0","224635.352159565","8179733.42078586","1.24.1.859"
"972","0","223023.356456498","8179798.98126383","1.24.1.86"
"973","0","224642.739915697","8179774.37448614","1.24.1.860"
"974","0","224556.197117226","8179731.86743724","1.24.1.861"
"975","0","224544.430911615","8179751.45941656","1.24.1.862"
"976","0","224528.711982177","8179761.09009859","1.24.1.863"
"977","0","224530.911906361","8179740.18396674","1.24.1.864"
"978","0","224221.948382213","8179663.94369276","1.24.1.865"
"979","0","224199.995991391","8179666.14726849","1.24.1.866"
"980","0","224171.754639317","8179649.79660812","1.24.1.867"
"981","0","224161.425651338","8179634.96754757","1.24.1.868"
"982","0","224141.111531461","8179632.92703165","1.24.1.869"
"983","0","223037.828305696","8179796.88194266","1.24.1.87"
"984","0","224092.310544425","8179620.59684791","1.24.1.870"
"985","0","224067.718511995","8179609.01574705","1.24.1.871"
"986","0","224057.05717501","8179604.08036899","1.24.1.872"
"987","0","224045.825531817","8179601.08071908","1.24.1.873"
"988","0","224036.258342547","8179594.8397089","1.24.1.874"
"989","0","223917.695009991","8179551.5707036","1.24.1.875"
"990","0","223861.643826812","8179606.60289375","1.24.1.876"
"991","0","223870.663141941","8179621.3577309","1.24.1.877"
"992","0","223876.718984316","8179635.19251505","1.24.1.878"
"993","0","223881.777405549","8179649.27000084","1.24.1.879"
"994","0","223037.113406462","8179809.30172208","1.24.1.88"
"995","0","223893.768488335","8179661.20651861","1.24.1.880"
"996","0","223898.508990804","8179664.0933907","1.24.1.881"
"997","0","223905.620255314","8179671.25971736","1.24.1.882"
"998","0","223908.624168872","8179672.46768779","1.24.1.883"
"999","0","223911.788589197","8179674.0655471","1.24.1.883A"
"1000","0","223925.493384947","8179682.19391346","1.24.1.884"
"1001","0","223939.07616683","8179687.80623345","1.24.1.885"
"1002","0","223950.120624655","8179689.23689879","1.24.1.886"
"1003","0","223956.528975951","8179698.11571949","1.24.1.887"
"1004","0","223966.127956959","8179706.83900282","1.24.1.888"
"1005","0","223978.547579061","8179711.55927827","1.24.1.889"
"1006","0","223044.568278573","8179809.954993","1.24.1.89"
"1007","0","223991.152559685","8179720.1477407","1.24.1.890"
"1008","0","223997.988597969","8179795.11287448","1.24.1.891"
"1009","0","224004.391121472","8179791.83924786","1.24.1.892"
"1010","0","224007.216615356","8179787.52751822","1.24.1.893"
"1011","0","224013.802607002","8179781.52706213","1.24.1.894"
"1012","0","224020.379208475","8179777.10623609","1.24.1.895"
"1013","0","224025.772416068","8179771.75366187","1.24.1.896"
"1014","0","224031.764003588","8179766.3768758","1.24.1.897"
"1015","0","224031.764003588","8179766.3768758","1.24.1.898"
"1016","0","224037.490019385","8179762.41325682","1.24.1.898A"
"1017","0","224042.584599938","8179758.3009474","1.24.1.899"
"1018","0","222526.76315652","8179776.38417197","1.24.1.9"
"1019","0","223051.226534812","8179809.46863261","1.24.1.90"
"1020","0","224047.038059098","8179755.26642166","1.24.1.900"
"1021","0","224054.580363209","8179766.22771045","1.24.1.901"
"1022","0","224067.306994743","8179777.52466105","1.24.1.902"
"1023","0","224096.519130502","8179810.0014565","1.24.1.903"
"1024","0","224136.901736778","8179830.48221061","1.24.1.904"
"1025","0","224256.4225263","8180002.30197735","1.24.1.905"
"1026","0","224141.871562308","8179808.98705827","1.24.1.906"
"1027","0","224136.78025309","8179805.78236716","1.24.1.906A"
"1028","0","224106.646004478","8179785.32589923","1.24.1.907"
"1029","0","224089.575438959","8179775.09020852","1.24.1.908"
"1030","0","224078.482824557","8179761.61012676","1.24.1.909"
"1031","0","223057.436653976","8179809.76493921","1.24.1.91"
"1032","0","224067.52394211","8179751.46959636","1.24.1.910"
"1033","0","224074.674559087","8179735.48706006","1.24.1.911"
"1034","0","224063.939503695","8179736.16885479","1.24.1.911A"
"1035","0","224058.14260157","8179744.39142405","1.24.1.912"
"1036","0","224054.030589755","8179745.96521253","1.24.1.912A"
"1037","0","224047.715673991","8179734.86879455","1.24.1.913"
"1038","0","224035.810522913","8179727.42870336","1.24.1.914"
"1039","0","224025.995716579","8179720.31294457","1.24.1.915"
"1040","0","224017.921142572","8179714.73652702","1.24.1.916"
"1041","0","224009.739246194","8179708.73823197","1.24.1.917"
"1042","0","224001.170261375","8179701.50904127","1.24.1.918"
"1043","0","223993.891180269","8179697.76277645","1.24.1.919"
"1044","0","223065.490331591","8179807.35768028","1.24.1.92"
"1045","0","223982.424518178","8179691.42685081","1.24.1.920"
"1046","0","223963.999335167","8179679.72801978","1.24.1.921"
"1047","0","223908.180326107","8179650.22891749","1.24.1.922"
"1048","0","223899.635313298","8179639.53653371","1.24.1.923"
"1049","0","223870.96970623","8179592.28687255","1.24.1.924"
"1050","0","223863.557177432","8179583.09090776","1.24.1.925"
"1051","0","224002.652569375","8179622.0904735","1.24.1.926"
"1052","0","224021.885560299","8179627.70685208","1.24.1.927"
"1053","0","224045.766641623","8179634.77568147","1.24.1.928"
"1054","0","224056.008128499","8179639.83371435","1.24.1.929"
"1055","0","223076.269617183","8179805.43879016","1.24.1.93"
"1056","0","224066.636337627","8179642.74428749","1.24.1.930"
"1057","0","224041.551747216","8179683.81200745","1.24.1.931"
"1058","0","224059.36606272","8179676.56672844","1.24.1.932"
"1059","0","224083.227304177","8179655.22315919","1.24.1.933"
"1060","0","224092.827107613","8179658.1882815","1.24.1.934"
"1061","0","224110.337305625","8179663.98417827","1.24.1.935"
"1062","0","224122.30962462","8179668.82124991","1.24.1.936"
"1063","0","224133.402647328","8179675.38520246","1.24.1.937"
"1064","0","224143.675418067","8179681.94151522","1.24.1.938"
"1065","0","224161.692070678","8179695.17317646","1.24.1.939"
"1066","0","224164.013395156","8179702.84433245","1.24.1.939A"
"1067","0","223088.030913076","8179804.78096207","1.24.1.94"
"1068","0","224088.006400075","8179741.82267222","1.24.1.940"
"1069","0","224094.013972899","8179747.59359509","1.24.1.941"
"1070","0","224103.344347413","8179761.39151869","1.24.1.942"
"1071","0","224361.680082951","8179777.08624395","1.24.1.943"
"1072","0","224413.611483483","8179781.19841891","1.24.1.944"
"1073","0","224586.232372685","8179850.45735503","1.24.1.945"
"1074","0","223097.230341809","8179801.9254222","1.24.1.95"
"1075","0","223114.686432008","8179798.30127485","1.24.1.96"
"1076","0","223106.203949481","8179787.59347609","1.24.1.97"
"1077","0","223071.676234757","8179777.18947887","1.24.1.98"
"1078","0","222876.566688212","8179869.81942327","1.24.1.99"
"1079","0","223533.213177242","8179215.50130721","1.24.12.1"
"1080","0","223674.738096234","8178880.32294532","1.24.12.10"
"1081","0","223681.595239045","8178889.8578818","1.24.12.11"
"1082","0","223715.139506554","8178897.30913328","1.24.12.12"
"1083","0","223753.914839504","8178915.99577098","1.24.12.13"
"1084","0","223751.102051184","8178915.48034587","1.24.12.13A"
"1085","0","223748.20811394","8178916.48937906","1.24.12.13B"
"1086","0","223742.291983735","8178916.84999921","1.24.12.13C"
"1087","0","223737.202408308","8178915.21027106","1.24.12.13D"
"1088","0","223730.791848905","8178908.83508662","1.24.12.14"
"1089","0","223626.465031209","8179103.28823915","1.24.12.2"
"1090","0","223635.062484568","8179077.61468707","1.24.12.3"
"1091","0","223663.968068586","8179010.82833946","1.24.12.4"
"1092","0","223600.098675335","8178881.60286373","1.24.12.5"
"1093","0","223637.056797036","8178846.82510402","1.24.12.6"
"1094","0","223650.239259556","8178847.76151307","1.24.12.6A"
"1095","0","223688.197766249","8178845.83934797","1.24.12.7"
"1096","0","223681.613893959","8178858.18864829","1.24.12.8"
"1097","0","223696.865887907","8178873.11344159","1.24.12.9"
"1098","0","224726.248759857","8179921.64693705","1.24.14.1"
"1099","0","224737.622203501","8180049.95493713","1.24.14.10"
"1100","0","224790.317032293","8180082.33671473","1.24.14.100"
"1101","0","224779.48889527","8180077.84801523","1.24.14.101"
"1102","0","224766.731995562","8180077.5796675","1.24.14.102"
"1103","0","224771.535379242","8180088.6579047","1.24.14.103"
"1104","0","224774.284561246","8180094.52218355","1.24.14.104"
"1105","0","224777.317306105","8180104.26530232","1.24.14.105"
"1106","0","224787.745517226","8180116.70782921","1.24.14.106"
"1107","0","224792.434522925","8180123.66559829","1.24.14.107"
"1108","0","224803.219036672","8180131.12842641","1.24.14.108"
"1109","0","224812.291865085","8180137.47734495","1.24.14.109"
"1110","0","224731.195876295","8180048.39254711","1.24.14.11"
"1111","0","224818.406346217","8180137.68497969","1.24.14.110"
"1112","0","224826.800326316","8180141.3985627","1.24.14.111"
"1113","0","224883.589497389","8180161.16036461","1.24.14.112"
"1114","0","224873.607789165","8180122.95121383","1.24.14.113"
"1115","0","224870.949454341","8180100.46847764","1.24.14.114"
"1116","0","224883.357535102","8180096.68001328","1.24.14.115"
"1117","0","224895.136350015","8180078.97162694","1.24.14.116"
"1118","0","224853.273711165","8180082.65358142","1.24.14.117"
"1119","0","224843.999780283","8180086.13961822","1.24.14.118"
"1120","0","224831.55636726","8180084.63085654","1.24.14.119"
"1121","0","224725.52713518","8180045.7132343","1.24.14.12"
"1122","0","224828.856827677","8180075.36907205","1.24.14.120"
"1123","0","224831.560528878","8180063.41640321","1.24.14.121"
"1124","0","224812.390990079","8180004.02886034","1.24.14.122"
"1125","0","224797.601104396","8179957.91005516","1.24.14.123"
"1126","0","224958.519947665","8179999.35150833","1.24.14.124"
"1127","0","224972.670352962","8179995.28110143","1.24.14.125"
"1128","0","224946.208212969","8180056.46844965","1.24.14.126"
"1129","0","224975.24987939","8180024.74021285","1.24.14.127"
"1130","0","225006.858751473","8180029.64663719","1.24.14.128"
"1131","0","225031.385215113","8180005.03973541","1.24.14.129"
"1132","0","224720.407813315","8180042.48049435","1.24.14.13"
"1133","0","225035.555434938","8180010.11020125","1.24.14.130"
"1134","0","225041.620625778","8180019.76869994","1.24.14.131"
"1135","0","225046.823652004","8180025.64895585","1.24.14.132"
"1136","0","225064.286130298","8180043.68118256","1.24.14.133"
"1137","0","224713.777136326","8180039.24367891","1.24.14.14"
"1138","0","224635.347691393","8180058.20204939","1.24.14.15"
"1139","0","224614.460948806","8180069.40825293","1.24.14.16"
"1140","0","224503.745722575","8180073.252302","1.24.14.17"
"1141","0","224369.081371047","8180028.3044741","1.24.14.18"
"1142","0","224472.233069948","8180079.96068968","1.24.14.19"
"1143","0","224764.579706638","8179984.9381293","1.24.14.2"
"1144","0","224477.927593179","8180084.16997629","1.24.14.20"
"1145","0","224484.34476174","8180089.52131263","1.24.14.21"
"1146","0","224358.536829042","8180155.69760897","1.24.14.22"
"1147","0","224381.773246259","8180160.62609987","1.24.14.22A"
"1148","0","224387.851060371","8180159.07766782","1.24.14.23"
"1149","0","224410.162231289","8180158.65971207","1.24.14.24"
"1150","0","224434.585626907","8180155.2209976","1.24.14.25"
"1151","0","224467.626686719","8180136.55072538","1.24.14.26"
"1152","0","224502.272293611","8180121.88989308","1.24.14.27"
"1153","0","224515.08504891","8180112.00218782","1.24.14.28"
"1154","0","224524.797484766","8180109.64003701","1.24.14.29"
"1155","0","224802.070224103","8180026.77607606","1.24.14.3"
"1156","0","224533.378920648","8180106.41313537","1.24.14.30"
"1157","0","224571.622816458","8180100.21993499","1.24.14.31"
"1158","0","224581.046807237","8180100.52963065","1.24.14.32"
"1159","0","224621.366931053","8180090.18265721","1.24.14.33"
"1160","0","224645.66500471","8180073.76240267","1.24.14.34"
"1161","0","224656.316085325","8180071.47005183","1.24.14.35"
"1162","0","224661.05260246","8180080.2586617","1.24.14.36"
"1163","0","224664.043111565","8180092.16979478","1.24.14.37"
"1164","0","224665.621338373","8180101.97050006","1.24.14.37A"
"1165","0","224672.633253936","8180111.69357778","1.24.14.38"
"1166","0","224676.170681396","8180119.56568635","1.24.14.39"
"1167","0","224803.017763166","8180033.20944289","1.24.14.4"
"1168","0","224686.08870379","8180109.22476133","1.24.14.40"
"1169","0","224682.428586321","8180099.15486931","1.24.14.41"
"1170","0","224664.684509129","8180056.54477363","1.24.14.42"
"1171","0","224696.547606776","8180054.43031853","1.24.14.43"
"1172","0","224707.758327685","8180058.68261036","1.24.14.43A"
"1173","0","224720.86275703","8180064.54009598","1.24.14.44"
"1174","0","224738.032239332","8180070.64789795","1.24.14.45"
"1175","0","224747.096112701","8180077.19608449","1.24.14.46"
"1176","0","224753.295599873","8180091.413622","1.24.14.47"
"1177","0","224759.019942101","8180100.42601772","1.24.14.48"
"1178","0","224765.699953325","8180108.5032555","1.24.14.49"
"1179","0","224805.818717727","8180046.01923319","1.24.14.5"
"1180","0","224771.208980999","8180117.40656763","1.24.14.50"
"1181","0","224767.796038357","8180119.72332087","1.24.14.51"
"1182","0","224764.490082739","8180122.58134942","1.24.14.52"
"1183","0","224761.074271907","8180124.84296934","1.24.14.52A"
"1184","0","224758.707144131","8180125.74304374","1.24.14.52B"
"1185","0","224756.302407977","8180127.8825825","1.24.14.52C"
"1186","0","224744.965354126","8180124.67369451","1.24.14.53"
"1187","0","224751.150424257","8180133.13708559","1.24.14.54"
"1188","0","224744.423289954","8180138.75092845","1.24.14.55"
"1189","0","224737.963501172","8180142.88208213","1.24.14.56"
"1190","0","224729.153095678","8180129.24926831","1.24.14.57"
"1191","0","224723.622427239","8180147.18472878","1.24.14.58"
"1192","0","224706.407165729","8180131.62584973","1.24.14.59"
"1193","0","224804.247096596","8180061.59050451","1.24.14.6"
"1194","0","224648.862496885","8180159.95762951","1.24.14.60"
"1195","0","224680.360688598","8180171.10015982","1.24.14.61"
"1196","0","224690.77474904","8180167.37988369","1.24.14.62"
"1197","0","224706.563164873","8180156.38103266","1.24.14.63"
"1198","0","224734.921153123","8180163.57985093","1.24.14.64"
"1199","0","224745.513739041","8180158.09415474","1.24.14.65"
"1200","0","224754.251706049","8180151.05448174","1.24.14.66"
"1201","0","224760.223219486","8180153.56436275","1.24.14.67"
"1202","0","224761.553877913","8180139.27844479","1.24.14.68"
"1203","0","224770.465179363","8180133.51897786","1.24.14.69"
"1204","0","224758.827421701","8180035.61439851","1.24.14.7"
"1205","0","224778.753307383","8180130.21732821","1.24.14.70"
"1206","0","224783.048459467","8180132.80219822","1.24.14.71"
"1207","0","224756.011226331","8180165.30899766","1.24.14.72"
"1208","0","224745.836545572","8180169.56387714","1.24.14.73"
"1209","0","224760.009212774","8180184.85762631","1.24.14.74"
"1210","0","224767.660665198","8180180.87885142","1.24.14.75"
"1211","0","224774.668679302","8180177.56616486","1.24.14.76"
"1212","0","224778.123758014","8180173.88735069","1.24.14.77"
"1213","0","224783.957541595","8180169.68217457","1.24.14.78"
"1214","0","224781.858981052","8180152.77855019","1.24.14.79"
"1215","0","224755.103852109","8180038.13363335","1.24.14.7A"
"1216","0","224750.748546102","8180059.83613114","1.24.14.8"
"1217","0","224789.595235488","8180143.16624834","1.24.14.80"
"1218","0","224811.873431715","8180151.85001035","1.24.14.81"
"1219","0","224805.767140547","8180166.84766709","1.24.14.82"
"1220","0","224827.404776316","8180157.7432389","1.24.14.83"
"1221","0","224833.920452046","8180156.74244306","1.24.14.84"
"1222","0","224841.102218274","8180151.57113635","1.24.14.85"
"1223","0","224856.034729796","8180152.17565964","1.24.14.86"
"1224","0","224858.140243849","8180132.0833861","1.24.14.87"
"1225","0","224856.282542021","8180123.62627336","1.24.14.88"
"1226","0","224855.62387744","8180110.20032295","1.24.14.89"
"1227","0","224742.311963179","8180053.72540747","1.24.14.9"
"1228","0","224857.087844384","8180096.87565389","1.24.14.90"
"1229","0","224850.626522242","8180099.51380702","1.24.14.91"
"1230","0","224843.936452347","8180100.07330915","1.24.14.92"
"1231","0","224837.480720748","8180099.18571536","1.24.14.93"
"1232","0","224832.708520339","8180099.36343352","1.24.14.93A"
"1233","0","224828.646076377","8180097.52516527","1.24.14.94"
"1234","0","224823.043557415","8180096.77529537","1.24.14.95"
"1235","0","224818.355452493","8180093.99683361","1.24.14.96"
"1236","0","224813.879973529","8180091.53594652","1.24.14.97"
"1237","0","224805.917699892","8180089.68754289","1.24.14.98"
"1238","0","224796.311289464","8180084.89343468","1.24.14.99"
"1239","0","223129.743778265","8180554.97288371","1.24.2.1"
"1240","0","223083.116169358","8180400.11700459","1.24.2.10"
"1241","0","222640.511308736","8180305.54063625","1.24.2.100"
"1242","0","222631.513417691","8180297.28447834","1.24.2.101"
"1243","0","222627.150786022","8180291.76342284","1.24.2.102"
"1244","0","222617.398779833","8180286.68253433","1.24.2.103"
"1245","0","222612.715341807","8180292.14793435","1.24.2.104"
"1246","0","222609.034146117","8180297.87874545","1.24.2.105"
"1247","0","222605.84749263","8180303.71465577","1.24.2.105A"
"1248","0","222575.687395436","8180327.07017317","1.24.2.106"
"1249","0","222578.771671003","8180318.61618567","1.24.2.107"
"1250","0","222585.61531923","8180308.38863679","1.24.2.108"
"1251","0","222558.410788509","8180298.05947839","1.24.2.109"
"1252","0","223065.182164397","8180377.68182597","1.24.2.11"
"1253","0","222554.340640174","8180308.2418273","1.24.2.110"
"1254","0","222554.561782305","8180324.94494371","1.24.2.111"
"1255","0","222587.095483319","8180293.0002184","1.24.2.114"
"1256","0","222597.608538404","8180274.75797429","1.24.2.115"
"1257","0","222581.474964888","8180254.97342951","1.24.2.117"
"1258","0","223056.447305533","8180364.00892635","1.24.2.12"
"1259","0","222559.749879705","8180250.58139013","1.24.2.120"
"1260","0","222571.745395088","8180244.13860395","1.24.2.121"
"1261","0","222570.889881914","8180223.83574032","1.24.2.122"
"1262","0","222558.640236611","8180203.79382835","1.24.2.123"
"1263","0","222565.235521381","8180190.44358179","1.24.2.124"
"1264","0","222555.974903645","8180182.02838662","1.24.2.125"
"1265","0","222575.73244848","8180159.80362623","1.24.2.126"
"1266","0","222567.211335254","8180158.42392888","1.24.2.126A"
"1267","0","222547.919252412","8180197.73843964","1.24.2.127"
"1268","0","222538.89965003","8180211.54705558","1.24.2.128"
"1269","0","222535.151836014","8180221.50167411","1.24.2.128A"
"1270","0","222530.090231803","8180230.10076653","1.24.2.129"
"1271","0","223047.852187595","8180349.0074437","1.24.2.13"
"1272","0","222543.292254324","8180246.7398891","1.24.2.136"
"1273","0","222544.744784762","8180238.40192592","1.24.2.137"
"1274","0","222546.271808077","8180221.23329556","1.24.2.138"
"1275","0","222512.233015611","8180207.7417026","1.24.2.139"
"1276","0","223038.768204094","8180354.29145931","1.24.2.13A"
"1277","0","223028.727744072","8180361.16149157","1.24.2.14"
"1278","0","222521.143608617","8180197.37722738","1.24.2.140"
"1279","0","222532.365512997","8180181.59300572","1.24.2.141"
"1280","0","222526.181349005","8180179.57960295","1.24.2.141A"
"1281","0","222517.057045057","8180178.72063185","1.24.2.142"
"1282","0","222499.562269311","8180183.19826626","1.24.2.143"
"1283","0","222489.96106341","8180168.54002134","1.24.2.144"
"1284","0","222476.526303074","8180161.29371896","1.24.2.145"
"1285","0","222461.364906149","8180152.57347709","1.24.2.146"
"1286","0","222445.099470179","8180144.8222421","1.24.2.147"
"1287","0","222455.621925134","8180168.27918889","1.24.2.148"
"1288","0","222479.808030555","8180198.35008954","1.24.2.149"
"1289","0","223023.566522761","8180360.29939607","1.24.2.14A"
"1290","0","223018.628076796","8180341.37536897","1.24.2.15"
"1291","0","222428.623420458","8180152.27094126","1.24.2.150"
"1292","0","222419.689814222","8180161.6012877","1.24.2.151"
"1293","0","222424.188639392","8180178.90755667","1.24.2.152"
"1294","0","222438.320041649","8180172.92887348","1.24.2.153"
"1295","0","222443.503764687","8180170.15083352","1.24.2.153A"
"1296","0","222451.440223415","8180187.93560909","1.24.2.154"
"1297","0","222443.830018213","8180193.23108643","1.24.2.155"
"1298","0","222436.265876192","8180198.13050295","1.24.2.156"
"1299","0","222443.639254388","8180213.40079833","1.24.2.157"
"1300","0","222454.409647562","8180210.47078568","1.24.2.158"
"1301","0","222469.012812551","8180209.43078308","1.24.2.159"
"1302","0","223036.058938458","8180327.66840027","1.24.2.16"
"1303","0","222503.589996156","8180226.01389567","1.24.2.160"
"1304","0","222494.816829941","8180224.55600634","1.24.2.161"
"1305","0","222484.487802675","8180225.68024272","1.24.2.162"
"1306","0","222473.107870373","8180226.19069182","1.24.2.163"
"1307","0","222463.225929777","8180229.73306264","1.24.2.164"
"1308","0","222454.978366913","8180231.59596756","1.24.2.165"
"1309","0","222444.930155775","8180233.62224763","1.24.2.166"
"1310","0","222443.305953041","8180253.56992571","1.24.2.167"
"1311","0","222453.703969931","8180254.65296626","1.24.2.168"
"1312","0","222461.760544923","8180255.16625161","1.24.2.169"
"1313","0","223013.268680924","8180299.48075299","1.24.2.17"
"1314","0","222469.504021641","8180253.33155796","1.24.2.170"
"1315","0","222478.396723245","8180254.53777781","1.24.2.171"
"1316","0","222486.451974734","8180255.14272369","1.24.2.172"
"1317","0","222494.007724827","8180256.51449533","1.24.2.173"
"1318","0","222488.329718495","8180278.01147044","1.24.2.174A"
"1319","0","222534.552900767","8180308.74469114","1.24.2.179"
"1320","0","223001.88041766","8180310.23120917","1.24.2.18"
"1321","0","222523.541121496","8180312.09960829","1.24.2.180"
"1322","0","222511.453413063","8180317.16028979","1.24.2.181"
"1323","0","222503.323650796","8180326.08830022","1.24.2.182"
"1324","0","222496.532597327","8180340.29034789","1.24.2.183"
"1325","0","222489.041136555","8180354.12737781","1.24.2.184"
"1326","0","222478.261885759","8180364.98447083","1.24.2.185"
"1327","0","222474.672693763","8180368.5298577","1.24.2.185A"
"1328","0","222470.030398407","8180377.3221014","1.24.2.186"
"1329","0","222463.878590261","8180383.87343026","1.24.2.187"
"1330","0","222465.249946248","8180358.25422661","1.24.2.188"
"1331","0","222477.833953449","8180344.12369847","1.24.2.189"
"1332","0","222989.907089629","8180293.48100042","1.24.2.19"
"1333","0","222489.796251189","8180320.65045803","1.24.2.190"
"1334","0","222474.049534794","8180325.66385253","1.24.2.191"
"1335","0","222468.454102219","8180332.67729937","1.24.2.192"
"1336","0","222465.208957598","8180342.55909183","1.24.2.193"
"1337","0","222458.200577482","8180350.1549346","1.24.2.194"
"1338","0","223140.189042666","8180538.57710329","1.24.2.2"
"1339","0","222998.040116014","8180281.4682602","1.24.2.20"
"1340","0","222987.894215837","8180267.48937158","1.24.2.21"
"1341","0","222974.671846581","8180256.52677745","1.24.2.22"
"1342","0","222936.128659511","8180224.64858498","1.24.2.23"
"1343","0","222925.208825456","8180216.62877069","1.24.2.24"
"1344","0","222899.946851007","8180209.35445755","1.24.2.25"
"1345","0","222880.621428712","8180210.5081772","1.24.2.26"
"1346","0","222867.776276022","8180207.69365768","1.24.2.27"
"1347","0","222869.709925686","8180228.83490569","1.24.2.28"
"1348","0","222892.098712883","8180245.13957055","1.24.2.29"
"1349","0","223150.170859501","8180518.94060274","1.24.2.3"
"1350","0","222874.5312428","8180245.8643439","1.24.2.30"
"1351","0","222862.337693509","8180251.29583152","1.24.2.31"
"1352","0","222855.086391258","8180264.95461493","1.24.2.32"
"1353","0","222860.354989732","8180272.00561635","1.24.2.33"
"1354","0","222836.896963908","8180255.21972833","1.24.2.34"
"1355","0","222847.780528574","8180239.87213517","1.24.2.35"
"1356","0","222845.385642465","8180228.22081427","1.24.2.36"
"1357","0","222843.143826693","8180216.72653087","1.24.2.37"
"1358","0","222827.129002453","8180226.16788781","1.24.2.38"
"1359","0","222813.829818778","8180233.99982552","1.24.2.39"
"1360","0","223149.792559784","8180506.43405182","1.24.2.4"
"1361","0","222821.395671875","8180244.9104747","1.24.2.40"
"1362","0","222827.806436909","8180250.23104559","1.24.2.41"
"1363","0","222799.229276501","8180250.6926957","1.24.2.42"
"1364","0","222811.763419532","8180258.67088685","1.24.2.43"
"1365","0","222822.815351321","8180266.93582807","1.24.2.44"
"1366","0","222840.869006955","8180285.77607073","1.24.2.45"
"1367","0","222850.914072665","8180294.20664982","1.24.2.46"
"1368","0","222861.248845667","8180304.03344834","1.24.2.47"
"1369","0","222867.303176306","8180313.56548172","1.24.2.48"
"1370","0","222847.631604977","8180325.25930116","1.24.2.49"
"1371","0","223145.491037484","8180495.70456621","1.24.2.5"
"1372","0","222839.060148381","8180317.03989534","1.24.2.50"
"1373","0","222834.531343052","8180310.94125109","1.24.2.51"
"1374","0","222825.027919224","8180305.14099881","1.24.2.52"
"1375","0","222808.676854787","8180318.5503901","1.24.2.53"
"1376","0","222816.220357405","8180326.36623182","1.24.2.54"
"1377","0","222816.005730507","8180294.05515652","1.24.2.55"
"1378","0","222805.72373603","8180281.52777048","1.24.2.56"
"1379","0","222792.786870528","8180267.66820654","1.24.2.57"
"1380","0","222780.204753687","8180285.17302913","1.24.2.58"
"1381","0","222786.172420648","8180295.69046865","1.24.2.59"
"1382","0","223142.695870464","8180485.51995507","1.24.2.6"
"1383","0","222793.468743093","8180301.16600311","1.24.2.60"
"1384","0","222801.14018303","8180306.25113552","1.24.2.61"
"1385","0","222802.921028345","8180337.87501412","1.24.2.62"
"1386","0","222796.133081633","8180331.35607441","1.24.2.63"
"1387","0","222791.85671969","8180324.71689812","1.24.2.64"
"1388","0","222783.172541389","8180319.62788075","1.24.2.65"
"1389","0","222769.411050918","8180330.94862723","1.24.2.66"
"1390","0","222778.227474444","8180337.28294536","1.24.2.67"
"1391","0","222785.092158559","8180343.71790316","1.24.2.68"
"1392","0","222772.910986075","8180308.98249228","1.24.2.69"
"1393","0","223138.819794741","8180476.20565066","1.24.2.7"
"1394","0","222766.612159305","8180298.60510623","1.24.2.70"
"1395","0","222749.539146866","8180319.50862979","1.24.2.71"
"1396","0","222724.701939549","8180325.75639145","1.24.2.72"
"1397","0","222712.637939613","8180331.96025239","1.24.2.73"
"1398","0","222698.522615461","8180336.31593627","1.24.2.74"
"1399","0","222677.845147181","8180337.75695384","1.24.2.75"
"1400","0","222672.2669931","8180348.52710728","1.24.2.76"
"1401","0","222659.772124905","8180351.48163114","1.24.2.77"
"1402","0","222703.261201865","8180363.01834856","1.24.2.78"
"1403","0","222687.056180027","8180369.02405069","1.24.2.79"
"1404","0","223132.317686309","8180464.71996305","1.24.2.8"
"1405","0","222673.279982578","8180375.18758676","1.24.2.80"
"1406","0","222656.323389642","8180380.26766705","1.24.2.81"
"1407","0","222657.110582424","8180391.39175466","1.24.2.82"
"1408","0","222653.383016067","8180404.28124358","1.24.2.83"
"1409","0","222652.516357913","8180418.58329474","1.24.2.84"
"1410","0","222652.196892569","8180429.61052077","1.24.2.85"
"1411","0","222629.206286115","8180408.54353834","1.24.2.86"
"1412","0","222632.939500968","8180393.06165378","1.24.2.87"
"1413","0","222636.019431008","8180381.98340295","1.24.2.88"
"1414","0","222631.008567928","8180370.17174373","1.24.2.89"
"1415","0","223094.337472149","8180416.87590685","1.24.2.9"
"1416","0","222624.141626623","8180359.67655926","1.24.2.90"
"1417","0","222618.631525562","8180348.6794402","1.24.2.91"
"1418","0","222610.182019266","8180333.73233073","1.24.2.92"
"1419","0","222601.018071783","8180319.6904374","1.24.2.93"
"1420","0","222639.701080906","8180357.80235988","1.24.2.94"
"1421","0","222645.40692561","8180346.79490627","1.24.2.95"
"1422","0","222650.230109669","8180340.06131727","1.24.2.96"
"1423","0","222654.594894425","8180332.49725321","1.24.2.97"
"1424","0","222664.534360446","8180324.03886116","1.24.2.98"
"1425","0","222652.980887639","8180316.60299113","1.24.2.99"
"1426","0","222411.865627362","8180298.13207256","1.24.3.1"
