"","id_manz","P","D","L","X","Y","1_FR_A","2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1"
"3753","263-18","1","18","12",224721.7465385,8180584.64122083,5,5,5,7,6,6,5,2,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.12",TRUE,FALSE
"3755","263-25","1","25","12",230622.184806167,8179602.4995015,6,6,6,6,6,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.12",TRUE,FALSE
"3757","263-7","1","7","20",226156.1444015,8180969.9766425,3,4,4,8,7,7,7,4,0,0,0,0,0,8,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.20",TRUE,FALSE
"3763","264-13","1","13","104",235689.379379222,8184753.00818822,NA,NA,11,1,10,8,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11,8,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3764","264-18","1","18","13",224495.698261,8180951.053458,5,5,5,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3766","264-25","1","25","12",230677.565700583,8179646.18921142,6,6,6,6,12,12,11,3,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.12",TRUE,FALSE
"3768","264-7","1","7","20",226169.79268025,8180917.9911135,3,NA,4,8,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.20",TRUE,FALSE
"3769","264-8","1","8","15",230050.841437769,8181246.08748338,6,7,7,5,23,22,18,2,0,0,0,0,0,26,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.8.15",TRUE,FALSE
"3775","265-18","1","18","13",224472.2290056,8180974.508844,5,5,5,7,3,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3777","265-25","1","25","12",230780.40610175,8179713.76734825,6,6,6,6,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.12",TRUE,FALSE
"3779","265-7","1","7","20",226136.474643583,8180929.4693845,3,4,4,8,12,12,8,8,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.20",TRUE,FALSE
"3785","266-13","1","13","104",235594.07231095,8184690.89569785,NA,NA,11,1,15,15,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3786","266-18","1","18","13",224463.250348833,8181009.58782933,NA,5,5,7,4,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3788","266-25","1","25","12",230444.975009027,8179453.73801231,6,6,6,6,105,93,92,29,0,0,0,4,0,111,0,0,0,0,4,4,0,6,6,FALSE,FALSE,TRUE,FALSE,"1.25.12",TRUE,FALSE
"3790","266-7","1","7","20",226094.183850111,8180878.90527144,3,4,4,8,8,8,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.20",TRUE,FALSE
"3793","26-7","1","7","5",226988.30101625,8179594.22434,3,4,4,8,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,"1.7.5",TRUE,FALSE
"3797","267-13","1","13","104",235597.20916105,8184654.374219,NA,NA,11,1,17,17,9,3,0,0,0,0,0,20,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3798","267-18","1","18","13",224448.543684167,8181043.15440883,5,5,5,7,5,5,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3800","267-25","1","25","13",230212.917246759,8179490.03060141,6,6,6,6,25,21,22,9,0,0,0,0,0,29,0,0,0,0,0,0,0,6,4,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3802","267-7","1","7","20",226074.9013504,8180800.3964356,3,4,4,8,5,5,3,2,0,1,0,2,0,5,0,1,1,0,2,2,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.20",TRUE,FALSE
"3803","267-8","1","8","15",230214.984182545,8181028.13346188,6,7,7,5,24,23,15,1,0,0,0,0,0,33,0,0,0,0,0,0,0,7,9,FALSE,FALSE,FALSE,FALSE,"1.8.15",TRUE,FALSE
"3805","26-8","1","8","5",231632.19699325,8179315.11261342,6.5,7,7,5,11,11,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.5",TRUE,FALSE
"3808","268-13","1","13","104",235584.4878963,8184544.0995868,NA,NA,11,1,19,19,16,1,0,0,0,0,0,20,0,0,0,0,0,0,0,11,1,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3809","268-18","1","18","13",224423.350449167,8181069.79323267,5,5,5,7,5,5,4,2,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3811","268-25","1","25","13",230307.688388857,8179553.47436157,6,6,6,6,13,11,11,5,0,0,0,0,0,14,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3813","268-7","1","7","21",226135.820135667,8180877.7628185,3,4,4,8,5,5,4,0,0,0,0,3,0,6,0,0,0,0,3,3,0,4,1,FALSE,FALSE,TRUE,FALSE,"1.7.21",TRUE,FALSE
"3814","268-8","1","8","15",230236.0492002,8180995.7169563,6,7,7,5,19,19,17,1,0,0,0,0,0,20,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.15",TRUE,FALSE
"3816","26-9","1","9","6",199154.4027,8174999.36069089,8,9,9,3,9,7,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE
"3820","269-13","1","13","104",235659.057629632,8184579.58875547,NA,NA,11,1,16,16,12,0,0,0,0,0,0,19,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3821","269-18","1","18","13",224408.550472,8181100.47603233,5,5,5,7,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3823","269-25","1","25","13",230377.0874172,8179595.69448927,6,6,6,6,15,14,12,9,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3825","269-7","1","7","21",226123.632955875,8180841.93191537,3,4,4,8,8,7,5,0,2,4,0,5,1,8,3,5,5,0,5,9,1,4,0,FALSE,TRUE,TRUE,TRUE,"1.7.21",TRUE,TRUE
"3828","2-7","1","7","1",226427.345765824,8179918.80417235,NA,NA,NA,NA,15,14,14,1,3,3,2,3,1,17,4,4,9,2,3,3,1,NA,2,FALSE,TRUE,TRUE,TRUE,"1.7.1",TRUE,TRUE
"3832","270-13","1","13","104",235664.881263,8184536.17184853,NA,NA,11,1,17,17,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,11,2,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3833","270-18","1","18","13",224451.7738722,8181172.8206922,5,5,5,7,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3835","270-25","1","25","13",230414.212807821,8179672.31525354,NA,6,6,6,28,26,26,13,0,0,0,0,0,28,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3837","270-7","1","7","21",226108.022591067,8180779.6057254,NA,NA,4,8,14,11,12,0,2,5,2,8,1,15,7,13,24,2,18,18,2,4,1,TRUE,TRUE,TRUE,TRUE,"1.7.21",TRUE,TRUE
"3838","270-8","1","8","15",229834.515541241,8181153.3094667,6,NA,7,5,52,52,31,9,0,0,0,0,0,54,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.15",TRUE,FALSE
"3846","271-13","1","13","104",235644.426995182,8184483.73242027,NA,NA,11,1,26,26,12,0,0,0,0,0,0,33,0,0,0,0,0,0,0,11,7,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3847","271-18","1","18","13",224472.958899333,8181204.52349667,5,5,5,7,3,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.13",TRUE,FALSE
"3849","271-25","1","25","13",230456.710352348,8179690.15898387,6,6,6,6,22,21,21,10,0,0,0,0,0,23,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3852","271-7","1","7","21",226102.0038995,8180736.55208313,NA,NA,4,8,8,7,6,0,2,3,2,5,3,8,3,5,6,2,7,9,3,4,0,FALSE,TRUE,TRUE,TRUE,"1.7.21",TRUE,TRUE
"3853","27-18","1","18","1",223562.387841143,8180754.18896014,4,5,5,7,7,7,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE
"3854","271-8","1","8","15",229748.360762,8181200.633224,6,NA,7,5,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.15",TRUE,FALSE
"3859","272-13","1","13","104",235628.40178215,8184414.31153365,NA,NA,11,1,15,15,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3860","272-18","1","18","14",223994.374843,8182318.530786,5,5,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3862","272-25","1","25","13",230381.027811889,8179790.66701689,6,6,6,6,17,16,17,6,0,0,0,0,0,18,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3865","27-24","1","24","1",223193.7160421,8179684.3889901,NA,NA,5,7,8,8,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE
"3866","27-25","1","25","1",228825.015033143,8181086.35819007,5,6,6,6,13,11,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE
"3867","272-7","1","7","21",226071.67055175,8180691.647083,3,4,4,8,4,4,4,0,1,2,0,3,1,4,3,5,6,0,5,5,1,4,0,FALSE,TRUE,TRUE,TRUE,"1.7.21",TRUE,TRUE
"3868","272-8","1","8","15",229859.636015957,8181171.64623009,6,7,7,5,23,22,21,2,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.15",TRUE,FALSE
"3873","273-13","1","13","104",235633.2731328,8184364.3769478,NA,NA,11,1,13,11,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11,7,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3874","273-18","1","18","14",223949.3080495,8182314.65381117,NA,5,6,6,6,4,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3876","273-25","1","25","13",230427.845528542,8179801.21072137,6,6,6,6,22,21,20,9,0,0,0,0,0,24,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3878","273-7","1","7","22",226061.351558625,8180715.38149025,NA,4,4,8,6,5,6,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,"1.7.22",TRUE,FALSE
"3884","274-13","1","13","104",235705.699447,8184400.04632806,NA,NA,11,1,12,12,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.104",TRUE,FALSE
"3885","274-18","1","18","14",223886.6383702,8182337.0964046,5,5.1,6,6,9,9,9,4,0,0,0,0,0,10,0,0,0,0,0,0,0,5.1,1,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3887","274-25","1","25","13",230471.465118524,8179810.2050001,6,6,6,6,20,19,19,8,0,0,0,0,0,21,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3889","274-7","1","7","22",226047.9791965,8180728.01838967,3,4,4,8,6,6,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.22",TRUE,FALSE
"3890","274-8","1","8","16",229732.155508759,8181253.96576269,6,7,7,5,29,25,27,4,0,0,0,0,0,29,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"3895","275-13","1","13","105",235117.863287758,8184275.63150921,NA,NA,11,1,24,23,16,5,0,0,0,0,0,33,0,0,0,0,0,0,0,11,9,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"3896","275-18","1","18","14",223854.382868,8182326.908937,5,5,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3898","275-25","1","25","13",230517.078410714,8179821.5242699,6,6,6,6,21,21,19,14,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3900","275-7","1","7","23",225602.65221,8179298.67463867,3,4,4,8,3,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"3901","275-8","1","8","16",229781.41747035,8181263.0886238,6,7,7,5,20,18,20,3,0,0,0,0,0,20,0,0,1,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"3906","276-13","1","13","105",235131.069563793,8184222.04056617,NA,NA,11,1,26,24,23,9,0,0,0,0,0,29,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"3907","276-18","1","18","14",223805.336237,8182328.919334,5,5,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3909","276-25","1","25","13",230551.817656222,8179843.58442111,6,6,6,6,7,7,7,2,0,0,0,0,0,9,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3911","276-7","1","7","23",225173.317840429,8178793.59375195,3.0952380952381,4,4,8,19,18,18,1,0,0,0,0,0,21,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"3914","27-7","1","7","5",226967.100067625,8179613.843796,3,4,4,8,8,8,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.5",TRUE,FALSE
"3918","277-13","1","13","105",235145.781041458,8184160.18545412,NA,NA,11,1,18,14,14,0,0,0,0,0,0,24,0,0,0,0,0,0,0,11,6,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"3919","277-18","1","18","14",223740.486586,8182384.235269,5,5,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3922","277-25","1","25","13",230596.533086882,8179855.26264659,6,6,6,6,16,15,16,7,0,0,0,0,0,17,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3924","277-7","1","7","23",225082.242735,8178559.81529425,3.75,4,4,8,4,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"3925","277-8","1","8","16",229868.517527286,8181257.53137579,6,7,7,5,14,14,13,1,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"3927","27-8","1","8","5",231647.5717676,8179362.2102439,6.8,7,7,5,8,5,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.5",TRUE,FALSE
"3931","278-13","1","13","105",235158.079608742,8184070.34407277,NA,NA,11,1,23,16,14,3,0,0,0,0,0,31,0,0,0,0,0,0,0,11,8,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"3932","278-18","1","18","14",223699.299565625,8182270.13141438,5,5,6,6,5,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,3,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3935","278-25","1","25","13",230635.5486945,8179877.37367006,6,6,6,6,15,14,14,12,0,0,0,0,0,16,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3937","278-7","1","7","23",225042.244632,8178456.87935433,NA,4,4,8,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"3938","278-8","1","8","16",229954.973116364,8181266.23147791,6,7,7,5,8,7,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"3940","27-9","1","9","6",199116.270447,8175040.34060311,8,9,9,3,8,6,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE
"3944","279-13","1","13","105",235217.872519625,8184007.79149625,NA,NA,11,1,19,16,13,0,0,0,0,0,0,24,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"3945","279-18","1","18","14",223623.06919175,8182079.53690125,5,5.25,6,6,3,3,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5.25,1,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3948","279-25","1","25","13",230677.311228176,8179898.70208577,6,6,6,6,17,17,17,11,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3950","279-7","1","7","23",224915.365687,8178525.26058,3,4,4,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"3951","279-8","1","8","16",229931.057256522,8181296.39464496,6,7,7,5,23,21,23,4,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"3957","280-13","1","13","105",235288.510853167,8184026.55830467,NA,NA,11,1,5,4,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,1,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"3958","280-18","1","18","14",223517.5688205,8181998.060646,5,5,6,6,5,5,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3961","280-25","1","25","13",230719.883658667,8179924.4968795,6,6,6,6,17,17,17,15,0,0,0,0,0,18,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3964","280-8","1","8","16",230011.040408667,8181294.85122692,6,7,7,5,12,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"3972","281-13","1","13","105",235267.200187278,8184077.05604553,NA,NA,11,1,16,12,11,0,1,7,1,3,1,36,1,7,37,1,3,6,1,11,20,TRUE,FALSE,FALSE,FALSE,"1.13.105",TRUE,TRUE
"3973","281-18","1","18","14",223638.377679143,8182247.521283,5,5,6,6,7,6,7,5,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3976","281-25","1","25","13",230498.798513889,8179711.70638194,6,6,6,6,17,16,15,9,0,0,0,0,0,18,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3979","281-7","1","7","23",225001.403940476,8178717.0773729,NA,4,4,8,21,14,20,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"3980","28-18","1","18","1",223587.612815,8180762.9717889,4,5,5,7,10,10,9,4,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE
"3981","281-8","1","8","16",230059.5117152,8181307.4834536,6,7,7,5,15,14,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"3986","282-13","1","13","105",235294.113910333,8184129.75902281,NA,NA,11,1,16,14,12,1,0,0,0,0,0,21,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"3987","282-18","1","18","14",223546.101525,8182256.54299567,5,5.33333333333333,6,6,3,3,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,5.33333333333333,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"3990","282-25","1","25","13",230581.01225,8179640.20538027,6,6,6,6,10,10,9,1,0,0,0,0,0,11,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"3991","28-23","1","23","1",218602.21104375,8182299.626883,5,6,6,6,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE
"3993","28-24","1","24","1",223238.914045636,8179663.720074,NA,5,5,7,8,7,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,3,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE
"3994","28-25","1","25","1",228824.041200316,8181134.82406542,5,6,6,6,17,14,16,0,0,0,0,0,0,19,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE
"3995","282-7","1","7","23",224649.2570005,8178704.6808705,3,4,4,8,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"3996","282-8","1","8","16",230104.620055885,8181335.01441185,6,7,7,5,25,25,21,0,0,0,0,0,0,26,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"4001","283-13","1","13","105",235222.815265565,8184148.77366139,NA,NA,11,1,11,10,6,0,0,0,0,0,0,23,0,0,0,0,0,0,0,11,12,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"4002","283-18","1","18","14",223560.573958,8182310.677698,5,5,6,6,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"4005","283-25","1","25","13",230540.258227412,8179586.25706441,6,6,6,6,15,15,15,6,0,0,0,0,0,17,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"4007","283-7","1","7","23",225053.231640471,8179143.82926582,3.05882352941176,4,4,8,16,13,16,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"4008","283-8","1","8","16",230053.506597097,8181391.04969116,NA,7,7,5,28,25,20,0,0,0,0,0,0,31,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"4013","284-18","1","18","14",223610.745394571,8182304.77569357,5,5,6,6,7,7,7,5,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"4016","284-25","1","25","13",230506.763860692,8179619.30042008,6,6,6,6,13,12,13,4,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"4018","284-7","1","7","23",225027.512858308,8178765.41783915,NA,4,4,8,13,10,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"4019","284-8","1","8","16",229993.161941348,8181350.61772483,6,7,7,5,23,23,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"4024","285-13","1","13","105",235212.50416956,8184257.91044824,NA,NA,11,1,15,12,12,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,10,FALSE,FALSE,FALSE,FALSE,"1.13.105",TRUE,FALSE
"4025","285-18","1","18","14",223654.778001,8182293.802813,5,5,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"4028","285-25","1","25","13",230437.329585211,8179574.05272484,6,6,6,6,19,19,17,10,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"4030","285-7","1","7","23",225151.186778429,8178819.92397714,NA,4,4,8,7,6,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
"4031","285-8","1","8","16",229921.2330469,8181340.12875487,6,7,7,5,28,28,27,1,0,0,0,0,0,30,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.16",TRUE,FALSE
"4037","286-18","1","18","14",223605.184521,8182462.10305643,5,5,6,6,5,4,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.14",TRUE,FALSE
"4040","286-25","1","25","13",230468.425250133,8179539.7373662,6,6,6,6,14,12,12,10,0,0,0,0,0,15,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.13",TRUE,FALSE
"4042","286-7","1","7","23",225341.181861667,8179024.63043467,3,4,4,8,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.23",TRUE,FALSE
