"","id_manz","P","D","L","X","Y","1_FR_A","2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1"
"4","0-13","1","13","93",232994.976452176,8184310.07336882,8,9,9,3,40,33,31,3,0,0,0,0,0,51,0,0,0,0,0,0,0,9,11,FALSE,FALSE,FALSE,FALSE,"1.13.93",TRUE,FALSE
"5","0-18","1","18","1",223329.7102115,8180755.661008,4,5,5,7,8,8,7,5,0,1,1,2,1,8,0,1,1,1,2,2,1,5,0,FALSE,TRUE,TRUE,TRUE,"1.18.1",TRUE,FALSE
"6","0-23","1","23","1",218722.492479667,8182072.65225267,5,6,6,6,7,7,6,1,0,0,0,0,0,9,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE
"7","0-24","1","24","1",222428.2928631,8179815.6682565,4,5,5,7,10,8,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE
"8","0-25","1","25","1",229222.808240833,8181764.50427933,NA,6,6,6,16,14,15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE
"10","0-7","1","7","1",226371.760964833,8179951.16404367,3,4,4,8,6,6,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.1",TRUE,FALSE
"12","0-9","1","9","1",203023.6021975,8170558.49664733,NA,9,9,3,100,92,90,1,0,0,0,0,0,148,0,0,0,0,0,0,0,9,48,FALSE,FALSE,FALSE,FALSE,"1.9.1",TRUE,FALSE
"25","100-18","1","18","4",224428.698059667,8180276.43981817,4,5,5,7,2,2,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"32","100-25","1","25","3",230368.514266875,8179655.498799,5.125,6,6,6,8,8,7,5,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"43","1005-13","1","13","6",233979.82465028,8181674.02430136,7,8,8,4,24,23,20,3,0,0,0,0,0,25,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.6",TRUE,FALSE
"47","1006-13","1","13","6",233888.431059889,8181630.84914456,7,8,8,4,7,6,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.6",TRUE,FALSE
"50","100-7","1","7","8",225896.903178,8179647.12602813,3,4,4,8,8,8,7,2,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"55","100-8","1","8","9",231013.217372857,8179909.81807614,6,7,7,5,14,13,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.9",TRUE,FALSE
"57","1008-13","1","13","10",234211.3244046,8181469.3633092,6,7,7,5,4,4,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"60","100-9","1","9","11",198780.611946667,8181476.55709889,8,9,9,3,9,9,9,5,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.11",TRUE,FALSE
"62","1009-13","1","13","10",234249.07542375,8181471.35424425,6,7,7,5,7,5,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"63","1009-25","1","25","44",229639.240873893,8179913.99333004,6,6,6,6,24,20,22,9,1,4,2,7,1,28,1,4,8,2,7,7,1,6,4,TRUE,TRUE,TRUE,TRUE,"1.25.44",TRUE,TRUE
"68","1010-13","1","13","10",234289.358590571,8181478.396272,6,7,7,5,6,6,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"69","1010-25","1","25","44",229669.9764096,8179970.9477126,NA,6,6,6,16,13,15,1,0,0,0,0,0,20,0,0,0,0,0,0,0,6,4,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"76","1011-13","1","13","10",234331.907977375,8181491.82181925,6,7,7,5,7,7,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"77","1011-25","1","25","44",229689.261176929,8180010.93570536,6,6,6,6,14,13,14,6,0,0,0,3,0,14,0,0,0,0,3,3,0,6,0,FALSE,FALSE,TRUE,FALSE,"1.25.44",TRUE,FALSE
"78","101-13","1","13","55",233843.146367947,8182478.231096,7,8,8,4,16,13,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"80","101-18","1","18","4",224472.519742,8180276.48428,4,5,5,7,6,6,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"82","1012-13","1","13","10",234336.285033429,8181445.85354586,6,7,7,5,7,6,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"83","1012-25","1","25","44",229728.737859167,8180071.9877611,6,6,6,6,40,39,37,8,0,0,0,0,0,42,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"87","101-25","1","25","3",230324.284145273,8179636.44133636,5.45454545454545,6,6,6,10,10,9,5,0,0,0,0,0,11,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"90","1013-13","1","13","10",234292.205721125,8181429.17063138,6.125,7,7,5,6,6,5,1,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"91","1013-25","1","25","44",229629.792415,8180082.91178327,6,6,6,6,11,11,11,6,0,0,0,0,0,15,0,0,0,0,0,0,0,6,4,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"94","1014-13","1","13","10",234245.4405135,8181420.05367475,6,7,7,5,6,6,6,1,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"95","1014-25","1","25","44",229600.73462,8180033.05172473,6,6,6,6,11,11,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"98","1015-13","1","13","10",234211.885638,8181418.3351335,6,7,7,5,4,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"99","1015-25","1","25","44",229550.196973765,8180071.32347971,6,6,6,6,12,10,11,3,0,0,0,0,0,17,0,0,0,0,0,0,0,6,5,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"102","1016-13","1","13","10",234242.643042938,8181350.22707581,6.125,7,7,5,15,15,13,6,0,0,0,0,0,16,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"103","1016-25","1","25","44",229530.4080826,8179978.55907935,6,6,6,6,17,13,17,2,0,0,0,0,0,20,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"105","101-7","1","7","8",225990.369338111,8179711.07596122,3,4,4,8,9,9,6,4,0,0,0,2,0,9,0,0,0,0,2,2,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.8",TRUE,FALSE
"107","1017-13","1","13","10",234297.955852545,8181368.83845382,6.09090909090909,7,7,5,10,10,9,1,0,0,0,0,0,11,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"108","1017-25","1","25","44",229407.514439733,8180059.11377217,NA,6,6,6,24,19,23,0,0,0,0,0,0,30,0,0,0,0,0,0,0,6,6,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"110","10-18","1","18","1",223387.862615286,8180938.91873586,4,5,5,7,7,6,4,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE
"111","101-8","1","8","9",231088.539971619,8179924.65849057,6,7,7,5,18,16,16,6,0,0,0,0,0,21,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.8.9",TRUE,FALSE
"113","1018-13","1","13","10",234343.699556571,8181400.66261229,6,7,7,5,7,7,7,2,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"114","1018-25","1","25","44",229484.306588241,8180131.48249518,NA,6,6,6,51,43,47,2,0,0,0,0,0,54,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"116","101-9","1","9","11",198875.036094455,8181545.62324382,8,9,9,3,10,10,10,5,0,0,0,0,0,11,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.11",TRUE,FALSE
"118","1019-13","1","13","10",234345.445538571,8181338.58266643,6,7,7,5,12,12,11,3,0,0,0,0,0,14,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"119","1019-25","1","25","44",229517.5633892,8180165.5333309,NA,6,6,6,17,14,17,3,0,0,0,0,0,20,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"122","1020-13","1","13","10",234351.260006556,8181275.21871022,6.11111111111111,7,7,5,9,9,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"123","1020-25","1","25","44",229594.450088409,8180184.91830068,6,6,6,6,17,14,14,0,0,0,0,0,0,22,0,0,4,0,0,0,0,6,5,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"129","1021-13","1","13","10",234400.40876575,8181272.41604813,6,7,7,5,7,7,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"130","1021-25","1","25","44",229657.459780556,8180217.67598486,NA,6,6,6,31,24,21,0,0,0,0,0,0,36,0,0,0,0,0,0,0,6,5,FALSE,FALSE,FALSE,FALSE,"1.25.44",TRUE,FALSE
"131","102-13","1","13","55",233872.468260231,8182404.31284723,7,NA,8,4,12,10,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"133","102-18","1","18","4",224518.9919956,8180299.1079065,4,5,5,7,8,6,7,2,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"135","1022-13","1","13","10",234393.527901857,8181341.19806471,6,7,7,5,10,9,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,4,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"140","102-25","1","25","3",230275.311175,8179616.43574025,5.4375,6,6,6,14,11,14,3,0,0,0,0,0,16,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"141","10-23","1","23","1",218581.972969,8182178.327394,5,6,6,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE
"144","1023-13","1","13","10",234388.389967125,8181410.62012712,6,7,7,5,7,7,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"147","10-24","1","24","1",223413.216526875,8179666.91091622,NA,NA,5,7,23,21,14,0,0,0,0,0,0,32,0,0,0,0,0,0,0,5,9,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE
"149","1024-13","1","13","10",234381.940693,8181455.87475717,6,7,7,5,6,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"152","10-25","1","25","1",229026.227476158,8181607.19665716,5,6,6,6,16,13,16,0,0,0,0,0,0,19,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE
"154","1025-13","1","13","10",234433.530096333,8181446.1416825,6,7,7,5,6,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"155","1025-25","1","25","45",229662.492258727,8180454.3476815,6,7,7,5,35,30,25,6,0,0,0,0,0,44,0,0,0,0,0,0,0,7,9,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"158","1026-13","1","13","10",234438.892296125,8181402.47820788,6,7,7,5,5,5,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"159","1026-25","1","25","45",229729.900075154,8180496.37855449,6,7,7,5,33,30,21,1,0,0,0,0,0,39,0,0,0,0,0,0,0,7,6,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"161","102-7","1","7","8",226023.946172429,8179760.13692629,3,4,4,8,6,6,3,0,1,1,0,2,0,7,1,1,4,0,2,2,0,4,1,FALSE,FALSE,TRUE,FALSE,"1.7.8",TRUE,TRUE
"163","1027-13","1","13","10",234533.02106225,8181378.83776642,6,7,7,5,12,12,11,6,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"166","102-8","1","8","9",231177.2542672,8179903.4205491,6,7,7,5,9,7,7,2,0,0,0,0,0,10,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.9",TRUE,FALSE
"168","1028-13","1","13","10",234581.736463,8181359.88515586,6.14285714285714,7,7,5,7,7,7,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"171","102-9","1","9","12",198569.740812611,8181645.01079417,8,9,9,3,18,18,18,10,0,0,0,0,0,18,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"173","1029-13","1","13","10",234637.06183875,8181351.06504675,6.25,7,7,5,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"178","1030-13","1","13","10",234684.502315,8181350.69943775,6,7,7,5,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"185","1031-13","1","13","10",234732.142413333,8181351.74264367,6.33333333333333,7,7,5,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"187","103-13","1","13","55",233909.620204095,8182346.41246533,7,8,8,4,17,14,15,0,0,0,0,0,0,21,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"189","103-18","1","18","4",224493.952190429,8180338.64204557,4,5,5,7,6,5,6,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"191","1032-13","1","13","10",234779.72988,8181353.556729,6,7,7,5,4,2,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"193","103-23","1","23","8",219936.1341118,8180205.8949768,NA,6,6,6,7,5,7,1,0,0,0,0,0,10,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.23.8",TRUE,FALSE
"196","103-25","1","25","3",230213.956318737,8179590.12277284,5.78947368421053,6,6,6,19,19,19,10,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"199","1033-13","1","13","10",234835.97382475,8181356.3557445,6,7,7,5,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"203","1034-13","1","13","10",234884.5910195,8181357.50674,6,7,7,5,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"204","1034-25","1","25","45",229582.311257381,8180552.29410207,6,7,7,5,23,18,16,0,0,0,0,0,0,42,0,0,0,0,0,0,0,7,19,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"207","1035-13","1","13","10",234926.009724,8181360.715396,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"211","1036-13","1","13","10",234928.9477156,8181334.7737178,6,7,7,5,4,2,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"214","103-7","1","7","8",226054.3352688,8179803.2195106,3,4,4,8,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"216","1037-13","1","13","10",234887.84038475,8181325.03499625,6.125,7,7,5,6,6,4,1,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"219","103-8","1","8","10",231045.140516167,8180017.1446435,6,7,7,5,5,3,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"221","1038-13","1","13","10",234840.51777275,8181317.49131063,6,7,7,5,6,4,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"224","103-9","1","9","12",198609.808086333,8181688.55575333,8,9,9,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"226","1039-13","1","13","10",234736.643875,8181300.4573244,6,7,7,5,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"230","1040-13","1","13","10",234690.49208525,8181306.2456415,6.125,7,7,5,8,8,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"237","1041-13","1","13","10",234642.106191375,8181310.23670675,6,7,7,5,7,7,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"239","104-13","1","13","55",233958.652030667,8182379.03362178,7,8,8,4,8,8,8,1,0,0,0,0,0,9,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"241","104-18","1","18","4",224451.2311932,8180323.8614272,4,5,5,7,7,5,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,3,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"243","1042-13","1","13","10",234592.2336675,8181313.287369,6,7,7,5,8,7,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"248","104-25","1","25","3",230111.052883826,8179570.95112235,6,6,6,6,23,19,21,4,0,0,0,0,0,23,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"262","1046-13","1","13","10",234556.759897636,8181259.77760254,6,7,7,5,10,9,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"265","104-7","1","7","8",226066.40036225,8179730.23906512,3,4,4,8,8,8,8,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"267","1047-13","1","13","10",234599.481851375,8181262.70001587,6.25,7,7,5,8,8,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"270","104-8","1","8","10",230988.596999467,8179912.78356913,6,7,7,5,15,14,13,3,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"272","1048-13","1","13","10",234649.041450333,8181264.475064,6,7,7,5,6,6,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"273","1048-25","1","25","45",229391.805511821,8180399.54911807,6,7,7,5,25,22,20,0,0,0,0,0,0,28,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"275","104-9","1","9","12",198611.628238,8181624.99482275,8,9,9,3,4,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"277","1049-13","1","13","10",234698.537835167,8181264.24150733,6,7,7,5,6,6,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"281","1050-13","1","13","10",234747.52949925,8181266.74064975,6,7,7,5,4,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.10",TRUE,FALSE
"288","1051-25","1","25","45",229343.079948037,8180551.32740015,6,7,7,5,22,22,19,4,0,0,0,0,0,27,0,0,0,0,0,0,0,7,5,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"289","105-13","1","13","55",233966.6782331,8182437.5322134,7,8,8,4,12,8,8,1,0,0,0,0,0,20,0,0,0,0,0,0,0,8,8,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"291","105-18","1","18","4",224407.408105667,8180327.19339333,4,5,5,7,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"297","105-25","1","25","3",230065.653661692,8179577.46668142,5.92307692307692,6,6,6,25,22,22,11,0,0,0,0,0,26,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"300","1053-13","1","13","9",233926.566618143,8181589.94354114,6,7,7,5,7,7,6,5,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"301","1053-25","1","25","45",229373.58701675,8180622.12326367,NA,7,7,5,28,24,19,1,0,0,0,0,0,36,0,0,0,0,0,0,0,7,8,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"304","1054-13","1","13","9",233878.041922615,8181569.24328692,6,7,7,5,13,13,12,9,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"308","1055-13","1","13","9",233850.8569325,8181525.10034763,6.125,7,7,5,8,8,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"312","1056-25","1","25","45",229524.326849981,8180622.13479713,6,7,7,5,45,40,35,2,0,0,0,0,0,52,0,0,0,0,0,0,0,7,7,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"314","105-7","1","7","8",226086.3665585,8179755.7642815,3,4,4,8,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"316","1057-13","1","13","9",233793.971497762,8181514.33973629,6.09523809523809,7,7,5,20,20,13,1,1,2,0,0,0,21,1,2,2,0,0,0,0,7,1,FALSE,FALSE,TRUE,FALSE,"1.13.9",TRUE,TRUE
"319","105-8","1","8","10",230892.17101305,8179926.87339795,6,7,7,5,19,17,19,3,0,0,0,0,0,20,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"321","1058-13","1","13","9",233764.372595053,8181468.71798526,6,7,7,5,19,19,19,13,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"324","105-9","1","9","12",198659.778972269,8181649.69728162,8,9,9,3,25,25,25,7,0,0,0,0,0,26,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"326","1059-13","1","13","9",233742.792650444,8181416.98685911,6.11111111111111,7,7,5,9,9,9,2,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"327","1059-25","1","25","45",229759.14241622,8180914.39110868,6,7,7,5,21,16,16,2,0,0,0,0,0,41,0,0,0,0,0,0,0,7,20,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"330","1060-13","1","13","9",233797.727141389,8181394.27914644,6.11111111111111,7,7,5,18,18,16,7,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"337","1061-13","1","13","9",233848.87804525,8181449.10436638,6.125,7,7,5,8,7,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"339","106-13","1","13","55",234046.227801833,8182400.47777358,7,8,8,4,10,10,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"341","106-18","1","18","4",224410.2632478,8180370.5244287,4,5,5,7,9,9,6,1,0,0,0,1,0,10,0,0,0,0,1,1,0,5,1,FALSE,FALSE,TRUE,FALSE,"1.18.4",TRUE,FALSE
"343","1062-13","1","13","9",233886.5429113,8181487.5929802,NA,7,7,5,9,8,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"347","106-24","1","24","2",223130.667427,8180485.8067689,4,5,5,7,8,7,7,1,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE
"348","106-25","1","25","3",230052.8932537,8179457.53131975,5.95,6,6,6,20,19,20,13,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
