"","UNICODE","NRO_DENUNCIA","D","L","X","Y","id_manz","rocFAstatus","infFAstatus","INSP_POSITIVA","INSP_COMPLETA","DIA_INSP","MES_INSP","ANIO_INSP","infestedRV","complete","DIA_ROC","MES_ROC","ANIO_ROC","VisitVig","PosVig","PosVigNegFA","PosVigNoFA","PosVigPosFA","YearLastAFII","ageAP","TYPO_DENUNCIA","FECHA_ROC","FECHA_INSP","FECHA_VISIT","ANIO_VISIT","firstControl","firstControlBlock","DateFirstSpray","histTreat","TimeSinceFirst","codeLoc","focus"
"1381","1.24.6.47",485,24,"6",223033.125352,8180546.355826,"247-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-04-25,1,NA,"1.24.6",TRUE
"1384","1.24.6.48",497,24,"6",223026.682703,8180537.679603,"247-24",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-04-25,1,NA,"1.24.6",TRUE
"2789","1.8.5.25",367,8,"5",231562.23158,8179223.070724,"24-8",2,0,0,1,17,5,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,7,4,3,NA,2011-05-17,2011-05-17,2011,FALSE,FALSE,NA,1,NA,"1.8.5",TRUE
"1386","1.24.6.50",0,24,"6",222982.850055,8180491.401528,"248-24",2,1,0,0,0,0,0,0,1,9,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-09,NA,2008-04-09,2008,TRUE,TRUE,2008-04-09,0,0,"1.24.6",TRUE
"1398","1.24.6.59A",0,24,"6",222960.449449,8180504.538106,"249-24",1,1,0,0,0,0,0,0,1,25,4,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-04-25,NA,2006-04-25,2006,TRUE,TRUE,2006-04-25,0,0,"1.24.6",TRUE
"1397","1.24.6.59",0,24,"6",222960.449449,8180504.538106,"249-24",2,0,0,0,0,0,0,0,1,9,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-09,NA,2008-04-09,2008,TRUE,FALSE,2006-04-25,2,715,"1.24.6",TRUE
"1393","1.24.6.54",0,24,"6",223004.531353,8180554.24613,"250-24",2,1,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1394","1.24.6.55",0,24,"6",222999.605973,8180544.654631,"250-24",2,1,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1404","1.24.6.64",0,24,"6",222975.442267,8180550.768258,"250-24",2,1,0,0,0,0,0,0,1,25,4,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-04-25,NA,2006-04-25,2006,TRUE,TRUE,2006-01-18,0,97,"1.24.6",TRUE
"1392","1.24.6.52",0,24,"6",223018.544409,8180572.197957,"250-24",2,1,0,0,0,0,0,0,1,20,6,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-06-20,NA,2006-06-20,2006,TRUE,FALSE,2006-01-18,2,153,"1.24.6",TRUE
"1403","1.24.6.62",0,24,"6",222963.525521,8180534.73115,"250-24",2,0,0,0,0,0,0,0,1,20,6,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-06-20,NA,2006-06-20,2006,TRUE,FALSE,2006-01-18,2,153,"1.24.6",TRUE
"1405","1.24.6.67",0,24,"6",222996.707708,8180575.283212,"250-24",2,0,0,0,0,0,0,0,1,20,6,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-06-20,NA,2006-06-20,2006,TRUE,FALSE,2006-01-18,2,153,"1.24.6",TRUE
"1396","1.24.6.58",0,24,"6",222976.401548,8180518.952113,"250-24",2,1,0,0,0,0,0,0,1,24,8,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-08-24,NA,2006-08-24,2006,TRUE,FALSE,2006-01-18,2,218,"1.24.6",TRUE
"1402","1.24.6.61",0,24,"6",222958.424268,8180527.646418,"250-24",2,2,0,0,0,0,0,0,1,24,8,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-08-24,NA,2006-08-24,2006,TRUE,FALSE,2006-01-18,2,218,"1.24.6",TRUE
"1395","1.24.6.58",0,24,"6",222976.401548,8180518.952113,"250-24",2,1,0,0,0,0,0,0,1,9,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-09,NA,2008-04-09,2008,FALSE,FALSE,2006-01-18,1,812,"1.24.6",TRUE
"1401","1.24.6.61",0,24,"6",222958.424268,8180527.646418,"250-24",2,2,0,0,0,0,0,0,1,9,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-09,NA,2008-04-09,2008,FALSE,FALSE,2006-01-18,1,812,"1.24.6",TRUE
"1406","1.24.6.68",0,24,"6",223012.843355,8180598.636229,"251-24",2,0,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1408","1.24.6.69",0,24,"6",223020.173293,8180605.07931,"251-24",2,1,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1410","1.24.6.70",0,24,"6",223027.269085,8180615.676724,"251-24",2,0,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1412","1.24.6.76",0,24,"6",223045.613166,8180611.160393,"251-24",2,0,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1414","1.24.6.77",0,24,"6",223041.947342,8180605.289536,"251-24",2,0,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1416","1.24.6.78",0,24,"6",223035.284124,8180593.412047,"251-24",1,0,0,0,0,0,0,0,1,18,1,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-01-18,NA,2006-01-18,2006,TRUE,TRUE,2006-01-18,0,0,"1.24.6",TRUE
"1409","1.24.6.69",450,24,"6",223020.173293,8180605.07931,"251-24",2,1,0,1,7,12,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-12-07,2011-12-07,2011,FALSE,FALSE,2006-01-18,1,2149,"1.24.6",TRUE
"1413","1.24.6.76",450,24,"6",223045.613166,8180611.160393,"251-24",2,0,0,1,7,12,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-12-07,2011-12-07,2011,FALSE,FALSE,2006-01-18,1,2149,"1.24.6",TRUE
"1415","1.24.6.77",450,24,"6",223041.947342,8180605.289536,"251-24",2,0,0,1,7,12,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-12-07,2011-12-07,2011,FALSE,FALSE,2006-01-18,1,2149,"1.24.6",TRUE
"1407","1.24.6.68",450,24,"6",223012.843355,8180598.636229,"251-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2006-01-18,1,NA,"1.24.6",TRUE
"1411","1.24.6.70",450,24,"6",223027.269085,8180615.676724,"251-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2006-01-18,1,NA,"1.24.6",TRUE
"1417","1.24.6.78",450,24,"6",223035.284124,8180593.412047,"251-24",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2006-01-18,1,NA,"1.24.6",TRUE
"408","1.18.11.1",0,18,"11",224217.519733,8182035.404748,"252-18",2,1,0,0,0,0,0,0,1,11,4,2007,TRUE,FALSE,FALSE,FALSE,FALSE,6,1,0,2007-04-11,NA,2007-04-11,2007,TRUE,TRUE,2007-04-11,0,0,"1.18.11",TRUE
"413","1.18.11.4",0,18,"11",224227.3736,8182010.564622,"252-18",2,1,0,0,0,0,0,0,1,11,4,2007,TRUE,FALSE,FALSE,FALSE,FALSE,6,1,0,2007-04-11,NA,2007-04-11,2007,TRUE,TRUE,2007-04-11,0,0,"1.18.11",TRUE
"443","1.18.11.99A",0,18,"11",224306.624356,8181494.350255,"252-18",1,0,0,0,0,0,0,1,1,12,12,2008,TRUE,TRUE,TRUE,FALSE,FALSE,6,2,0,2008-12-12,NA,2008-12-12,2008,TRUE,FALSE,2007-04-11,2,611,"1.18.11",TRUE
"432","1.18.11.64",42,18,"11",224313.061063,8181757.495156,"252-18",2,0,0,1,29,4,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,3,1,NA,2009-04-29,2009-04-29,2009,FALSE,FALSE,2007-04-11,1,749,"1.18.11",TRUE
"421","1.18.11.57",278,18,"11",224279.273179,8181787.656734,"252-18",2,1,0,1,15,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-11-15,2010-11-15,2010,FALSE,FALSE,2007-04-11,1,1314,"1.18.11",TRUE
"418","1.18.11.54",278,18,"11",224280.605726,8181825.402221,"252-18",2,0,0,1,17,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-11-17,2010-11-17,2010,FALSE,FALSE,2007-04-11,1,1316,"1.18.11",TRUE
"419","1.18.11.55",278,18,"11",224289.283751,8181812.763991,"252-18",2,1,0,1,22,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-11-22,2010-11-22,2010,FALSE,FALSE,2007-04-11,1,1321,"1.18.11",TRUE
"426","1.18.11.60",278,18,"11",224308.518577,8181781.328437,"252-18",2,1,0,1,1,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-12-01,2010-12-01,2010,FALSE,FALSE,2007-04-11,1,1330,"1.18.11",TRUE
"429","1.18.11.62",278,18,"11",224334.277397,8181772.412585,"252-18",2,0,0,1,1,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-12-01,2010-12-01,2010,FALSE,FALSE,2007-04-11,1,1330,"1.18.11",TRUE
"433","1.18.11.64",278,18,"11",224313.061063,8181757.495156,"252-18",2,0,0,1,1,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-12-01,2010-12-01,2010,FALSE,FALSE,2007-04-11,1,1330,"1.18.11",TRUE
"409","1.18.11.1",342,18,"11",224217.519733,8182035.404748,"252-18",2,1,0,1,3,5,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,2011-05-03,2011-05-03,2011,FALSE,FALSE,2007-04-11,1,1483,"1.18.11",TRUE
"438","1.18.11.96",533,18,"11",224285.962892,8181520.150617,"252-18",0,0,0,0,0,0,0,0,1,23,5,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,4,2012-05-23,NA,2012-05-23,2012,TRUE,FALSE,2007-04-11,2,1869,"1.18.11",TRUE
"439","1.18.11.97",533,18,"11",224313.05254,8181535.524178,"252-18",0,0,0,0,0,0,0,0,1,23,5,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,4,2012-05-23,NA,2012-05-23,2012,TRUE,FALSE,2007-04-11,2,1869,"1.18.11",TRUE
"440","1.18.11.97A",533,18,"11",224313.05254,8181535.524178,"252-18",0,0,0,0,0,0,0,0,1,23,5,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,4,2012-05-23,NA,2012-05-23,2012,TRUE,FALSE,2007-04-11,2,1869,"1.18.11",TRUE
"442","1.18.11.99",533,18,"11",224306.624356,8181494.350255,"252-18",2,1,0,0,0,0,0,0,1,23,5,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,4,2012-05-23,NA,2012-05-23,2012,TRUE,FALSE,2007-04-11,2,1869,"1.18.11",TRUE
"441","1.18.11.98",533,18,"11",224320.717212,8181500.306477,"252-18",2,0,0,0,0,0,0,0,1,27,5,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,4,2012-05-27,NA,2012-05-27,2012,TRUE,FALSE,2007-04-11,2,1873,"1.18.11",TRUE
"423","1.18.11.58",601,18,"11",224286.758347,8181765.623647,"252-18",2,1,0,1,23,10,2012,0,1,11,11,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,6,2012-11-11,2012-10-23,2012-11-11,2012,TRUE,FALSE,2007-04-11,2,2041,"1.18.11",TRUE
"427","1.18.11.60",601,18,"11",224308.518577,8181781.328437,"252-18",2,1,0,1,10,8,2012,0,1,11,11,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,6,2012-11-11,2012-08-10,2012-11-11,2012,TRUE,FALSE,2007-04-11,2,2041,"1.18.11",TRUE
"431","1.18.11.63",601,18,"11",224326.028343,8181763.378344,"252-18",2,0,0,1,3,10,2012,0,1,14,11,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,6,2012-11-14,2012-10-03,2012-11-14,2012,TRUE,FALSE,2007-04-11,2,2044,"1.18.11",TRUE
"434","1.18.11.64",601,18,"11",224313.061063,8181757.495156,"252-18",2,0,0,1,10,8,2012,0,1,14,11,2012,TRUE,FALSE,FALSE,FALSE,FALSE,6,6,6,2012-11-14,2012-08-10,2012-11-14,2012,TRUE,FALSE,2007-04-11,2,2044,"1.18.11",TRUE
"425","1.18.11.59",601,18,"11",224297.097438,8181773.826219,"252-18",2,0,1,1,28,10,2012,0,1,18,11,2012,TRUE,TRUE,TRUE,FALSE,FALSE,6,6,6,2012-11-18,2012-10-28,2012-11-18,2012,TRUE,FALSE,2007-04-11,2,2048,"1.18.11",TRUE
"411","1.18.11.3",342,18,"11",224242.294624,8182013.025076,"252-18",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"414","1.18.11.4",342,18,"11",224227.3736,8182010.564622,"252-18",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"417","1.18.11.53",278,18,"11",224261.964902,8181772.140236,"252-18",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"420","1.18.11.56",278,18,"11",224300.46023,8181797.578843,"252-18",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"422","1.18.11.58",278,18,"11",224286.758347,8181765.623647,"252-18",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"424","1.18.11.59",278,18,"11",224297.097438,8181773.826219,"252-18",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"428","1.18.11.61",278,18,"11",224317.476327,8181786.061827,"252-18",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"430","1.18.11.63",278,18,"11",224326.028343,8181763.378344,"252-18",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"435","1.18.11.65",278,18,"11",224303.876821,8181752.718735,"252-18",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"436","1.18.11.65",601,18,"11",224303.876821,8181752.718735,"252-18",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,6,6,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"437","1.18.11.66",278,18,"11",224291.117461,8181749.382829,"252-18",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.18.11",TRUE
"1420","1.24.6.90",0,24,"6",222943.169665,8180542.133949,"253-24",2,0,0,0,0,0,0,0,1,25,4,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-04-25,NA,2006-04-25,2006,TRUE,TRUE,2006-04-25,0,0,"1.24.6",TRUE
"1418","1.24.6.88",0,24,"6",222957.302738,8180557.23324,"253-24",2,2,0,0,0,0,0,0,1,14,12,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-12-14,NA,2007-12-14,2007,TRUE,FALSE,2006-04-25,2,598,"1.24.6",TRUE
"1419","1.24.6.89",0,24,"6",222951.460776,8180552.010181,"253-24",2,0,0,0,0,0,0,0,1,14,12,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-12-14,NA,2007-12-14,2007,TRUE,FALSE,2006-04-25,2,598,"1.24.6",TRUE
"1421","1.24.6.90",0,24,"6",222943.169665,8180542.133949,"253-24",2,0,0,0,0,0,0,0,1,14,12,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-12-14,NA,2007-12-14,2007,FALSE,FALSE,2006-04-25,1,598,"1.24.6",TRUE
"1422","1.24.6.91A",0,24,"6",222922.390347,8180519.594018,"254-24",2,0,0,0,0,0,0,0,1,20,6,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-06-20,NA,2006-06-20,2006,TRUE,TRUE,2006-06-20,0,0,"1.24.6",TRUE
"1426","1.24.6.92",0,24,"6",222920.578923,8180543.143725,"254-24",2,1,0,0,0,0,0,0,1,9,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-09,NA,2008-04-09,2008,TRUE,FALSE,2006-06-20,2,659,"1.24.6",TRUE
"1427","1.24.6.92",133,24,"6",222920.578923,8180543.143725,"254-24",2,1,0,1,1,12,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,1,NA,2009-12-01,2009-12-01,2009,FALSE,FALSE,2006-06-20,1,1260,"1.24.6",TRUE
"1423","1.24.6.91A",498,24,"6",222922.390347,8180519.594018,"254-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,-2005,1,NA,NA,NA,0,FALSE,FALSE,2006-06-20,1,NA,"1.24.6",TRUE
"1305","1.24.6.103",0,24,"6",222942.923998,8180628.549524,"255-24",2,0,0,0,0,0,0,0,1,11,4,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-04-11,NA,2007-04-11,2007,TRUE,TRUE,2007-04-11,0,0,"1.24.6",TRUE
"1306","1.24.6.104",0,24,"6",222948.678493,8180634.441338,"255-24",2,1,0,0,0,0,0,0,1,11,4,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-04-11,NA,2007-04-11,2007,TRUE,TRUE,2007-04-11,0,0,"1.24.6",TRUE
"1307","1.24.6.109",0,24,"6",222985.757953,8180667.683335,"255-24",2,1,0,0,0,0,0,0,1,14,12,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-12-14,NA,2007-12-14,2007,TRUE,FALSE,2007-04-11,2,247,"1.24.6",TRUE
"1310","1.24.6.110",0,24,"6",222993.417694,8180672.791388,"255-24",2,0,0,0,0,0,0,0,1,14,12,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-12-14,NA,2007-12-14,2007,TRUE,FALSE,2007-04-11,2,247,"1.24.6",TRUE
"1308","1.24.6.109",117,24,"6",222985.757953,8180667.683335,"255-24",2,1,0,1,30,9,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,1,NA,2009-09-30,2009-09-30,2009,FALSE,FALSE,2007-04-11,1,903,"1.24.6",TRUE
"1313","1.24.6.112",372,24,"6",223014.256051,8180679.043474,"255-24",2,1,1,1,14,6,2011,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,5,6,1,NA,2011-06-14,2011-06-14,2011,FALSE,FALSE,2007-04-11,1,1525,"1.24.6",TRUE
"1311","1.24.6.110",372,24,"6",222993.417694,8180672.791388,"255-24",2,0,0,1,25,8,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-08-25,2011-08-25,2011,FALSE,FALSE,2007-04-11,1,1597,"1.24.6",TRUE
"1312","1.24.6.111",372,24,"6",223004.066382,8180684.207324,"255-24",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.24.6",TRUE
"1434","1.24.6.94",372,24,"6",223024.146484,8180668.9499,"255-24",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.24.6",TRUE
"1435","1.24.6.95",372,24,"6",223016.219325,8180660.619418,"255-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2007-04-11,1,NA,"1.24.6",TRUE
"1323","1.24.6.118",0,24,"6",222909.663911,8180571.470478,"256-24",2,1,0,0,0,0,0,0,1,25,4,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-04-25,NA,2006-04-25,2006,TRUE,TRUE,2006-04-25,0,0,"1.24.6",TRUE
"1316","1.24.6.117",0,24,"6",222913.943054,8180558.772054,"256-24",2,1,0,0,0,0,0,0,1,9,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-09,NA,2008-04-09,2008,TRUE,FALSE,2006-04-25,2,715,"1.24.6",TRUE
"1317","1.24.6.117",5,24,"6",222913.943054,8180558.772054,"256-24",2,1,0,1,5,2,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,1,NA,2009-02-05,2009-02-05,2009,FALSE,FALSE,2006-04-25,1,1017,"1.24.6",TRUE
"1318","1.24.6.117",133,24,"6",222913.943054,8180558.772054,"256-24",2,1,0,1,1,12,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,1,NA,2009-12-01,2009-12-01,2009,FALSE,FALSE,2006-04-25,1,1316,"1.24.6",TRUE
"1319","1.24.6.117",445,24,"6",222913.943054,8180558.772054,"256-24",2,1,1,1,23,11,2011,0,1,7,12,2011,TRUE,TRUE,FALSE,FALSE,TRUE,5,6,1,2011-12-07,2011-11-23,2011-12-07,2011,FALSE,FALSE,2006-04-25,1,2052,"1.24.6",TRUE
"1324","1.24.6.118",445,24,"6",222909.663911,8180571.470478,"256-24",2,1,0,0,0,0,0,0,1,7,12,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,2011-12-07,NA,2011-12-07,2011,FALSE,FALSE,2006-04-25,1,2052,"1.24.6",TRUE
"1956","1.7.19.78",0,7,"19",226194.048172,8181336.77197,"256-7",2,0,0,0,0,0,0,0,1,21,12,2005,TRUE,FALSE,FALSE,FALSE,FALSE,4,1,0,2005-12-21,NA,2005-12-21,2005,TRUE,TRUE,2005-12-21,0,0,"1.7.19",TRUE
"1957","1.7.19.79",0,7,"19",226191.33396,8181329.980895,"256-7",2,0,0,0,0,0,0,1,1,21,12,2005,TRUE,TRUE,TRUE,FALSE,FALSE,4,1,0,2005-12-21,NA,2005-12-21,2005,TRUE,TRUE,2005-12-21,0,0,"1.7.19",TRUE
"1328","1.24.6.122",0,24,"6",222927.96391,8180619.024787,"257-24",2,0,0,0,0,0,0,1,1,12,2,2007,TRUE,TRUE,TRUE,FALSE,FALSE,5,2,0,2007-02-12,NA,2007-02-12,2007,TRUE,TRUE,2007-02-12,0,0,"1.24.6",TRUE
"1315","1.24.6.115",0,24,"6",222937.298506,8180580.106954,"257-24",2,0,0,1,1,4,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,0,NA,2009-04-01,2009-04-01,2009,FALSE,FALSE,2007-02-12,1,779,"1.24.6",TRUE
"1314","1.24.6.114",0,24,"6",222943.622939,8180585.024073,"257-24",2,2,0,1,10,8,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,0,NA,2009-08-10,2009-08-10,2009,FALSE,FALSE,2007-02-12,1,910,"1.24.6",TRUE
"1329","1.24.6.122",97,24,"6",222927.96391,8180619.024787,"257-24",2,0,0,1,10,8,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,1,NA,2009-08-10,2009-08-10,2009,FALSE,FALSE,2007-02-12,1,910,"1.24.6",TRUE
"1953","1.7.18.96",37,7,"18",226212.502716,8181120.064315,"259-7",2,0,0,0,0,0,0,0,1,15,5,2009,TRUE,FALSE,FALSE,FALSE,FALSE,4,5,1,2009-05-15,NA,2009-05-15,2009,TRUE,TRUE,2009-05-15,0,0,"1.7.18",TRUE
"446","1.18.12.42",0,18,"12",224551.39153,8180786.640757,"261-18",2,0,0,0,0,0,0,0,1,22,1,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-01-22,NA,2007-01-22,2007,TRUE,TRUE,2007-01-22,0,0,"1.18.12",TRUE
"447","1.18.12.43",0,18,"12",224553.398957,8180767.271892,"261-18",2,0,0,0,0,0,0,0,1,22,1,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-01-22,NA,2007-01-22,2007,TRUE,TRUE,2007-01-22,0,0,"1.18.12",TRUE
"451","1.18.12.46",0,18,"12",224570.04424,8180724.462514,"261-18",2,0,0,0,0,0,0,0,1,22,1,2007,TRUE,FALSE,FALSE,FALSE,FALSE,5,2,0,2007-01-22,NA,2007-01-22,2007,TRUE,TRUE,2007-01-22,0,0,"1.18.12",TRUE
"453","1.18.12.47",0,18,"12",224581.823922,8180711.477057,"261-18",0,0,0,0,0,0,0,1,1,22,1,2007,TRUE,TRUE,FALSE,TRUE,FALSE,5,2,0,2007-01-22,NA,2007-01-22,2007,TRUE,TRUE,2007-01-22,0,0,"1.18.12",TRUE
