"","UNICODE","NRO_DENUNCIA","D","L","X","Y","id_manz","rocFAstatus","infFAstatus","INSP_POSITIVA","INSP_COMPLETA","DIA_INSP","MES_INSP","ANIO_INSP","infestedRV","complete","DIA_ROC","MES_ROC","ANIO_ROC","VisitVig","PosVig","PosVigNegFA","PosVigNoFA","PosVigPosFA","YearLastAFII","ageAP","TYPO_DENUNCIA","FECHA_ROC","FECHA_INSP","FECHA_VISIT","ANIO_VISIT","firstControl","firstControlBlock","DateFirstSpray","histTreat","TimeSinceFirst","codeLoc","focus"
"6","1.13.100.1303",419,13,"100",234862.032366,8184456.117761,"1780-13",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,0,2,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.100",TRUE
"1106","1.24.4.88",0,24,"4",222236.196927,8180509.318138,"178-24",2,0,0,0,0,0,0,0,1,11,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-11,NA,2008-04-11,2008,TRUE,TRUE,2008-04-11,0,0,"1.24.4",TRUE
"1110","1.24.4.89",0,24,"4",222235.983018,8180516.815734,"178-24",1,1,0,0,0,0,0,0,1,11,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-11,NA,2008-04-11,2008,TRUE,TRUE,2008-04-11,0,0,"1.24.4",TRUE
"1116","1.24.4.90",0,24,"4",222235.148316,8180523.896105,"178-24",2,0,0,0,0,0,0,0,1,11,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-11,NA,2008-04-11,2008,TRUE,TRUE,2008-04-11,0,0,"1.24.4",TRUE
"1128","1.24.4.94",0,24,"4",222248.718806,8180512.58282,"178-24",2,0,0,0,0,0,0,0,1,11,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-11,NA,2008-04-11,2008,TRUE,TRUE,2008-04-11,0,0,"1.24.4",TRUE
"1133","1.24.4.95",0,24,"4",222249.851258,8180503.32459,"178-24",2,1,0,0,0,0,0,0,1,11,4,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-04-11,NA,2008-04-11,2008,TRUE,TRUE,2008-04-11,0,0,"1.24.4",TRUE
"1123","1.24.4.92",188,24,"4",222242.105656,8180528.395041,"178-24",2,0,1,1,31,5,2010,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,5,5,4,NA,2010-05-31,2010-05-31,2010,FALSE,FALSE,2008-04-11,1,780,"1.24.4",TRUE
"1125","1.24.4.93",189,24,"4",222246.189574,8180519.864869,"178-24",2,0,1,1,31,5,2010,1,1,25,6,2010,TRUE,TRUE,TRUE,FALSE,FALSE,5,5,4,2010-06-25,2010-05-31,2010-06-25,2010,TRUE,FALSE,2008-04-11,2,805,"1.24.4",TRUE
"1129","1.24.4.94",189,24,"4",222248.718806,8180512.58282,"178-24",2,0,0,0,0,0,0,1,1,25,6,2010,TRUE,TRUE,TRUE,FALSE,FALSE,5,5,4,2010-06-25,NA,2010-06-25,2010,FALSE,FALSE,2008-04-11,1,805,"1.24.4",TRUE
"1103","1.24.4.87",236,24,"4",222235.903129,8180500.468814,"178-24",2,0,0,1,28,6,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-06-28,2010-06-28,2010,FALSE,FALSE,2008-04-11,1,808,"1.24.4",TRUE
"1137","1.24.4.96",236,24,"4",222249.703506,8180492.010679,"178-24",2,0,0,1,28,6,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-06-28,2010-06-28,2010,FALSE,FALSE,2008-04-11,1,808,"1.24.4",TRUE
"1107","1.24.4.88",236,24,"4",222236.196927,8180509.318138,"178-24",2,0,0,1,1,7,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-07-01,2010-07-01,2010,FALSE,FALSE,2008-04-11,1,811,"1.24.4",TRUE
"1134","1.24.4.95",236,24,"4",222249.851258,8180503.32459,"178-24",2,1,0,1,1,7,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-07-01,2010-07-01,2010,FALSE,FALSE,2008-04-11,1,811,"1.24.4",TRUE
"1112","1.24.4.89",236,24,"4",222235.983018,8180516.815734,"178-24",1,1,0,1,4,7,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-07-04,2010-07-04,2010,FALSE,FALSE,2008-04-11,1,814,"1.24.4",TRUE
"1124","1.24.4.92",358,24,"4",222242.105656,8180528.395041,"178-24",2,0,1,1,23,5,2011,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,5,6,1,NA,2011-05-23,2011-05-23,2011,FALSE,FALSE,2008-04-11,1,1137,"1.24.4",TRUE
"1118","1.24.4.90",358,24,"4",222235.148316,8180523.896105,"178-24",2,0,1,1,16,5,2011,0,1,30,6,2011,TRUE,TRUE,TRUE,FALSE,FALSE,5,6,1,2011-06-30,2011-05-16,2011-06-30,2011,FALSE,FALSE,2008-04-11,1,1175,"1.24.4",TRUE
"1126","1.24.4.93",358,24,"4",222246.189574,8180519.864869,"178-24",2,0,0,1,23,5,2011,0,1,30,6,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,2011-06-30,2011-05-23,2011-06-30,2011,FALSE,FALSE,2008-04-11,1,1175,"1.24.4",TRUE
"1130","1.24.4.94",358,24,"4",222248.718806,8180512.58282,"178-24",2,0,0,1,16,5,2011,0,1,30,6,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,2011-06-30,2011-05-16,2011-06-30,2011,FALSE,FALSE,2008-04-11,1,1175,"1.24.4",TRUE
"1108","1.24.4.88",454,24,"4",222236.196927,8180509.318138,"178-24",2,0,0,1,5,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-01-05,2012-01-05,2012,FALSE,FALSE,2008-04-11,1,1364,"1.24.4",TRUE
"1114","1.24.4.89",454,24,"4",222235.983018,8180516.815734,"178-24",1,1,0,1,5,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-01-05,2012-01-05,2012,FALSE,FALSE,2008-04-11,1,1364,"1.24.4",TRUE
"1131","1.24.4.94",454,24,"4",222248.718806,8180512.58282,"178-24",2,0,0,1,5,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-01-05,2012-01-05,2012,FALSE,FALSE,2008-04-11,1,1364,"1.24.4",TRUE
"1135","1.24.4.95",454,24,"4",222249.851258,8180503.32459,"178-24",2,1,0,1,11,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-01-11,2012-01-11,2012,FALSE,FALSE,2008-04-11,1,1370,"1.24.4",TRUE
"1138","1.24.4.96",454,24,"4",222249.703506,8180492.010679,"178-24",2,0,0,1,11,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-01-11,2012-01-11,2012,FALSE,FALSE,2008-04-11,1,1370,"1.24.4",TRUE
"1127","1.24.4.93",589,24,"4",222246.189574,8180519.864869,"178-24",2,0,0,1,7,8,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,3,NA,2012-08-07,2012-08-07,2012,FALSE,FALSE,2008-04-11,1,1579,"1.24.4",TRUE
"1136","1.24.4.95",589,24,"4",222249.851258,8180503.32459,"178-24",2,1,1,1,7,8,2012,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,5,7,3,NA,2012-08-07,2012-08-07,2012,FALSE,FALSE,2008-04-11,1,1579,"1.24.4",TRUE
"1105","1.24.4.87",589,24,"4",222235.903129,8180500.468814,"178-24",2,0,1,1,6,8,2012,0,1,12,9,2012,TRUE,TRUE,TRUE,FALSE,FALSE,5,7,3,2012-09-12,2012-08-06,2012-09-12,2012,TRUE,FALSE,2008-04-11,2,1615,"1.24.4",TRUE
"1109","1.24.4.88",589,24,"4",222236.196927,8180509.318138,"178-24",2,0,0,1,7,8,2012,0,1,12,9,2012,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,3,2012-09-12,2012-08-07,2012-09-12,2012,FALSE,FALSE,2008-04-11,1,1615,"1.24.4",TRUE
"1115","1.24.4.89",589,24,"4",222235.983018,8180516.815734,"178-24",1,1,0,1,7,8,2012,0,1,12,9,2012,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,3,2012-09-12,2012-08-07,2012-09-12,2012,FALSE,FALSE,2008-04-11,1,1615,"1.24.4",TRUE
"1132","1.24.4.94",589,24,"4",222248.718806,8180512.58282,"178-24",2,0,0,0,0,0,0,0,1,12,9,2012,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,3,2012-09-12,NA,2012-09-12,2012,FALSE,FALSE,2008-04-11,1,1615,"1.24.4",TRUE
"1139","1.24.4.96",589,24,"4",222249.703506,8180492.010679,"178-24",2,0,1,1,6,8,2012,1,1,12,9,2012,TRUE,TRUE,TRUE,FALSE,FALSE,5,7,3,2012-09-12,2012-08-06,2012-09-12,2012,TRUE,FALSE,2008-04-11,2,1615,"1.24.4",TRUE
"1104","1.24.4.87",454,24,"4",222235.903129,8180500.468814,"178-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"1111","1.24.4.89",189,24,"4",222235.983018,8180516.815734,"178-24",1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"1113","1.24.4.89",358,24,"4",222235.983018,8180516.815734,"178-24",1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"1117","1.24.4.90",189,24,"4",222235.148316,8180523.896105,"178-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"1119","1.24.4.90",589,24,"4",222235.148316,8180523.896105,"178-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,3,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"1120","1.24.4.91",188,24,"4",222234.133065,8180534.444047,"178-24",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"1121","1.24.4.91",236,24,"4",222234.133065,8180534.444047,"178-24",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"1122","1.24.4.91",358,24,"4",222234.133065,8180534.444047,"178-24",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2008-04-11,1,NA,"1.24.4",TRUE
"646","1.18.7.56",0,18,"7",224173.135814,8181389.949775,"179-18",1,0,0,0,0,0,0,0,1,20,9,2006,TRUE,FALSE,FALSE,FALSE,FALSE,6,0,0,2006-09-20,NA,2006-09-20,2006,TRUE,TRUE,2006-09-20,0,0,"1.18.7",TRUE
"1753","1.25.4A.306",0,25,"4A",230975.619757,8180110.047263,"179-25",2,0,0,1,28,4,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,3,0,NA,2009-04-28,2009-04-28,2009,FALSE,FALSE,NA,1,NA,"1.25.4A",TRUE
"1018","1.24.4.112",0,24,"4",222347.546878,8180490.795587,"180-24",2,0,0,0,0,0,0,0,1,30,3,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-03-30,NA,2006-03-30,2006,TRUE,TRUE,2006-03-30,0,0,"1.24.4",TRUE
"1021","1.24.4.112A",0,24,"4",222347.546878,8180490.795587,"180-24",2,1,0,0,0,0,0,0,1,30,3,2006,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,2006-03-30,NA,2006-03-30,2006,TRUE,TRUE,2006-03-30,0,0,"1.24.4",TRUE
"968","1.24.3.164",0,24,"3",222362.860427,8180432.931688,"180-24",2,1,0,0,0,0,0,0,1,19,9,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-09-19,NA,2008-09-19,2008,TRUE,FALSE,2006-03-30,2,904,"1.24.3",TRUE
"969","1.24.3.166",0,24,"3",222362.45705,8180457.244712,"180-24",2,1,0,0,0,0,0,0,1,19,9,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-09-19,NA,2008-09-19,2008,TRUE,FALSE,2006-03-30,2,904,"1.24.3",TRUE
"970","1.24.3.168",229,24,"3",222382.600324,8180472.501257,"180-24",1,1,1,1,28,6,2010,0,1,8,7,2010,TRUE,TRUE,FALSE,FALSE,TRUE,5,5,1,2010-07-08,2010-06-28,2010-07-08,2010,TRUE,FALSE,2006-03-30,2,1561,"1.24.3",TRUE
"1019","1.24.4.112",311,24,"4",222347.546878,8180490.795587,"180-24",2,0,0,1,25,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-01-25,2011-01-25,2011,FALSE,FALSE,2006-03-30,1,1762,"1.24.4",TRUE
"1022","1.24.4.112A",311,24,"4",222347.546878,8180490.795587,"180-24",2,1,0,1,25,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-01-25,2011-01-25,2011,FALSE,FALSE,2006-03-30,1,1762,"1.24.4",TRUE
"971","1.24.3.168A",229,24,"3",222382.600324,8180472.501257,"180-24",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.3",TRUE
"1015","1.24.4.111A",311,24,"4",222325.836246,8180512.983949,"180-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1016","1.24.4.111A",488,24,"4",222325.836246,8180512.983949,"180-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1017","1.24.4.111A",616,24,"4",222325.836246,8180512.983949,"180-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1020","1.24.4.112",616,24,"4",222347.546878,8180490.795587,"180-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1023","1.24.4.112A",616,24,"4",222347.546878,8180490.795587,"180-24",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1024","1.24.4.113",311,24,"4",222357.916176,8180491.307187,"180-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1025","1.24.4.113",488,24,"4",222357.916176,8180491.307187,"180-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1026","1.24.4.113",616,24,"4",222357.916176,8180491.307187,"180-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2006-03-30,1,NA,"1.24.4",TRUE
"1028","1.24.4.114",169,24,"4",222366.580297,8180497.654215,"181-24",2,0,0,1,11,3,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-03-11,2010-03-11,2010,FALSE,FALSE,NA,1,NA,"1.24.4",TRUE
"1033","1.24.4.115",311,24,"4",222374.357767,8180490.881738,"181-24",2,1,0,1,25,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-01-25,2011-01-25,2011,FALSE,FALSE,NA,1,NA,"1.24.4",TRUE
"1034","1.24.4.115",488,24,"4",222374.357767,8180490.881738,"181-24",2,1,0,1,2,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-04-02,2012-04-02,2012,FALSE,FALSE,NA,1,NA,"1.24.4",TRUE
"1029","1.24.4.114",488,24,"4",222366.580297,8180497.654215,"181-24",2,0,0,1,24,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-04-24,2012-04-24,2012,FALSE,FALSE,NA,1,NA,"1.24.4",TRUE
"1030","1.24.4.114",616,24,"4",222366.580297,8180497.654215,"181-24",2,0,0,1,19,10,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-10-19,2012-10-19,2012,FALSE,FALSE,NA,1,NA,"1.24.4",TRUE
"1035","1.24.4.115",616,24,"4",222374.357767,8180490.881738,"181-24",2,1,0,1,19,10,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-10-19,2012-10-19,2012,FALSE,FALSE,NA,1,NA,"1.24.4",TRUE
"1036","1.24.4.115A",488,24,"4",222374.357767,8180490.881738,"181-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.24.4",TRUE
"1754","1.25.4A.336",253,25,"4A",231056.739038,8180174.935106,"182-25",2,0,0,1,7,9,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-09-07,2010-09-07,2010,FALSE,FALSE,NA,1,NA,"1.25.4A",TRUE
"1757","1.25.4A.354",253,25,"4A",231065.126562,8180169.428405,"182-25",2,0,0,1,17,10,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,2010-10-17,2010-10-17,2010,FALSE,FALSE,NA,1,NA,"1.25.4A",TRUE
"1755","1.25.4A.337",253,25,"4A",231058.662201,8180185.013657,"182-25",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.25.4A",TRUE
"1756","1.25.4A.353",253,25,"4A",231071.793333,8180166.506193,"182-25",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.25.4A",TRUE
"699","1.23.14.158",329,23,"14",221000.344618,8179251.804211,"185-23",2,0,0,1,4,4,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,2011-04-04,2011-04-04,2011,FALSE,FALSE,NA,1,NA,"1.23.14",TRUE
"700","1.23.14.159",329,23,"14",221009.238008,8179242.417246,"185-23",2,0,0,1,4,4,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,2011-04-04,2011-04-04,2011,FALSE,FALSE,NA,1,NA,"1.23.14",TRUE
"698","1.23.14.157",329,23,"14",220996.751988,8179244.847774,"185-23",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.23.14",TRUE
"701","1.23.14.160",329,23,"14",221015.99031,8179235.728007,"185-23",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.23.14",TRUE
"1157","1.24.5.15",274,24,"5",222932.799204,8180696.6728,"185-24",2,1,0,1,2,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-11-02,2010-11-02,2010,FALSE,TRUE,2010-12-03,1,-31,"1.24.5",TRUE
"1161","1.24.5.17",274,24,"5",222954.089911,8180683.624975,"185-24",1,0,0,1,2,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-11-02,2010-11-02,2010,FALSE,TRUE,2010-12-03,1,-31,"1.24.5",TRUE
"1159","1.24.5.16",274,24,"5",222945.122174,8180688.968304,"185-24",2,0,1,1,2,11,2010,0,1,3,12,2010,TRUE,TRUE,TRUE,FALSE,FALSE,5,5,1,2010-12-03,2010-11-02,2010-12-03,2010,TRUE,TRUE,2010-12-03,0,0,"1.24.5",TRUE
"1140","1.24.5.10",416,24,"5",222894.164267,8180709.731468,"185-24",2,0,0,1,26,9,2011,0,1,28,9,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,2011-09-28,2011-09-26,2011-09-28,2011,TRUE,FALSE,2010-12-03,2,299,"1.24.5",TRUE
"1141","1.24.5.11",416,24,"5",222901.053887,8180711.021764,"185-24",2,0,1,1,26,9,2011,1,1,28,9,2011,TRUE,TRUE,TRUE,FALSE,FALSE,5,6,1,2011-09-28,2011-09-26,2011-09-28,2011,TRUE,FALSE,2010-12-03,2,299,"1.24.5",TRUE
"1154","1.24.5.13",350,24,"5",222919.542262,8180705.798664,"185-24",2,0,1,1,22,9,2011,1,1,28,9,2011,TRUE,TRUE,TRUE,FALSE,FALSE,5,6,4,2011-09-28,2011-09-22,2011-09-28,2011,TRUE,FALSE,2010-12-03,2,299,"1.24.5",TRUE
"1156","1.24.5.14",350,24,"5",222926.998427,8180700.400137,"185-24",2,0,1,1,22,9,2011,1,1,28,9,2011,TRUE,TRUE,TRUE,FALSE,FALSE,5,6,4,2011-09-28,2011-09-22,2011-09-28,2011,TRUE,FALSE,2010-12-03,2,299,"1.24.5",TRUE
"1158","1.24.5.15",350,24,"5",222932.799204,8180696.6728,"185-24",2,1,1,1,22,9,2011,0,1,28,9,2011,TRUE,TRUE,FALSE,FALSE,TRUE,5,6,4,2011-09-28,2011-09-22,2011-09-28,2011,TRUE,FALSE,2010-12-03,2,299,"1.24.5",TRUE
"1160","1.24.5.16",350,24,"5",222945.122174,8180688.968304,"185-24",2,0,1,1,22,9,2011,0,1,28,9,2011,TRUE,TRUE,TRUE,FALSE,FALSE,5,6,4,2011-09-28,2011-09-22,2011-09-28,2011,FALSE,FALSE,2010-12-03,1,299,"1.24.5",TRUE
"1152","1.24.5.12",350,24,"5",222909.961509,8180708.703097,"185-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,4,NA,NA,NA,0,FALSE,FALSE,2010-12-03,1,NA,"1.24.5",TRUE
"1153","1.24.5.12",416,24,"5",222909.961509,8180708.703097,"185-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,2010-12-03,1,NA,"1.24.5",TRUE
"1162","1.24.5.17",350,24,"5",222954.089911,8180683.624975,"185-24",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,4,NA,NA,NA,0,FALSE,FALSE,2010-12-03,1,NA,"1.24.5",TRUE
"1302","1.24.5.9",350,24,"5",222967.265427,8180678.985496,"185-24",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,4,NA,NA,NA,0,FALSE,FALSE,2010-12-03,1,NA,"1.24.5",TRUE
"1181","1.24.5.23",274,24,"5",222929.965555,8180671.165435,"186-24",2,0,0,1,2,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-11-02,2010-11-02,2010,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1203","1.24.5.24",320,24,"5",222940.380335,8180666.300034,"186-24",1,0,0,1,8,2,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-02-08,2011-02-08,2011,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1163","1.24.5.18",320,24,"5",222954.529979,8180660.168714,"186-24",2,0,0,1,10,2,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,2011-02-10,2011-02-10,2011,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1182","1.24.5.23",320,24,"5",222929.965555,8180671.165435,"186-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1222","1.24.5.26",464,24,"5",222890.143248,8180658.299532,"187-24",2,0,0,1,1,2,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-02-01,2012-02-01,2012,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1231","1.24.5.27",464,24,"5",222898.383196,8180656.235869,"187-24",2,0,0,1,2,2,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-02-02,2012-02-02,2012,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1223","1.24.5.26",525,24,"5",222890.143248,8180658.299532,"187-24",2,0,0,1,16,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-04-16,2012-04-16,2012,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1232","1.24.5.27",525,24,"5",222898.383196,8180656.235869,"187-24",2,0,0,1,22,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-04-22,2012-04-22,2012,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1235","1.24.5.28",525,24,"5",222906.618353,8180654.33083,"187-24",2,0,0,1,22,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,2012-04-22,2012-04-22,2012,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"1234","1.24.5.28",464,24,"5",222906.618353,8180654.33083,"187-24",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.24.5",TRUE
"702","1.23.14.222",328,23,"14",220990.680455,8179329.180078,"188-23",2,0,0,1,30,3,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,3,NA,2011-03-30,2011-03-30,2011,FALSE,FALSE,NA,1,NA,"1.23.14",TRUE
