"dist","loc","lon","lat","polygon","unicode","prov","viv","loc_num","block","uniblock","X","Y","clusterID","add.house"
24,"1",-71.5973658793454,-16.4465542598368,3,"1.24.1.54",1,"54",1,4,"1.24.1.4",222649.036533833,8179887.52551498,1,0
24,"1",-71.5972720450967,-16.4465697975206,3,"1.24.1.55",1,"55",1,4,"1.24.1.4",222659.084205984,8179885.9340187,1,0
24,"1",-71.5971874004204,-16.4466053010879,3,"1.24.1.56",1,"56",1,4,"1.24.1.4",222668.178419302,8179882.11938153,1,0
24,"1",-71.5971005707227,-16.4466203020862,3,"1.24.1.57",1,"57",1,4,"1.24.1.4",222677.476932772,8179880.57768514,1,0
24,"1",-71.5970461521509,-16.4466258168277,3,"1.24.1.58",1,"58",1,4,"1.24.1.4",222683.299040935,8179880.04178714,1,0
24,"1",-71.5969621355152,-16.446620279296,3,"1.24.1.59",1,"59",1,4,"1.24.1.4",222692.267793371,8179880.77015215,1,0
24,"1",-71.5965436034507,-16.44674306144,3,"1.24.1.60",1,"60",1,4,"1.24.1.4",222737.159727378,8179867.75050403,1,0
24,"1",-71.5964401643725,-16.4467613171702,3,"1.24.1.61",1,"61",1,4,"1.24.1.4",222748.237453017,8179865.87121585,1,0
24,"1",-71.5963570876839,-16.4468075912491,3,"1.24.1.62",1,"62",1,4,"1.24.1.4",222757.179417459,8179860.86193506,1,0
24,"1",-71.5960521910709,-16.4468442148715,3,"1.24.1.63",1,"63",1,4,"1.24.1.4",222789.807621674,8179857.22535849,1,0
24,"1",-71.5959612330525,-16.4468843914134,3,"1.24.1.64",1,"64",1,4,"1.24.1.4",222799.582971043,8179852.90196145,1,0
24,"1",-71.5958553835,-16.4469095814395,3,"1.24.1.65",1,"65",1,4,"1.24.1.4",222810.928076362,8179850.25821776,1,0
24,"1",-71.5955276932458,-16.4469402419466,3,"1.24.1.66",1,"66",1,4,"1.24.1.4",222845.983113603,8179847.31302774,1,0
24,"1",-71.5954938186491,-16.4469414718967,3,"1.24.1.66A",1,"66A",1,4,"1.24.1.4",222849.604129954,8179847.22330577,1,0
24,"1",-71.5954560728104,-16.446964638489,3,"1.24.1.67",1,"67",1,4,"1.24.1.4",222853.669932963,8179844.71017459,1,0
24,"1",-71.5953746341878,-16.4469841144561,3,"1.24.1.68",1,"68",1,4,"1.24.1.4",222862.398764041,8179842.66556383,1,0
24,"1",-71.5953080294344,-16.4470175345615,3,"1.24.1.69",1,"69",1,4,"1.24.1.4",222869.562509374,8179839.0567835,1,0
24,"1",-71.5952057462683,-16.4470121423723,3,"1.24.1.70",1,"70",1,4,"1.24.1.4",222880.483097453,8179839.79402729,1,0
24,"1",-71.5951317409727,-16.4470115998667,3,"1.24.1.71",1,"71",1,4,"1.24.1.4",222888.389280834,8179839.9555609,1,0
24,"1",-71.59507870376,-16.4470229588689,3,"1.24.1.72",1,"72",1,4,"1.24.1.4",222894.072078497,8179838.77066691,1,0
24,"1",-71.594981377341,-16.4470348116743,3,"1.24.1.73",1,"73",1,4,"1.24.1.4",222904.487571276,8179837.59182204,1,0
24,"1",-71.594913621313,-16.4470476126372,3,"1.24.1.74",1,"74",1,4,"1.24.1.4",222911.745018443,8179836.26745664,1,0
24,"1",-71.594842828195,-16.4470635438947,3,"1.24.1.75",1,"75",1,4,"1.24.1.4",222919.331403262,8179834.60068196,1,0
24,"1",-71.5947431922592,-16.4470627160918,3,"1.24.1.76",1,"76",1,4,"1.24.1.4",222929.975632678,8179834.82892546,1,0
24,"1",-71.5946613989045,-16.4470765765522,3,"1.24.1.77",1,"77",1,4,"1.24.1.4",222938.734371377,8179833.40649278,1,0
24,"1",-71.5945854852597,-16.4470977424378,3,"1.24.1.78",1,"78",1,4,"1.24.1.4",222946.875279838,8179831.16717644,1,0
24,"1",-71.594508817988,-16.447128275814,3,"1.24.1.79",1,"79",1,4,"1.24.1.4",222955.110012005,8179827.8917685,1,0
24,"1",-71.5944348927858,-16.4471355976394,3,"1.24.1.80",1,"80",1,4,"1.24.1.4",222963.018800384,8179827.18246613,1,0
24,"1",-71.5943600759131,-16.4471533217304,3,"1.24.1.81",1,"81",1,4,"1.24.1.4",222971.037631619,8179825.32269631,1,0
24,"1",-71.5942021699291,-16.4471805803174,3,"1.24.1.82",1,"82",1,4,"1.24.1.4",222987.947487112,8179822.52119739,1,0
24,"1",-71.5940787501477,-16.4472188451714,3,"1.24.1.83",1,"83",1,4,"1.24.1.4",223001.188361676,8179818.45386228,1,0
24,"1",-71.5939736869128,-16.4472366667998,3,"1.24.1.84",1,"84",1,4,"1.24.1.4",223012.438931169,8179816.62473335,1,0
24,"1",-71.5938756630944,-16.4472626300948,3,"1.24.1.85",1,"85",1,4,"1.24.1.4",223022.948948583,8179813.88454733,1,0
24,"1",-71.5938736385303,-16.4473972646291,3,"1.24.1.86",1,"86",1,4,"1.24.1.4",223023.356456498,8179798.98126383,1,0
24,"1",-71.5937384628343,-16.4474178993239,3,"1.24.1.87",1,"87",1,4,"1.24.1.4",223037.828305696,8179796.88194266,1,0
24,"1",-71.5937436621472,-16.447305656997,3,"1.24.1.88",1,"88",1,4,"1.24.1.4",223037.113406462,8179809.30172208,1,0
24,"1",-71.5936738210172,-16.4473006209749,3,"1.24.1.89",1,"89",1,4,"1.24.1.4",223044.568278573,8179809.954993,1,0
24,"1",-71.5936115714019,-16.4473057843519,3,"1.24.1.90",1,"90",1,4,"1.24.1.4",223051.226534812,8179809.46863261,1,0
24,"1",-71.5935534215149,-16.4473038277614,3,"1.24.1.91",1,"91",1,4,"1.24.1.4",223057.436653976,8179809.76493921,1,0
24,"1",-71.593478344066,-16.4473264998141,3,"1.24.1.92",1,"92",1,4,"1.24.1.4",223065.490331591,8179807.35768028,1,0
24,"1",-71.5933777017244,-16.4473450771842,3,"1.24.1.93",1,"93",1,4,"1.24.1.4",223076.269617183,8179805.43879016,1,0
24,"1",-71.5932677183596,-16.4473523799349,3,"1.24.1.94",1,"94",1,4,"1.24.1.4",223088.030913076,8179804.78096207,1,0
24,"1",-71.593181972687,-16.4473792328768,3,"1.24.1.95",1,"95",1,4,"1.24.1.4",223097.230341809,8179801.9254222,1,0
24,"1",-71.5930190532656,-16.4474139829868,3,"1.24.1.96",1,"96",1,4,"1.24.1.4",223114.686432008,8179798.30127485,1,0
24,"1",-71.5930997173778,-16.4475096998719,3,"1.24.1.97",1,"97",1,4,"1.24.1.4",223106.203949481,8179787.59347609,1,0
24,"1",-71.5934240769437,-16.4475996568176,3,"1.24.1.98",1,"98",1,4,"1.24.1.4",223071.676234757,8179777.18947887,1,0
24,"1",-71.5950116415853,-16.4461956903289,4,"1.24.1.100",1,"100",1,5,"1.24.1.5",222900.061916575,8179930.4536869,1,0
24,"1",-71.5950041570634,-16.4462798590686,4,"1.24.1.101",1,"101",1,5,"1.24.1.5",222900.981163819,8179921.14520243,1,0
24,"1",-71.5950171063677,-16.4464252049157,4,"1.24.1.102",1,"102",1,5,"1.24.1.5",222899.804103547,8179905.03547735,1,0
24,"1",-71.5950153405541,-16.4465394012476,4,"1.24.1.103",1,"103",1,5,"1.24.1.5",222900.155005463,8179892.39464627,1,0
24,"1",-71.5950813912469,-16.4466493059937,4,"1.24.1.104",1,"104",1,5,"1.24.1.5",222893.254073475,8179880.13597991,1,0
24,"1",-71.5949485481921,-16.4467126540861,4,"1.24.1.105",1,"105",1,5,"1.24.1.5",222907.537456492,8179873.30452248,1,0
24,"1",-71.5948367194562,-16.4468008710516,4,"1.24.1.106",1,"106",1,5,"1.24.1.5",222919.61092135,8179863.69088983,1,0
24,"1",-71.5945534034821,-16.4468854296255,4,"1.24.1.107",1,"107",1,5,"1.24.1.5",222950.001409384,8179854.71737056,1,0
24,"1",-71.5944180146302,-16.4468877350004,4,"1.24.1.108",1,"108",1,5,"1.24.1.5",222964.470049475,8179854.64771493,1,0
24,"1",-71.5943126063231,-16.4469269407403,4,"1.24.1.108A",1,"108A",1,5,"1.24.1.5",222975.787884516,8179850.45153307,1,0
24,"1",-71.5941890633867,-16.4469456871481,4,"1.24.1.108B",1,"108B",1,5,"1.24.1.5",222989.014215628,8179848.54535596,1,0
24,"1",-71.5940735760666,-16.4469361233052,4,"1.24.1.108C",1,"108C",1,5,"1.24.1.5",223001.339650386,8179849.76249943,1,0
24,"1",-71.5938259745168,-16.446689298296,4,"1.24.1.109",1,"109",1,5,"1.24.1.5",223027.443647986,8179877.42905019,1,0
24,"1",-71.5938320462155,-16.4468367625596,4,"1.24.1.110",1,"110",1,5,"1.24.1.5",223027.004335577,8179861.09422965,1,0
24,"1",-71.5938737685356,-16.4470462418011,4,"1.24.1.111",1,"111",1,5,"1.24.1.5",223022.84407367,8179837.8445663,1,0
24,"1",-71.5936645263589,-16.4470415788015,4,"1.24.1.112",1,"112",1,5,"1.24.1.5",223045.193507338,8179838.64757133,1,0
24,"1",-71.5934272285688,-16.4470824555398,4,"1.24.1.113",1,"113",1,5,"1.24.1.5",223070.605143296,8179834.44706597,1,0
24,"1",-71.5931067396186,-16.4471531344097,4,"1.24.1.114",1,"114",1,5,"1.24.1.5",223104.947457597,8179827.06096849,1,0
24,"1",-71.593010477509,-16.4471640842064,4,"1.24.1.115",1,"115",1,5,"1.24.1.5",223115.247921218,8179825.98054299,1,0
24,"1",-71.5929391688633,-16.4472136293451,4,"1.24.1.115A",1,"115A",1,5,"1.24.1.5",223122.937074081,8179820.59284859,1,0
24,"1",-71.5928360439863,-16.4472183238432,4,"1.24.1.116",1,"116",1,5,"1.24.1.5",223133.961890029,8179820.2143711,1,0
24,"1",-71.5927114140661,-16.4470345135672,4,"1.24.1.117",1,"117",1,5,"1.24.1.5",223147.016787016,8179840.73562986,1,0
24,"1",-71.5952387900902,-16.446740537925,4,"1.24.1.99",1,"99",1,5,"1.24.1.5",222876.566688212,8179869.81942327,1,0
24,"1",-71.5926277553206,-16.4443396011494,5,"1.24.1.118",1,"118",1,6,"1.24.1.6",223152.130236361,8180139.21708034,1,0
24,"1",-71.5925332661081,-16.4430269327236,5,"1.24.1.119",1,"119",1,6,"1.24.1.6",223160.363093489,8180284.67835975,1,0
24,"1",-71.5928585528516,-16.4425425916024,5,"1.24.1.120",1,"120",1,6,"1.24.1.6",223124.920430203,8180337.85663169,1,0
24,"1",-71.5921448991196,-16.4433285345412,6,"1.24.1.121",1,"121",1,7,"1.24.1.7",223202.286112857,8180251.81837393,1,0
24,"1",-71.5922081013516,-16.4436017225748,6,"1.24.1.122",1,"122",1,7,"1.24.1.7",223195.920899235,8180221.48587185,1,0
24,"1",-71.592182073744,-16.4445860389425,6,"1.24.1.123",1,"123",1,7,"1.24.1.7",223200.09848142,8180112.54310649,1,0
24,"1",-71.5924112898907,-16.4469971044138,7,"1.24.1.124",1,"124",1,8,"1.24.1.8",223179.02982596,8179845.28847066,1,0
24,"1",-71.5924896485255,-16.4472308296993,7,"1.24.1.125",1,"125",1,8,"1.24.1.8",223170.989499104,8179819.3042816,1,0
24,"1",-71.5923843766077,-16.4472287806232,7,"1.24.1.126",1,"126",1,8,"1.24.1.8",223182.234134254,8179819.6753344,1,0
24,"1",-71.5922709165232,-16.4472266824875,7,"1.24.1.127",1,"127",1,8,"1.24.1.8",223194.353545564,8179820.06302744,1,0
24,"1",-71.5922003479226,-16.4472566019517,7,"1.24.1.128",1,"128",1,8,"1.24.1.8",223201.935751166,8179816.84714803,1,0
24,"1",-71.5921091469064,-16.4472615180541,7,"1.24.1.129",1,"129",1,8,"1.24.1.8",223211.686894002,8179816.42776598,1,0
24,"1",-71.5920361825202,-16.4472544841333,7,"1.24.1.130",1,"130",1,8,"1.24.1.8",223219.472626176,8179817.30644981,1,0
24,"1",-71.5919273245127,-16.447264323263,7,"1.24.1.131",1,"131",1,8,"1.24.1.8",223231.117274593,8179816.36618769,1,0
24,"1",-71.5916735045608,-16.4472841638891,7,"1.24.1.132",1,"132",1,8,"1.24.1.8",223258.26423745,8179814.51710566,1,0
24,"1",-71.5915172668086,-16.4473059957423,7,"1.24.1.133",1,"133",1,8,"1.24.1.8",223274.988073479,8179812.31392437,1,0
24,"1",-71.5913811901363,-16.4473188724175,7,"1.24.1.134",1,"134",1,8,"1.24.1.8",223289.545135825,8179811.0745981,1,0
24,"1",-71.5912284190719,-16.4472974114687,7,"1.24.1.135",1,"135",1,8,"1.24.1.8",223305.83715395,8179813.65980009,1,0
24,"1",-71.5909640050248,-16.4474038218305,8,"1.24.1.136",1,"136",1,9,"1.24.1.9",223334.238794486,8179802.24058124,1,0
24,"1",-71.5909110536572,-16.4474160161344,8,"1.24.1.137",1,"137",1,9,"1.24.1.9",223339.913552293,8179800.96297737,1,0
24,"1",-71.5908434266936,-16.4474303703113,8,"1.24.1.138",1,"138",1,9,"1.24.1.9",223347.159351003,8179799.46633117,1,0
24,"1",-71.5907891055138,-16.4474374433508,8,"1.24.1.139",1,"139",1,9,"1.24.1.9",223352.97319681,8179798.75759862,1,0
24,"1",-71.5906963674138,-16.447429212831,8,"1.24.1.140",1,"140",1,9,"1.24.1.9",223362.869896588,8179799.79577878,1,0
24,"1",-71.5905722629273,-16.4474345686972,8,"1.24.1.141",1,"141",1,9,"1.24.1.9",223376.13713066,8179799.37267314,1,0
24,"1",-71.5904522646223,-16.447449157037,8,"1.24.1.142",1,"142",1,9,"1.24.1.9",223388.978742145,8179797.92176883,1,0
24,"1",-71.5903661755878,-16.4474572368441,8,"1.24.1.143",1,"143",1,9,"1.24.1.9",223398.188169208,8179797.14503928,1,0
24,"1",-71.590326740168,-16.4474647613115,8,"1.24.1.143A",1,"143A",1,9,"1.24.1.9",223402.41221905,8179796.36594124,1,0
24,"1",-71.59024637485,-16.4474642453848,8,"1.24.1.143B",1,"143B",1,9,"1.24.1.9",223410.997918002,8179796.53304708,1,0
24,"1",-71.5901804983567,-16.447463822492,8,"1.24.1.143C",1,"143C",1,9,"1.24.1.9",223418.035726487,8179796.67002124,1,0
24,"1",-71.5901277118809,-16.4474536188646,8,"1.24.1.144",1,"144",1,9,"1.24.1.9",223423.661094946,8179797.87195072,1,0
24,"1",-71.5900768645397,-16.4474554274015,8,"1.24.1.145",1,"145",1,9,"1.24.1.9",223429.096315681,8179797.741302,1,0
24,"1",-71.5899641748546,-16.4474770444919,8,"1.24.1.146",1,"146",1,9,"1.24.1.9",223441.167013348,8179795.50217997,1,0
24,"1",-71.5898515262029,-16.44750336196,8,"1.24.1.147",1,"147",1,9,"1.24.1.9",223453.239988168,8179792.74259463,1,0
24,"1",-71.5897622968919,-16.4475049992501,8,"1.24.1.148",1,"148",1,9,"1.24.1.9",223462.775786393,8179792.6834163,1,0
24,"1",-71.5896555573171,-16.4475141723353,8,"1.24.1.149",1,"149",1,9,"1.24.1.9",223474.193107298,8179791.81386901,1,0
24,"1",-71.5895291665005,-16.4475196512758,8,"1.24.1.150",1,"150",1,9,"1.24.1.9",223487.704774844,8179791.38019805,1,0
24,"1",-71.5893736495585,-16.4475572221915,8,"1.24.1.151",1,"151",1,9,"1.24.1.9",223504.37384123,8179787.43331462,1,0
24,"1",-71.5900723584695,-16.4477698104473,9,"1.24.1.152",1,"152",1,10,"1.24.1.10",223430.02356937,8179762.94064728,1,0
24,"1",-71.5898088566943,-16.4477410406051,9,"1.24.1.153",1,"153",1,10,"1.24.1.10",223458.135910723,8179766.48646782,1,0
24,"1",-71.5897457667948,-16.4477558981534,9,"1.24.1.154",1,"154",1,10,"1.24.1.10",223464.897647155,8179764.92784622,1,0
24,"1",-71.5896709085338,-16.4477578359189,9,"1.24.1.155",1,"155",1,10,"1.24.1.10",223472.898422497,8179764.81573424,1,0
24,"1",-71.5895857966738,-16.4477739574169,9,"1.24.1.156",1,"156",1,10,"1.24.1.10",223482.014824925,8179763.14730143,1,0
24,"1",-71.5895053336795,-16.4477871282461,9,"1.24.1.157",1,"157",1,10,"1.24.1.10",223490.63034671,8179761.79918679,1,0
24,"1",-71.5894368902142,-16.4477873308105,9,"1.24.1.158",1,"158",1,10,"1.24.1.10",223497.943287989,8179761.87040133,1,0
24,"1",-71.5893345259389,-16.4478162813332,9,"1.24.1.159",1,"159",1,10,"1.24.1.10",223508.921159549,8179758.80520049,1,0
24,"1",-71.5895601163434,-16.4480440556468,9,"1.24.1.160",1,"160",1,10,"1.24.1.10",223485.141515869,8179733.2786056,1,0
24,"1",-71.589915739952,-16.4482646314598,10,"1.24.1.161",1,"161",1,11,"1.24.1.11",223447.458712166,8179708.37101881,1,0
24,"1",-71.5898200055937,-16.4484577810906,10,"1.24.1.162",1,"162",1,11,"1.24.1.11",223457.96104749,8179687.11752305,1,0
24,"1",-71.589844994205,-16.4485635033461,10,"1.24.1.163",1,"163",1,11,"1.24.1.11",223455.441131751,8179675.37832306,1,0
24,"1",-71.589875900027,-16.4486323163541,10,"1.24.1.164",1,"164",1,11,"1.24.1.11",223452.236675622,8179667.71742057,1,0
24,"1",-71.5898688120057,-16.4487507286075,10,"1.24.1.165",1,"165",1,11,"1.24.1.11",223453.161885854,8179654.61714497,1,0
24,"1",-71.5898827152845,-16.4487974426571,10,"1.24.1.166",1,"166",1,11,"1.24.1.11",223451.742678176,8179649.42618787,1,0
24,"1",-71.5899065790706,-16.4488737612217,10,"1.24.1.167",1,"167",1,11,"1.24.1.11",223449.301255182,8179640.94394536,1,0
24,"1",-71.5899643833678,-16.4489676715194,10,"1.24.1.168",1,"168",1,11,"1.24.1.11",223443.258521535,8179630.4675915,1,0
24,"1",-71.5900285767955,-16.4489279203638,10,"1.24.1.169",1,"169",1,11,"1.24.1.11",223436.343617233,8179634.7807785,1,0
24,"1",-71.5901114475078,-16.4489072102757,10,"1.24.1.170",1,"170",1,11,"1.24.1.11",223427.460201078,8179636.96027634,1,0
24,"1",-71.5901596071079,-16.4488920318013,10,"1.24.1.171",1,"171",1,11,"1.24.1.11",223422.293221848,8179638.57484584,1,0
24,"1",-71.5902241080758,-16.4488652933841,10,"1.24.1.172",1,"172",1,11,"1.24.1.11",223415.363907141,8179641.44690463,1,0
24,"1",-71.590259961372,-16.4488435450067,10,"1.24.1.173",1,"173",1,11,"1.24.1.11",223411.502434418,8179643.80569956,1,0
24,"1",-71.590291273869,-16.4488346388287,10,"1.24.1.174",1,"174",1,11,"1.24.1.11",223408.144321554,8179644.74888833,1,0
24,"1",-71.5903267634628,-16.4488284969388,10,"1.24.1.174A",1,"174A",1,11,"1.24.1.11",223404.343840605,8179645.3803121,1,0
24,"1",-71.5903470965116,-16.4488066674862,10,"1.24.1.175",1,"175",1,11,"1.24.1.11",223402.140461244,8179647.76932412,1,0
24,"1",-71.5903774996505,-16.448793306539,10,"1.24.1.175A",1,"175A",1,11,"1.24.1.11",223398.873186259,8179649.20696476,1,0
24,"1",-71.5904061798981,-16.448786151469,10,"1.24.1.176",1,"176",1,11,"1.24.1.11",223395.798789593,8179649.95988116,1,0
24,"1",-71.5904764686472,-16.4487738523693,10,"1.24.1.177",1,"177",1,11,"1.24.1.11",223388.271570126,8179651.22536529,1,0
24,"1",-71.5905276287248,-16.4487484267502,10,"1.24.1.178",1,"178",1,11,"1.24.1.11",223382.769472232,8179653.97032921,1,0
24,"1",-71.5906144787796,-16.4487190471401,10,"1.24.1.179",1,"179",1,11,"1.24.1.11",223373.448582111,8179657.10420377,1,0
24,"1",-71.5905701044659,-16.448642205028,10,"1.24.1.180",1,"180",1,11,"1.24.1.11",223378.080620027,8179665.67249824,1,0
24,"1",-71.5905425713496,-16.4485855728138,10,"1.24.1.181",1,"181",1,11,"1.24.1.11",223380.941982172,8179671.98020585,1,0
24,"1",-71.5904816327474,-16.4485044995303,10,"1.24.1.182",1,"182",1,11,"1.24.1.11",223387.337786242,8179681.03962305,1,0
24,"1",-71.5904541622775,-16.4484158960764,10,"1.24.1.183",1,"183",1,11,"1.24.1.11",223390.147114405,8179690.88692988,1,0
24,"1",-71.5904420593485,-16.4483728718184,10,"1.24.1.184",1,"184",1,11,"1.24.1.11",223391.379192748,8179695.6669142,1,0
