"dist","loc","lon","lat","polygon","unicode","prov","viv","loc_num","block","uniblock","X","Y","clusterID","add.house"
24,"10",-71.6007518479389,-16.4327206427272,311,"1.24.10.160",1,"160",10,7,"1.24.10.7",222267.578670694,8181414.4707084,3,0
24,"10",-71.600684580997,-16.4326770284401,311,"1.24.10.161",1,"161",10,7,"1.24.10.7",222274.704185756,8181419.39183696,3,0
24,"10",-71.6006202529939,-16.4326436088686,311,"1.24.10.162",1,"162",10,7,"1.24.10.7",222281.530177146,8181423.18021623,3,0
24,"10",-71.60055500663,-16.4326047594844,311,"1.24.10.163",1,"163",10,7,"1.24.10.7",222288.44657462,8181427.57101736,3,0
24,"10",-71.6005042767398,-16.4325622016003,311,"1.24.10.164",1,"164",10,7,"1.24.10.7",222293.806593775,8181432.35247441,3,0
24,"10",-71.6004425373675,-16.4325199856863,311,"1.24.10.165",1,"165",10,7,"1.24.10.7",222300.343480505,8181437.1111827,3,0
24,"10",-71.6003929179622,-16.4324863043175,311,"1.24.10.166",1,"166",10,7,"1.24.10.7",222305.597474058,8181440.90834525,3,0
24,"10",-71.6003671233792,-16.4326217212439,311,"1.24.10.167",1,"167",10,7,"1.24.10.7",222308.546285308,8181425.95102715,3,0
24,"10",-71.6001923874115,-16.4326274468186,311,"1.24.10.168",1,"168",10,7,"1.24.10.7",222327.22520339,8181425.55698899,3,0
24,"10",-71.6000882401016,-16.4325358157072,311,"1.24.10.169",1,"169",10,7,"1.24.10.7",222338.223156444,8181435.84491705,3,0
24,"10",-71.6000150754312,-16.4326060451468,311,"1.24.10.170",1,"170",10,7,"1.24.10.7",222346.140786635,8181428.16987192,3,0
24,"10",-71.59996351553,-16.4326514298562,311,"1.24.10.171",1,"171",10,7,"1.24.10.7",222351.714578602,8181423.21586181,3,0
24,"10",-71.5998759867287,-16.4328187826643,311,"1.24.10.172",1,"172",10,7,"1.24.10.7",222361.305153197,8181404.80748674,3,0
24,"10",-71.6000410567817,-16.4330320597344,311,"1.24.10.173",1,"173",10,7,"1.24.10.7",222343.970559972,8181380.96787516,3,0
24,"10",-71.5993517245483,-16.4335278831037,311,"1.24.10.174",1,"174",10,7,"1.24.10.7",222418.331492065,8181327.0187602,3,0
24,"10",-71.5994722093778,-16.4336101806475,311,"1.24.10.175",1,"175",10,7,"1.24.10.7",222405.574622942,8181317.74181613,3,0
24,"10",-71.5995462098548,-16.4336574482393,311,"1.24.10.176",1,"176",10,7,"1.24.10.7",222397.734834739,8181312.40701164,3,0
24,"10",-71.5995991853976,-16.4336897261105,311,"1.24.10.177",1,"177",10,7,"1.24.10.7",222392.120262123,8181308.76065122,3,0
24,"10",-71.5996938727576,-16.433749325259,311,"1.24.10.178",1,"178",10,7,"1.24.10.7",222382.087609864,8181302.03215572,3,0
24,"10",-71.5997940312435,-16.4338113059176,311,"1.24.10.179",1,"179",10,7,"1.24.10.7",222371.473757086,8181295.0324754,3,0
24,"10",-71.6000993339613,-16.4338247160913,311,"1.24.10.225",1,"225",10,7,"1.24.10.7",222338.871030378,8181293.12868319,3,0
24,"10",-71.6002755437132,-16.4339639435352,311,"1.24.10.227",1,"227",10,7,"1.24.10.7",222320.240949828,8181277.47217001,3,0
24,"10",-71.6003543296899,-16.4339888418627,311,"1.24.10.227A",1,"227A",10,7,"1.24.10.7",222311.858038883,8181274.60737973,3,0
24,"10",-71.6001320625506,-16.4331972967547,311,"1.24.10.228",1,"228",10,7,"1.24.10.7",222334.481519357,8181362.54868432,3,0
24,"10",-71.6010642859872,-16.4308839541892,312,"1.24.10.135",1,"135",10,8,"1.24.10.8",222231.581071707,8181617.39135105,3,0
24,"10",-71.6009685208854,-16.4309798705888,312,"1.24.10.136",1,"136",10,8,"1.24.10.8",222241.950252931,8181606.9034203,3,0
24,"10",-71.6008601946452,-16.4310951119303,312,"1.24.10.137",1,"137",10,8,"1.24.10.8",222253.68910149,8181594.29316418,3,0
24,"10",-71.6007531062141,-16.4312481223028,312,"1.24.10.138",1,"138",10,8,"1.24.10.8",222265.349402193,8181577.49959299,3,0
24,"10",-71.6006966405455,-16.4313270937804,312,"1.24.10.139",1,"139",10,8,"1.24.10.8",222271.495217961,8181568.8337605,3,0
24,"10",-71.6006561641395,-16.43141036053,312,"1.24.10.140",1,"140",10,8,"1.24.10.8",222275.938653783,8181559.67042334,3,0
24,"10",-71.6006204763753,-16.431538828125,312,"1.24.10.141",1,"141",10,8,"1.24.10.8",222279.93470848,8181545.4960849,3,0
24,"10",-71.6005931605422,-16.4316245732014,312,"1.24.10.142",1,"142",10,8,"1.24.10.8",222282.975430273,8181536.04029081,3,0
24,"10",-71.6005641533395,-16.4317045773645,312,"1.24.10.143",1,"143",10,8,"1.24.10.8",222286.188709727,8181527.22242572,3,0
24,"10",-71.6005345280159,-16.4317811912152,312,"1.24.10.144",1,"144",10,8,"1.24.10.8",222289.463211839,8181518.78076861,3,0
24,"10",-71.6005,-16.4318640186107,312,"1.24.10.145",1,"145",10,8,"1.24.10.8",222293.270411837,8181509.65790719,3,0
24,"10",-71.6004672638821,-16.4319476359509,312,"1.24.10.146",1,"146",10,8,"1.24.10.8",222296.887265436,8181500.44512658,3,0
24,"10",-71.6004402038451,-16.4320080278743,312,"1.24.10.147",1,"147",10,8,"1.24.10.8",222299.864580968,8181493.79596322,3,0
24,"10",-71.6004220227303,-16.4320672266566,312,"1.24.10.148",1,"148",10,8,"1.24.10.8",222301.891470176,8181487.26670977,3,0
24,"10",-71.6003909613444,-16.4321378701256,312,"1.24.10.149",1,"149",10,8,"1.24.10.8",222305.310915635,8181479.48803595,3,0
24,"10",-71.6003657285812,-16.4321974124004,312,"1.24.10.150",1,"150",10,8,"1.24.10.8",222308.091770973,8181472.93043281,3,0
24,"10",-71.6003503969657,-16.4322396269129,312,"1.24.10.151",1,"151",10,8,"1.24.10.8",222309.790024693,8181468.2776863,3,0
24,"10",-71.6005010781823,-16.4322443096069,312,"1.24.10.152",1,"152",10,8,"1.24.10.8",222293.696160998,8181467.55238368,3,0
24,"10",-71.6005542913636,-16.4322831867545,312,"1.24.10.153",1,"153",10,8,"1.24.10.8",222288.065552337,8181463.17503276,3,0
24,"10",-71.6006151019044,-16.4323195636057,312,"1.24.10.154",1,"154",10,8,"1.24.10.8",222281.619599486,8181459.06407067,3,0
24,"10",-71.6006636563608,-16.4323549357905,312,"1.24.10.155",1,"155",10,8,"1.24.10.8",222276.481800992,8181455.08116523,3,0
24,"10",-71.6007221666536,-16.4324054334133,312,"1.24.10.156",1,"156",10,8,"1.24.10.8",222270.301726016,8181449.409971,3,0
24,"10",-71.600778636406,-16.4324534910674,312,"1.24.10.157",1,"157",10,8,"1.24.10.8",222264.336217758,8181444.01171819,3,0
24,"10",-71.6008414094343,-16.4325013966801,312,"1.24.10.158",1,"158",10,8,"1.24.10.8",222257.696981923,8181438.62164188,3,0
24,"10",-71.5983372412684,-16.4349151352706,313,"1.24.10.1",1,"1",10,9,"1.24.10.9",222528.701731965,8181174.82081507,3,0
24,"10",-71.5983897664251,-16.4347702391822,313,"1.24.10.2",1,"2",10,9,"1.24.10.9",222522.883443909,8181190.790954,3,0
24,"10",-71.5984137763757,-16.4346726253598,313,"1.24.10.3",1,"3",10,9,"1.24.10.9",222520.179216318,8181201.56534782,3,0
24,"10",-71.5983811478792,-16.4342849270459,313,"1.24.10.4",1,"4",10,9,"1.24.10.9",222523.11445437,8181244.53420526,3,0
24,"10",-71.5987652131703,-16.4339235408589,313,"1.24.10.5",1,"5",10,9,"1.24.10.9",222481.563175041,8181284.01822617,3,0
24,"10",-71.5981191388377,-16.4338116393951,313,"1.24.10.6",1,"6",10,9,"1.24.10.9",222550.437496066,8181297.2937546,3,0
24,"10",-71.5983875716698,-16.4335434301119,314,"1.24.10.10",1,"10",10,10,"1.24.10.10",222521.374052486,8181326.62036606,3,0
24,"10",-71.5984984900231,-16.4335722538298,314,"1.24.10.11",1,"11",10,10,"1.24.10.10",222509.563320253,8181323.2769785,3,0
24,"10",-71.5985942010267,-16.4335954594478,314,"1.24.10.12",1,"12",10,10,"1.24.10.10",222499.36952012,8181320.57645665,3,0
24,"10",-71.5986911409592,-16.4336177468043,314,"1.24.10.13",1,"13",10,10,"1.24.10.10",222489.043104499,8181317.97590904,3,0
24,"10",-71.5987642133014,-16.4336341438234,314,"1.24.10.14",1,"14",10,10,"1.24.10.10",222481.258584956,8181316.06025339,3,0
24,"10",-71.5988582993267,-16.433658511693,314,"1.24.10.15",1,"15",10,10,"1.24.10.10",222471.240072182,8181313.23326783,3,0
24,"10",-71.598960208037,-16.4336815283448,314,"1.24.10.16",1,"16",10,10,"1.24.10.10",222460.383781055,8181310.54514381,3,0
24,"10",-71.5990027608904,-16.4335580075574,314,"1.24.10.17",1,"17",10,10,"1.24.10.10",222455.661359757,8181324.16238755,3,0
24,"10",-71.5989113335212,-16.4334931532207,314,"1.24.10.18",1,"18",10,10,"1.24.10.10",222465.33823687,8181331.46820021,3,0
24,"10",-71.5988134001986,-16.4334177278563,314,"1.24.10.19",1,"19",10,10,"1.24.10.10",222475.695258134,8181339.95330762,3,0
24,"10",-71.5987164426339,-16.4333495642971,314,"1.24.10.20",1,"20",10,10,"1.24.10.10",222485.958350165,8181347.6330778,3,0
24,"10",-71.598711853638,-16.433424877997,314,"1.24.10.21",1,"21",10,10,"1.24.10.10",222486.555754687,8181339.30100181,3,0
24,"10",-71.5986958219537,-16.4335017879876,314,"1.24.10.22",1,"22",10,10,"1.24.10.10",222488.378088514,8181330.8078914,3,0
24,"10",-71.5985033132539,-16.4334304926901,314,"1.24.10.23",1,"23",10,10,"1.24.10.10",222508.846440937,8181338.96547372,3,0
24,"10",-71.5985513590068,-16.433295651664,314,"1.24.10.24",1,"24",10,10,"1.24.10.10",222503.521035915,8181353.82851087,3,0
24,"10",-71.5984412734275,-16.4333011941492,314,"1.24.10.25",1,"25",10,10,"1.24.10.10",222515.291652438,8181353.36589624,3,0
24,"10",-71.5984039013527,-16.4333203345468,314,"1.24.10.25A",1,"25A",10,10,"1.24.10.10",222519.31209699,8181351.2980316,3,0
24,"10",-71.5983294834158,-16.4332974714851,314,"1.24.10.26",1,"26",10,10,"1.24.10.10",222527.231218066,8181353.93140605,3,0
24,"10",-71.5982184804503,-16.4332954021009,314,"1.24.10.27",1,"27",10,10,"1.24.10.10",222539.089036566,8181354.31278642,3,0
24,"10",-71.5980457359061,-16.4333175567088,314,"1.24.10.28",1,"28",10,10,"1.24.10.10",222557.578421035,8181352.09688452,3,0
24,"10",-71.5979610196135,-16.4334490167268,314,"1.24.10.7",1,"7",10,10,"1.24.10.10",222566.817255459,8181337.6584659,3,0
24,"10",-71.5980915698684,-16.4334790657531,314,"1.24.10.8",1,"8",10,10,"1.24.10.10",222552.910572481,8181334.15251659,3,0
24,"10",-71.598248796535,-16.4335095890568,314,"1.24.10.9",1,"9",10,10,"1.24.10.10",222536.154173039,8181330.55745477,3,0
24,"10",-71.5982030747478,-16.4330573487419,315,"1.24.10.29",1,"29",10,11,"1.24.10.11",222540.396801179,8181380.69003665,3,0
24,"10",-71.5982811704956,-16.4330721297909,315,"1.24.10.30",1,"30",10,11,"1.24.10.11",222532.073203988,8181378.94642522,3,0
24,"10",-71.5983626731318,-16.4330721154473,315,"1.24.10.31",1,"31",10,11,"1.24.10.11",222523.364548346,8181378.83621146,3,0
24,"10",-71.5984343545954,-16.4330912887186,315,"1.24.10.32",1,"32",10,11,"1.24.10.11",222515.732567895,8181376.6151067,3,0
24,"10",-71.5985022239076,-16.4330627091135,315,"1.24.10.33",1,"33",10,11,"1.24.10.11",222508.440041534,8181379.68619757,3,0
24,"10",-71.5985786677884,-16.4329526426414,315,"1.24.10.34",1,"34",10,11,"1.24.10.11",222500.115477917,8181391.76735737,3,0
24,"10",-71.5986527651405,-16.4328609986256,315,"1.24.10.35",1,"35",10,11,"1.24.10.11",222492.067822932,8181401.81208853,3,0
24,"10",-71.5987633414578,-16.4328076176401,315,"1.24.10.36",1,"36",10,11,"1.24.10.11",222480.176735172,8181407.57047073,3,0
24,"10",-71.598694704241,-16.4327495330774,315,"1.24.10.37",1,"37",10,11,"1.24.10.11",222487.428130046,8181414.0954819,3,0
24,"10",-71.5986346074589,-16.4327055555556,315,"1.24.10.38",1,"38",10,11,"1.24.10.11",222493.787026836,8181419.04690958,3,0
24,"10",-71.5985835416788,-16.4326622605142,315,"1.24.10.39",1,"39",10,11,"1.24.10.11",222499.181923088,8181423.91038469,3,0
24,"10",-71.5985157830363,-16.4326144555696,315,"1.24.10.40",1,"40",10,11,"1.24.10.11",222506.354064042,8181429.29607264,3,0
24,"10",-71.5984447975863,-16.4325633373255,315,"1.24.10.41",1,"41",10,11,"1.24.10.11",222513.866287338,8181435.0530167,3,0
24,"10",-71.5983799605796,-16.4325299293103,315,"1.24.10.42",1,"42",10,11,"1.24.10.11",222520.746717928,8181438.84073231,3,0
24,"10",-71.5988164794844,-16.4330915910691,316,"1.24.10.43",1,"43",10,12,"1.24.10.12",222474.902580652,8181376.05738743,3,0
24,"10",-71.5989130534832,-16.4329531607128,316,"1.24.10.44",1,"44",10,12,"1.24.10.12",222464.38674851,8181391.25123094,3,0
24,"10",-71.5991138479975,-16.4327142347575,317,"1.24.10.45",1,"45",10,13,"1.24.10.13",222442.59193774,8181417.42846097,3,0
24,"10",-71.5992460707896,-16.4328131090813,317,"1.24.10.46",1,"46",10,13,"1.24.10.13",222428.604355028,8181406.30013203,3,0
24,"10",-71.5993850871552,-16.4329208042726,317,"1.24.10.47",1,"47",10,13,"1.24.10.13",222413.903427959,8181394.18586434,3,0
24,"10",-71.5994642880416,-16.4328069915975,317,"1.24.10.48",1,"48",10,13,"1.24.10.13",222405.278885233,8181406.67797456,3,0
24,"10",-71.5995009722589,-16.4327789174355,317,"1.24.10.48A",1,"48A",10,13,"1.24.10.13",222401.319211698,8181409.73586912,3,0
24,"10",-71.5995201280076,-16.4327387448993,317,"1.24.10.49",1,"49",10,13,"1.24.10.13",222399.215271534,8181414.15729338,3,0
24,"10",-71.5995721257637,-16.4326813354073,317,"1.24.10.50",1,"50",10,13,"1.24.10.13",222393.577609555,8181420.44203991,3,0
24,"10",-71.5996194772228,-16.4326237706773,317,"1.24.10.51",1,"51",10,13,"1.24.10.13",222388.436186517,8181426.75034927,3,0
24,"10",-71.5997175278148,-16.432544708229,317,"1.24.10.52",1,"52",10,13,"1.24.10.13",222377.846918676,8181435.36920187,3,0
24,"10",-71.5995330915718,-16.432379106643,317,"1.24.10.53",1,"53",10,13,"1.24.10.13",222397.318697606,8181453.95694669,3,0
24,"10",-71.5994402523308,-16.4323011780268,317,"1.24.10.54",1,"54",10,13,"1.24.10.13",222407.127894947,8181462.71223863,3,0
24,"10",-71.5993424438081,-16.4324387431693,317,"1.24.10.55",1,"55",10,13,"1.24.10.13",222417.774478088,8181447.6158992,3,0
24,"10",-71.599231423908,-16.4325579336082,317,"1.24.10.56",1,"56",10,13,"1.24.10.13",222429.806574678,8181434.57204499,3,0
24,"10",-71.5991810105939,-16.4321890202585,318,"1.24.10.57",1,"57",10,14,"1.24.10.14",222434.668790172,8181475.48554982,3,0
24,"10",-71.5990707166129,-16.4320922576528,318,"1.24.10.58",1,"58",10,14,"1.24.10.14",222446.316300913,8181486.34997978,3,0
24,"10",-71.5989352400772,-16.4320033410987,318,"1.24.10.59",1,"59",10,14,"1.24.10.14",222460.665773582,8181496.38027505,3,0
24,"10",-71.5987912756221,-16.431912921818,318,"1.24.10.60",1,"60",10,14,"1.24.10.14",222475.920070708,8181506.58857818,3,0
24,"10",-71.5986933228067,-16.4318158904188,318,"1.24.10.61",1,"61",10,14,"1.24.10.14",222486.248561677,8181517.46580931,3,0
24,"10",-71.5986323774556,-16.4317425515589,318,"1.24.10.62",1,"62",10,14,"1.24.10.14",222492.656428818,8181525.66914263,3,0
24,"10",-71.5986004416546,-16.4316812238923,318,"1.24.10.63",1,"63",10,14,"1.24.10.14",222495.981652504,8181532.50285669,3,0
24,"10",-71.5984491546364,-16.4317804235458,318,"1.24.10.64",1,"64",10,14,"1.24.10.14",222512.287928661,8181521.72747931,3,0
24,"10",-71.5985143764614,-16.431817766564,318,"1.24.10.64A",1,"64A",10,14,"1.24.10.14",222505.371944846,8181517.50357252,3,0
24,"10",-71.5986049817198,-16.4319219606996,318,"1.24.10.65",1,"65",10,14,"1.24.10.14",222495.838725374,8181505.84340778,3,0
24,"10",-71.5985263902763,-16.4319700098176,318,"1.24.10.66",1,"66",10,14,"1.24.10.14",222504.304644076,8181500.63145269,3,0
24,"10",-71.5984563481477,-16.4320326091332,318,"1.24.10.67",1,"67",10,14,"1.24.10.14",222511.877731772,8181493.79683963,3,0
24,"10",-71.5983149676796,-16.4319898233822,318,"1.24.10.68",1,"68",10,14,"1.24.10.14",222526.923642154,8181498.72780478,3,0
24,"10",-71.5983753427532,-16.4320712335689,318,"1.24.10.69",1,"69",10,14,"1.24.10.14",222520.588180301,8181489.63164606,3,0
24,"10",-71.5984229625422,-16.4321328285929,318,"1.24.10.70",1,"70",10,14,"1.24.10.14",222515.587480982,8181482.7468209,3,0
24,"10",-71.5986828962291,-16.4320547495897,318,"1.24.10.71",1,"71",10,14,"1.24.10.14",222487.702189779,8181491.03477347,3,0
24,"10",-71.5986396130073,-16.432104692044,318,"1.24.10.72",1,"72",10,14,"1.24.10.14",222492.398060017,8181485.5647636,3,0
24,"10",-71.5986014023377,-16.4321443994326,318,"1.24.10.73",1,"73",10,14,"1.24.10.14",222496.537369659,8181481.22097157,3,0
24,"10",-71.5984722582095,-16.4321965272436,318,"1.24.10.74",1,"74",10,14,"1.24.10.14",222510.410705043,8181475.62679172,3,0
24,"10",-71.598511512908,-16.4322373646895,318,"1.24.10.75",1,"75",10,14,"1.24.10.14",222506.274329593,8181471.05161748,3,0
24,"10",-71.5985522319813,-16.4322751597879,318,"1.24.10.76",1,"76",10,14,"1.24.10.14",222501.977160942,8181466.81126738,3,0
24,"10",-71.5985946159573,-16.432318802632,318,"1.24.10.77",1,"77",10,14,"1.24.10.14",222497.510409087,8181461.92119789,3,0
24,"10",-71.5986567932553,-16.4323667722895,318,"1.24.10.78",1,"78",10,14,"1.24.10.14",222490.93486611,8181456.52492917,3,0
24,"10",-71.5987623953017,-16.4324431505599,318,"1.24.10.79",1,"79",10,14,"1.24.10.14",222479.759717492,8181447.92381683,3,0
24,"10",-71.5988333932063,-16.4325089478026,318,"1.24.10.80",1,"80",10,14,"1.24.10.14",222472.267033148,8181440.5416548,3,0
24,"10",-71.5988650085157,-16.4326250023823,318,"1.24.10.81",1,"81",10,14,"1.24.10.14",222469.05388159,8181427.6492712,3,0
24,"10",-71.5988983480823,-16.4325902666466,318,"1.24.10.82",1,"82",10,14,"1.24.10.14",222465.442125415,8181431.44930313,3,0
24,"10",-71.5989272729646,-16.4325541166907,318,"1.24.10.83",1,"83",10,14,"1.24.10.14",222462.300072176,8181435.41196745,3,0
24,"10",-71.5989634417597,-16.4324986071087,318,"1.24.10.84",1,"84",10,14,"1.24.10.14",222458.356473227,8181441.50809771,3,0
24,"10",-71.5989982522676,-16.4324204566184,318,"1.24.10.85",1,"85",10,14,"1.24.10.14",222454.525818869,8181450.1127844,3,0
24,"10",-71.599074672321,-16.4322879103843,318,"1.24.10.86",1,"86",10,14,"1.24.10.14",222446.171787793,8181464.68281586,3,0
24,"10",-71.5993639957548,-16.4313635916175,319,"1.24.10.100",1,"100",10,15,"1.24.10.15",222413.942929999,8181566.62199181,3,0
24,"10",-71.5992995264288,-16.4314003631848,319,"1.24.10.101",1,"101",10,15,"1.24.10.15",222420.883885087,8181562.63928162,3,0
24,"10",-71.5992283687318,-16.4314641466793,319,"1.24.10.102",1,"102",10,15,"1.24.10.15",222428.577906298,8181555.67511505,3,0
